asset_id,ticker,company_name,search_key,status,reason,lei,legal_name,country,match_tier,candidate_count_after_fix,candidate_countries,phase,created_at_utc
U10364,BONGs,Bong AB,BONG,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5493003RPM8YGS44WV97,Bong AB,SE,tier2_legal_form_match,2,DE|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:37+00:00
U10366,BONp,Bonduelle SCA,BONDUELLE,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:38+00:00
U10381,BOUVo,Bouvet ASA,BOUVET,resolved,tier1_single_issued_registration_among_exact_matches,5967007LIEEXZXFMBC26,BOUVET ASA,NO,tier1_single_issued,2,FR|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:39+00:00
U10398,BREEl,Breedon Group PLC,BREEDON GROUP,resolved,tier1_single_issued_registration_among_exact_matches,213800DQGNQE3X76WS92,BREEDON GROUP PLC,GB,tier1_single_issued,2,GB|JE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:40+00:00
U10412,BRMd,Bristol-Myers Squibb Co,BRISTOL-MYERS SQUIBB,resolved,tier1_single_issued_registration_among_exact_matches,HLYYNH7UQUORYSJQCN42,BRISTOL-MYERS SQUIBB COMPANY,US,tier1_single_issued,3,CH|SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:41+00:00
U10543,CABKe,CaixaBank SA,CAIXABANK,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,4,ES|FR|GB|IT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:42+00:00
U10547,CADLRo,Cadeler A/S,CADELER,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,9845008439EUED140282,CADELER A/S,DK,tier2_legal_form_match,2,DK|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:43+00:00
U10560,CAMl,Camellia PLC,CAMELLIA,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,3,BE|GB|LU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:44+00:00
U10567,CAPDl,Capital Ltd,CAPITAL,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,3,FR|LU|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:45+00:00
U10588,CATEs,Catena AB,CATENA,resolved,tier1_single_issued_registration_among_exact_matches,549300EMLM7AH5LDLY65,Catena AB,SE,tier1_single_issued,2,KY|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:46+00:00
U10610,CBEp,Robertet SA,ROBERTET,resolved,tier1_single_issued_registration_among_exact_matches,969500EUEC3HIYQOCS92,ROBERTET SA,FR,tier1_single_issued,2,FR|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:47+00:00
U10675,CCCl,Computacenter PLC,COMPUTACENTER,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300XSXUZ1I19DB105,COMPUTACENTER PLC,GB,tier2_legal_form_match,2,BE|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:48+00:00
U10763,CHARl,Chariot Ltd,CHARIOT,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,529900KV0K3T40CV6S63,CHARIOT CORPORATION LTD,AU,tier2_legal_form_match,3,AU|GG|PA,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:49+00:00
U10788,CHRTl,Cohort PLC,COHORT,resolved,tier1_single_issued_registration_among_exact_matches,213800WE61C73LZZNW11,COHORT PLC,GB,tier1_single_issued,2,BM|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:50+00:00
U10810,CIE1d,Ciena Corp,CIENA,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:51+00:00
U10821,CISd,Cisco Systems Inc,CISCO SYSTEMS,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300LKFJ962MZ46593,"CISCO SYSTEMS, INC.",US,tier2_legal_form_match,3,GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:52+00:00
U10832,CKNl,Clarkson PLC,CLARKSON,resolved,tier1_single_issued_registration_among_exact_matches,2138007G6BGTEHI3OT22,CLARKSON PLC,GB,tier1_single_issued,2,GB|GI,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:53+00:00
U10839,CLDNl,Caledonia Investments PLC,CALEDONIA INVESTMENTS,resolved,tier1_single_issued_registration_among_exact_matches,2138002FX1MYCA5ZZH32,CALEDONIA INVESTMENTS PLC,GB,tier1_single_issued,2,GB|MU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:55+00:00
U10891,CNAl,Centrica PLC,CENTRICA,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,E26EDV109X6EEPBKVH76,CENTRICA PLC,GB,tier2_legal_form_match,2,GB|LU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:56+00:00
U10936,COLUMc,Columbus A/S,COLUMBUS,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,4,FR|IT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:57+00:00
U10957,COPNz,Cosmo NV,COSMO,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,7,DE|GB|IN|IT|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:58+00:00
U10977,COURp,Courtois SA,COURTOIS,resolved,tier1_single_issued_registration_among_exact_matches,9695005JQWQKVVI8MG15,COURTOIS SA,FR,tier1_single_issued,2,FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T09:59:59+00:00
U10986,CPAd,Colgate-Palmolive Co,COLGATE-PALMOLIVE,resolved,tier1_single_issued_registration_among_exact_matches,YMEGZFW4SBUSS5BQXF88,COLGATE-PALMOLIVE COMPANY,US,tier1_single_issued,2,NZ|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:00+00:00
U10993,CPIl,Capita PLC,CAPITA,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,CMIGEWPLHL4M7ZV0IZ88,CAPITA PLC,GB,tier2_legal_form_match,2,FR|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:01+00:00
U11116,CSp,AXA SA,AXA,resolved,tier1_single_issued_registration_among_exact_matches,F5WCUMTUM4RKZ1MAIE39,AXA,FR,tier1_single_issued,3,ES|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:03+00:00
U11132,CTPNVa,CTP NV,CTP,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,3157000YTVO4TN65UM14,CTP N.V.,NL,tier2_legal_form_match,3,DE|NL,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:04+00:00
U11203,DANSKc,Danske Bank A/S,DANSKE BANK,resolved,tier1_single_issued_registration_among_exact_matches,MAES062Z21O4RZ2U7M96,DANSKE BANK A/S,DK,tier1_single_issued,2,DK|FI,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:07+00:00
U11209,DAPd,Danaher Corp,DANAHER,resolved,tier1_single_issued_registration_among_exact_matches,S4BKK9OTCEWQ3YHPFM11,DANAHER CORPORATION,US,tier1_single_issued,2,US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:08+00:00
U11246,DCCl,DCC PLC,DCC,resolved,tier1_single_issued_registration_among_exact_matches,213800NZB2WRAP6TMA83,DCC LIMITED,GB,tier1_single_issued,3,GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:09+00:00
U11260,DECl,Diversified Energy Co,DIVERSIFIED ENERGY,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:12+00:00
U11336,DIAl,Dialight PLC,DIALIGHT,resolved,tier1_single_issued_registration_among_exact_matches,2138001AD31KKD29Z495,DIALIGHT PLC,GB,tier1_single_issued,2,GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:13+00:00
U11346,DIMp,Sartorius Stedim Biotech,SARTORIUS STEDIM BIOTECH,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,52990006IVXY7GCSSR39,Sartorius Stedim Biotech,FR,tier2_legal_form_match,2,DE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:14+00:00
U11422,DSVc,DSV A/S,DSV,resolved,tier1_single_issued_registration_among_exact_matches,529900X41C0BSLK67H70,DSV A/S,DK,tier1_single_issued,3,DK|FR|IT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:16+00:00
U11460,DYHd,Target Corp,TARGET,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,5,DK|IN|IT|LU|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:17+00:00
U11497,EBAd,eBay Inc,EBAY,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,OML71K8X303XQONU6T67,EBAY INC.,US,tier2_legal_form_match,2,DE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:19+00:00
U11574,EDNRm,Edison SpA,EDISON,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,529900WS2E20BA5J4L49,EDISON S.P.A.,IT,tier2_legal_form_match,3,FR|IT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:21+00:00
U11583,EDVl,Endeavour Mining PLC,ENDEAVOUR MINING,resolved,tier1_single_issued_registration_among_exact_matches,529900NI5MXQ91GHXR07,ENDEAVOUR MINING PLC,GB,tier1_single_issued,2,GB|KY,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:23+00:00
U11687,EKTABs,Elekta AB,ELEKTA,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,BE|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:24+00:00
U11735,ELISAh,Elisa Oyj,ELISA,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,743700TU2S3DXWGU7H32,Elisa Oyj,FI,tier2_legal_form_match,7,FI|FR|SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:26+00:00
U11736,ELISp,Elis SA,ELIS,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,BE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:27+00:00
U11740,ELMNz,Elma Electronic AG,ELMA ELECTRONIC,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5067005GN286J87M7194,Elma Electronic AG,CH,tier2_legal_form_match,2,CH|DE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:29+00:00
U11750,ELOo,Elopak ASA,ELOPAK,resolved,tier1_single_issued_registration_among_exact_matches,529900BIDQN2AOKV6N08,ELOPAK ASA,NO,tier1_single_issued,2,NO|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:30+00:00
U11755,ELUXBs,Electrolux AB,ELECTROLUX,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,CH|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:32+00:00
U11756,ELp,EssilorLuxottica SA,ESSILORLUXOTTICA,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:33+00:00
U11823,EMMNz,Emmi AG,EMMI,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,529900Q53RBYJIVCMA08,Emmi AG,CH,tier2_legal_form_match,2,CH|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:34+00:00
U11891,ENGIp,Engie SA,ENGIE,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,AU|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:36+00:00
U11910,ENTRAo,Entra ASA,ENTRA,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300APU14LQKTYCH34,ENTRA ASA,NO,tier2_legal_form_match,2,AT|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:37+00:00
U11966,EQTs,EQT AB,EQT,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800U7P9GOIRKCTB34,EQT AB,SE,tier2_legal_form_match,2,SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:39+00:00
U12033,ESNTl,Essentra PLC,ESSENTRA,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5493007MOZNA03BVNE96,ESSENTRA PLC,GB,tier2_legal_form_match,2,CA|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:40+00:00
U12181,EVNv,EVN AG,EVN,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,529900P4JZBFEVNEAE60,EVN AG,AT,tier2_legal_form_match,3,AT|BE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:41+00:00
U12185,EVOs,Evolution AB,EVOLUTION,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,9,BE|FR|IN|IT|LU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:43+00:00
U12187,EVSb,EVS,EVS,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,3,BE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:44+00:00
U12239,EXPNl,Experian PLC,EXPERIAN,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,635400RXXHHYT1JTSZ26,Experian plc,JE,tier2_legal_form_match,4,DE|DK|GB|JE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:46+00:00
U12286,F3Ad,First Solar Inc,FIRST SOLAR,resolved,tier1_single_issued_registration_among_exact_matches,549300NPYMLM4NHTOF27,"FIRST SOLAR, INC.",US,tier1_single_issued,2,DE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:48+00:00
U12344,FDXd,FedEx Corp,FEDEX,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,FR|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:50+00:00
U12482,FNMm,FNM SpA,FNM,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,815600AB6FA8AADC8739,FNM S.P.A.,IT,tier2_legal_form_match,3,FR|GB|IT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:51+00:00
