asset_id,ticker,company_name,exchange,reason,phase
U00057,ADIL,"Adial Pharmaceuticals, Inc - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00067,ADVB,Advanced Biomed Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00075,AEMD,"Aethlon Medical, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00077,AEP,"American Electric Power Company, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00083,AFCG,Advanced Flower Capital Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00084,AFJK,"Aimei Health Technology Co., Ltd - Ordinary Share",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00088,AGCC,Agencia Comercial Spirits Ltd - Class A Ordinary Share,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00089,AGEN,Agenus Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00093,AGNC,AGNC Investment Corp. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00095,AGPU,Axe Compute Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00099,AHMA,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00100,AIAI,AIAI Holdings Corporation - Class A common stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00102,AIDX,"20/20 Biolabs, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00103,AIFA,"All In FutureTech Alliance, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00105,AIFF,"Firefly Neuroscience, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00116,AIRJ,AirJoule Technologies Corporation - Class A Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00117,AIRO,"AIRO Group Holdings, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00120,AISP,"Airship AI Holdings, Inc - Class A Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00121,AIXC,"AIxCrypto Holdings, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00125,AKTS,"Aktis Oncology, Inc. - Common stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00129,ALDF,Aldel Financial II Inc. - Class A Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00130,ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00135,ALGS,"Aligos Therapeutics, Inc. - Common stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00141,ALLO,"Allogene Therapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00142,ALLR,"Allarity Therapeutics, Inc. - Common stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00145,ALMR,"Alamar Biosciences, Inc. - Class A common stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00151,ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00152,ALOY,REalloys Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00153,ALP,Alpha Compute Corp - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00158,ALTI,"AlTi Global, Inc. - Class A Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00161,ALXO,ALX Oncology Holdings Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00162,ALZN,"Alzamend Neuro, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00167,AMCI,AMC Robotics Corporation - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00171,AMIX,"Autonomix Medical, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00173,AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00181,AMSS,AMASS Brands Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00183,AMTX,"Aemetis, Inc - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00188,ANGI,Angi Inc. - Class A Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00192,ANIX,"Anixa Biosciences, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00193,ANNA,"AleAnna, Inc. - Class A Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00194,ANNX,"Annexon, Inc. - common stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00198,ANTX,"AN2 Therapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00202,APA,APA Corporation - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00204,APC,ARKO Petroleum Corp. - Class A Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00206,APGE,"Apogee Therapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00208,APLD,Applied Digital Corporation - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00217,APRE,"Aprea Therapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00218,APUR,Aperture AC - Class A Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00219,APVO,Aptevo Therapeutics Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00221,APXT,Apex Treasury Corporation - Class A Ordinary Share,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00223,AQB,"AquaBounty Technologies, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00224,AQMS,"Aqua Metals, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00226,ARAI,Arrive AI Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00232,ARCI,Archimedes Tech SPAC Partners III Co. - Ordinary Share,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00236,AREC,American Resources Corporation - Class A Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00241,ARQ,"Arq, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00246,ARTL,"Artelo Biosciences, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00248,ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00252,ARXS,"Arxis, Inc. - Class A Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00253,ASBP,"Aspire Biopharma Holdings, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00256,ASML,ASML Holding N.V. - New York Registry Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00261,ASPS,Altisource Portfolio Solutions S.A. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00269,ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00270,ASUR,Asure Software Inc - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00272,ATAI,AtaiBeckley Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00273,ATCX,Atlas Critical Minerals Corporation - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00274,ATEC,"Alphatec Holdings, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00278,ATHR,"Aether Holdings, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00279,ATII,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00285,ATOS,"Atossa Therapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00286,ATPC,Agape ATP Corporation - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00292,AUBN,"Auburn National Bancorporation, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00296,AUID,authID Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00299,AURA,"Aura Biosciences, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00300,AURE,Aurelion Inc. - Class A Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00301,AUUD,Auddia Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00302,AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00303,AVAT,Avalanche Treasury Corporation - Class A Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00304,AVAV,"AeroVironment, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00305,AVBH,"Avidbank Holdings, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00306,AVBP,"ArriVent BioPharma, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00308,AVIR,"Atea Pharmaceuticals, Inc. - common stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00309,AVLN,Avalyn Pharma Inc. - common stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00313,AVR,Anteris Technologies Global Corp. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00315,AVTX,"Avalo Therapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00316,AVX,Avax One Technology Ltd. - Common Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00317,AVXL,Anavex Life Sciences Corp. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00318,AWRE,"Aware, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00328,AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00332,BAFN,BayFirst Financial Corp. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00345,BBIO,"BridgeBio Pharma, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00346,BBLG,Bone Biologics Corp - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00348,BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00349,BBSI,"Barrett Business Services, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00350,BCAB,"BioAtla, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00353,BCAX,Bicara Therapeutics Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00354,BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00355,BCDA,"BioCardia, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00360,BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00361,BCTX,BriaCell Therapeutics Corp. - Common Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00362,BDCI,BTC Development Corp. - Class A Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00365,BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00368,BEAT,"Heartbeam, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00370,BEEP,Mobile Infrastructure Corporation - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00373,BENF,Beneficient - Class A Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00376,BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00380,BGDE,"Big Digital Energy, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00381,BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00382,BGL,Blue Gold Limited - Class A ordinary shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00385,BGMS,"Bio Green Med Solution, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00388,BHST,BioHarvest Sciences Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00393,BIRD,"Smartbird, Inc. - Class A Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00394,BIVI,BioVie Inc. - Common stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00397,BJDX,"Bluejay Diagnostics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00400,BKNG,Booking Holdings Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00405,BLFS,"BioLife Solutions, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00409,BLLN,"BillionToOne, Inc. - Class A common stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00418,BMEA,"Biomea Fusion, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00423,BMRA,"Biomerica, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00424,BMRC,Bank of Marin Bancorp - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00427,BNBX,BNB Plus Corp. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00429,BNGO,"Bionano Genomics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00430,BNKK,"Bonk, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00432,BNTC,Benitec Biopharma Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00436,BOKF,BOK Financial Corporation - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00437,BOLD,"Boundless Bio, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00451,BRCB,"Black Rock Coffee Bar, Inc. - Class A Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00456,BRLS,Borealis Foods Inc. - Class A Common Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00458,BRR,"ProCap Financial, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00460,BRUN,Boost Run Inc. - Class A Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00463,BSBK,Bogota Financial Corp. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00478,BTOG,Bit Origin Limited - Class A Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00480,BTTC,Black Titan Corp - Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00481,BULL,Webull Corporation - Class A Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00484,BVC,BitVentures Limited - Ordinary Share,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00488,BWEN,"Broadwind, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00496,BYSI,"BeyondSpring, Inc. - Ordinary Shares",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00501,CABA,"Cabaletta Bio, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00502,CABR,"Caring Brands, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00505,CADL,"Candel Therapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00506,CAES,"Cantor Equity Partners VII, Inc. - Class A Ordinary Shares",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00507,CAI,"Caris Life Sciences, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00510,CALC,"CalciMedica, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00515,CAPR,"Capricor Therapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00516,CAPS,Capstone Holding Corp. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00518,CAR,"Avis Budget Group, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00521,CARL,"Carlsmed, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00525,CAST,"FreeCast, Inc. - Class A common stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00529,CBC,"Central Bancompany, Inc. - Class A Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00532,CBK,"Commercial Bancgroup, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00534,CBNK,"Capital Bancorp, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00536,CBRS,Cerebras Systems Inc. - Class A Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00539,CCAP,"Crescent Capital BDC, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00543,CCC,CCC Intelligent Solutions Holdings Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00546,CCEC,Capital Clean Energy Carriers Corp. - Common Share,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00548,CCG,Cheche Group Inc. - Class A Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00549,CCHH,CCH Holdings Ltd - Class A Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00554,CCOI,"Cogent Communications Holdings, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00558,CCXI,Churchill Capital Corp XI - Class A Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00563,CDNL,Cardinal Infrastructure Group Inc. - Class A Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00566,CDT,CDT Equity Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00573,CELC,Celcuity Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00576,CELZ,"Creative Medical Technology Holdings, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00577,CENN,Cenntro Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00581,CEPF,"Cantor Equity Partners IV, Inc. - Class A Ordinary Shares",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00582,CEPO,"Cantor Equity Partners I, Inc. - Class A Ordinary Shares",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00583,CEPS,"Cantor Equity Partners VI, Inc. - Class A Ordinary Shares",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00584,CEPV,"Cantor Equity Partners V, Inc. - Class A Ordinary Shares",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00589,CEVA,"CEVA, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00595,CGC,Canopy Growth Corporation - Common Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00596,CGEM,"Cullinan Therapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00598,CGNT,Cognyte Software Ltd. - Ordinary Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00601,CGON,"CG Oncology, Inc. - Common stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00603,CGTX,"Cognition Therapeutics, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00604,CHAI,"Core AI Holdings, Inc. - Common Shares",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00608,CHDN,"Churchill Downs, Incorporated - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00618,CHRN,ChronoScale Holdings Corporation - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00619,CHRS,"Coherus Oncology, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00625,CHYM,"Chime Financial, Inc. - Class A Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00627,CIGI,Colliers International Group Inc. - Subordinate Voting Shares,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00630,CING,Cingulate Inc. - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00631,CIRC,"Circle8 Group, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00637,CLBK,"Columbia Financial, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00640,CLFD,"Clearfield, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00642,CLIK,Click Holdings Limited - Ordinary Share,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00643,CLIR,ClearSign Technologies Corporation - Common Stock,NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00651,CLRB,"Cellectar Biosciences, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00652,CLRO,"ClearOne, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00654,CLST,"Catalyst Bancorp, Inc. - common stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
U00656,CLYM,"Climb Bio, Inc. - Common Stock",NASDAQ,candidate_matrix_not_ready,v2.38L-us-explained-shortlist
