ticker,name,stage,status,reason_code,reason_text,metric_name,metric_value,threshold,severity,recoverable,special_case,sector,industry,country,market_cap,data_date,created_at
ACIC,American Coastal Insurance Corporation - Common Stock,stage1,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,Market cap is below pass threshold but above rejection threshold.,market_cap,498210400.0,500000000,medium,True,False,Financial Services,Insurance - Property & Casualty,USA,498210400.0,2026-06-08,2026-06-08T18:43:18+00:00
ACIC,American Coastal Insurance Corporation - Common Stock,stage1,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,Dollar volume is below pass threshold but above rejection threshold.,dollar_volume_90d,2234409.4,5000000,medium,True,False,Financial Services,Insurance - Property & Casualty,USA,498210400.0,2026-06-08,2026-06-08T18:43:18+00:00
ACIU,AC Immune SA - Common Stock,stage1,REJECTED,MARKET_CAP_WATCHLIST_RANGE,Market cap is below pass threshold but above rejection threshold.,market_cap,228990544.0,500000000,medium,True,False,Healthcare,Biotechnology,USA,228990544.0,2026-06-08,2026-06-08T18:43:18+00:00
ACIU,AC Immune SA - Common Stock,stage1,REJECTED,PRICE_STRONG_WATCHLIST_RANGE,Price is below pass threshold but above rejection threshold.,price,2.25,3.0,medium,True,False,Healthcare,Biotechnology,USA,228990544.0,2026-06-08,2026-06-08T18:43:18+00:00
ACIU,AC Immune SA - Common Stock,stage1,REJECTED,LOW_DOLLAR_VOLUME,Dollar volume below Stage 1 minimum.,dollar_volume_90d,594360.0,1000000,high,False,False,Healthcare,Biotechnology,USA,228990544.0,2026-06-08,2026-06-08T18:43:18+00:00
ACNB,ACNB Corporation - Common Stock,stage1,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,Dollar volume is below pass threshold but above rejection threshold.,dollar_volume_90d,3442183.3600000003,5000000,medium,True,False,Financial Services,Banks - Regional,USA,560436992.0,2026-06-08,2026-06-08T18:43:18+00:00
ACNT,Ascent Industries Co. - Common Stock,stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,122467816.0,150000000,high,False,False,Basic Materials,Chemicals,USA,122467816.0,2026-06-08,2026-06-08T18:43:18+00:00
ACNT,Ascent Industries Co. - Common Stock,stage1,REJECTED,DOLLAR_VOLUME_WATCHLIST_RANGE,Dollar volume is below pass threshold but above rejection threshold.,dollar_volume_90d,1508995.75,5000000,medium,True,False,Basic Materials,Chemicals,USA,122467816.0,2026-06-08,2026-06-08T18:43:18+00:00
ACOG,Alpha Cognition Inc. - Common Stock,stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,126725288.0,150000000,high,False,False,Healthcare,Biotechnology,USA,126725288.0,2026-06-08,2026-06-08T18:43:18+00:00
ACOG,Alpha Cognition Inc. - Common Stock,stage1,REJECTED,LOW_DOLLAR_VOLUME,Dollar volume below Stage 1 minimum.,dollar_volume_90d,283678.44,1000000,high,False,False,Healthcare,Biotechnology,USA,126725288.0,2026-06-08,2026-06-08T18:43:18+00:00
ACON,"Aclarion, Inc. - Common Stock",stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,8790232.0,150000000,high,False,False,Healthcare,Health Information Services,USA,8790232.0,2026-06-08,2026-06-08T18:43:18+00:00
ACON,"Aclarion, Inc. - Common Stock",stage1,REJECTED,PRICE_WEAK_WATCHLIST_RANGE,Price is below weak warning threshold but does not trigger watchlist by itself.,price,3.57,5.0,low,True,False,Healthcare,Health Information Services,USA,8790232.0,2026-06-08,2026-06-08T18:43:18+00:00
ACON,"Aclarion, Inc. - Common Stock",stage1,REJECTED,LOW_DOLLAR_VOLUME,Dollar volume below Stage 1 minimum.,dollar_volume_90d,353558.52,1000000,high,False,False,Healthcare,Health Information Services,USA,8790232.0,2026-06-08,2026-06-08T18:43:18+00:00
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",stage1,PASSED,PRICE_WEAK_WATCHLIST_RANGE,Price is below weak warning threshold but does not trigger watchlist by itself.,price,4.36,5.0,low,True,False,Healthcare,Biotechnology,USA,608933632.0,2026-06-08,2026-06-08T18:43:18+00:00
ACRV,"Acrivon Therapeutics, Inc. - Common Stock",stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,61206468.0,150000000,high,False,False,Healthcare,Biotechnology,USA,61206468.0,2026-06-08,2026-06-08T18:43:18+00:00
ACRV,"Acrivon Therapeutics, Inc. - Common Stock",stage1,REJECTED,PRICE_BELOW_MINIMUM,Price below Stage 1 minimum.,price,1.43,1.5,high,False,False,Healthcare,Biotechnology,USA,61206468.0,2026-06-08,2026-06-08T18:43:18+00:00
ACRV,"Acrivon Therapeutics, Inc. - Common Stock",stage1,REJECTED,LOW_DOLLAR_VOLUME,Dollar volume below Stage 1 minimum.,dollar_volume_90d,935573.21,1000000,high,False,False,Healthcare,Biotechnology,USA,61206468.0,2026-06-08,2026-06-08T18:43:18+00:00
ACTG,Acacia Research Corporation - Common Stock,stage1,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,Market cap is below pass threshold but above rejection threshold.,market_cap,446241792.0,500000000,medium,True,False,Industrials,Business Equipment & Supplies,USA,446241792.0,2026-06-08,2026-06-08T18:43:18+00:00
ACTG,Acacia Research Corporation - Common Stock,stage1,WATCHLIST,PRICE_WEAK_WATCHLIST_RANGE,Price is below weak warning threshold but does not trigger watchlist by itself.,price,4.62,5.0,low,True,False,Industrials,Business Equipment & Supplies,USA,446241792.0,2026-06-08,2026-06-08T18:43:18+00:00
ACTG,Acacia Research Corporation - Common Stock,stage1,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,Dollar volume is below pass threshold but above rejection threshold.,dollar_volume_90d,1476242.46,5000000,medium,True,False,Industrials,Business Equipment & Supplies,USA,446241792.0,2026-06-08,2026-06-08T18:43:18+00:00
ACTU,"Actuate Therapeutics, Inc. - Common stock",stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,44980600.0,150000000,high,False,False,Healthcare,Biotechnology,USA,44980600.0,2026-06-08,2026-06-08T18:43:18+00:00
ACTU,"Actuate Therapeutics, Inc. - Common stock",stage1,REJECTED,PRICE_STRONG_WATCHLIST_RANGE,Price is below pass threshold but above rejection threshold.,price,1.88,3.0,medium,True,False,Healthcare,Biotechnology,USA,44980600.0,2026-06-08,2026-06-08T18:43:18+00:00
ACTU,"Actuate Therapeutics, Inc. - Common stock",stage1,REJECTED,LOW_DOLLAR_VOLUME,Dollar volume below Stage 1 minimum.,dollar_volume_90d,270387.24,1000000,high,False,False,Healthcare,Biotechnology,USA,44980600.0,2026-06-08,2026-06-08T18:43:18+00:00
ACXP,"Acurx Pharmaceuticals, Inc. - Common Stock",stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,7220199.0,150000000,high,False,False,Healthcare,Biotechnology,USA,7220199.0,2026-06-08,2026-06-08T18:43:18+00:00
ACXP,"Acurx Pharmaceuticals, Inc. - Common Stock",stage1,REJECTED,PRICE_STRONG_WATCHLIST_RANGE,Price is below pass threshold but above rejection threshold.,price,1.68,3.0,medium,True,False,Healthcare,Biotechnology,USA,7220199.0,2026-06-08,2026-06-08T18:43:18+00:00
ADAC,American Drive Acquisition Company - Class A Ordinary Shares,stage1,REJECTED,MARKET_CAP_WATCHLIST_RANGE,Market cap is below pass threshold but above rejection threshold.,market_cap,287500000.0,500000000,medium,True,False,Financial Services,Shell Companies,USA,287500000.0,2026-06-08,2026-06-08T18:43:18+00:00
ADAC,American Drive Acquisition Company - Class A Ordinary Shares,stage1,REJECTED,LOW_DOLLAR_VOLUME,Dollar volume below Stage 1 minimum.,dollar_volume_90d,91980.0,1000000,high,False,False,Financial Services,Shell Companies,USA,287500000.0,2026-06-08,2026-06-08T18:43:18+00:00
ADAG,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",stage1,REJECTED,MARKET_CAP_WATCHLIST_RANGE,Market cap is below pass threshold but above rejection threshold.,market_cap,219361008.0,500000000,medium,True,False,Healthcare,Biotechnology,USA,219361008.0,2026-06-08,2026-06-08T18:43:18+00:00
ADAG,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",stage1,REJECTED,PRICE_WEAK_WATCHLIST_RANGE,Price is below weak warning threshold but does not trigger watchlist by itself.,price,3.32,5.0,low,True,False,Healthcare,Biotechnology,USA,219361008.0,2026-06-08,2026-06-08T18:43:18+00:00
ADAG,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",stage1,REJECTED,LOW_DOLLAR_VOLUME,Dollar volume below Stage 1 minimum.,dollar_volume_90d,838160.5599999999,1000000,high,False,False,Healthcare,Biotechnology,USA,219361008.0,2026-06-08,2026-06-08T18:43:18+00:00
ADGM,"Adagio Medical Holdings, Inc - Common Stock",stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,16102584.0,150000000,high,False,False,Healthcare,Medical Devices,USA,16102584.0,2026-06-08,2026-06-08T18:43:18+00:00
ADGM,"Adagio Medical Holdings, Inc - Common Stock",stage1,REJECTED,PRICE_BELOW_MINIMUM,Price below Stage 1 minimum.,price,0.725,1.5,high,False,False,Healthcare,Medical Devices,USA,16102584.0,2026-06-08,2026-06-08T18:43:18+00:00
ADGM,"Adagio Medical Holdings, Inc - Common Stock",stage1,REJECTED,LOW_DOLLAR_VOLUME,Dollar volume below Stage 1 minimum.,dollar_volume_90d,97247.15,1000000,high,False,False,Healthcare,Medical Devices,USA,16102584.0,2026-06-08,2026-06-08T18:43:18+00:00
ADIL,"Adial Pharmaceuticals, Inc - Common Stock",stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,4737402.0,150000000,high,False,False,Healthcare,Biotechnology,USA,4737402.0,2026-06-08,2026-06-08T18:43:18+00:00
ADIL,"Adial Pharmaceuticals, Inc - Common Stock",stage1,REJECTED,PRICE_STRONG_WATCHLIST_RANGE,Price is below pass threshold but above rejection threshold.,price,2.21,3.0,medium,True,False,Healthcare,Biotechnology,USA,4737402.0,2026-06-08,2026-06-08T18:43:18+00:00
ADIL,"Adial Pharmaceuticals, Inc - Common Stock",stage1,REJECTED,LOW_DOLLAR_VOLUME,Dollar volume below Stage 1 minimum.,dollar_volume_90d,276389.23,1000000,high,False,False,Healthcare,Biotechnology,USA,4737402.0,2026-06-08,2026-06-08T18:43:18+00:00
ADSE,ADS-TEC ENERGY PLC - Ordinary Shares,stage1,REJECTED,LOW_DOLLAR_VOLUME,Dollar volume below Stage 1 minimum.,dollar_volume_90d,79599.51999999999,1000000,high,False,False,Industrials,Electrical Equipment & Parts,USA,852023232.0,2026-06-08,2026-06-08T18:43:18+00:00
ADTX,"Aditxt, Inc. - Common Stock",stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,50668.0,150000000,high,False,False,Healthcare,Biotechnology,USA,50668.0,2026-06-08,2026-06-08T18:43:18+00:00
ADTX,"Aditxt, Inc. - Common Stock",stage1,REJECTED,PRICE_BELOW_MINIMUM,Price below Stage 1 minimum.,price,0.0621,1.5,high,False,False,Healthcare,Biotechnology,USA,50668.0,2026-06-08,2026-06-08T18:43:18+00:00
ADTX,"Aditxt, Inc. - Common Stock",stage1,REJECTED,LOW_DOLLAR_VOLUME,Dollar volume below Stage 1 minimum.,dollar_volume_90d,204144.3729,1000000,high,False,False,Healthcare,Biotechnology,USA,50668.0,2026-06-08,2026-06-08T18:43:18+00:00
ADUR,Aduro Clean Technologies Inc. - Common Stock,stage1,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,Market cap is below pass threshold but above rejection threshold.,market_cap,472856832.0,500000000,medium,True,False,Industrials,Pollution & Treatment Controls,USA,472856832.0,2026-06-08,2026-06-08T18:43:18+00:00
ADUR,Aduro Clean Technologies Inc. - Common Stock,stage1,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,Dollar volume is below pass threshold but above rejection threshold.,dollar_volume_90d,4721010.68,5000000,medium,True,False,Industrials,Pollution & Treatment Controls,USA,472856832.0,2026-06-08,2026-06-08T18:43:18+00:00
ADV,Advantage Solutions Inc.  - Class A Common Stock,stage1,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,Dollar volume is below pass threshold but above rejection threshold.,dollar_volume_90d,3209313.75,5000000,medium,True,False,Communication Services,Advertising Agencies,USA,515192096.0,2026-06-08,2026-06-08T18:43:18+00:00
ADVB,Advanced Biomed Inc. - Common Stock,stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,6889394.0,150000000,high,False,False,Healthcare,Diagnostics & Research,USA,6889394.0,2026-06-08,2026-06-08T18:43:18+00:00
ADVB,Advanced Biomed Inc. - Common Stock,stage1,REJECTED,PRICE_WEAK_WATCHLIST_RANGE,Price is below weak warning threshold but does not trigger watchlist by itself.,price,4.17,5.0,low,True,False,Healthcare,Diagnostics & Research,USA,6889394.0,2026-06-08,2026-06-08T18:43:18+00:00
ADVB,Advanced Biomed Inc. - Common Stock,stage1,REJECTED,DOLLAR_VOLUME_WATCHLIST_RANGE,Dollar volume is below pass threshold but above rejection threshold.,dollar_volume_90d,1901682.63,5000000,medium,True,False,Healthcare,Diagnostics & Research,USA,6889394.0,2026-06-08,2026-06-08T18:43:18+00:00
ADXN,Addex Therapeutics Ltd - American Depositary Shares,stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,7417846.0,150000000,high,False,False,Healthcare,Biotechnology,USA,7417846.0,2026-06-08,2026-06-08T18:43:18+00:00
ADXN,Addex Therapeutics Ltd - American Depositary Shares,stage1,REJECTED,LOW_DOLLAR_VOLUME,Dollar volume below Stage 1 minimum.,dollar_volume_90d,22238.7,1000000,high,False,False,Healthcare,Biotechnology,USA,7417846.0,2026-06-08,2026-06-08T18:43:18+00:00
AEBI,Aebi Schmidt Holding AG - Common Stock,stage1,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,Dollar volume is below pass threshold but above rejection threshold.,dollar_volume_90d,3960199.66,5000000,medium,True,False,Industrials,Farm & Heavy Construction Machinery,USA,892095552.0,2026-06-08,2026-06-08T18:43:18+00:00
AEC,Anfield Energy Inc. - Common Shares,stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,76376896.0,150000000,high,False,False,Energy,Uranium,USA,76376896.0,2026-06-08,2026-06-08T18:43:18+00:00
AEC,Anfield Energy Inc. - Common Shares,stage1,REJECTED,PRICE_WEAK_WATCHLIST_RANGE,Price is below weak warning threshold but does not trigger watchlist by itself.,price,4.2,5.0,low,True,False,Energy,Uranium,USA,76376896.0,2026-06-08,2026-06-08T18:43:18+00:00
AEC,Anfield Energy Inc. - Common Shares,stage1,REJECTED,LOW_DOLLAR_VOLUME,Dollar volume below Stage 1 minimum.,dollar_volume_90d,217845.6,1000000,high,False,False,Energy,Uranium,USA,76376896.0,2026-06-08,2026-06-08T18:43:18+00:00
AEHL,Antelope Enterprise Holdings Limited - Class A Ordinary Shares,stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,18515492.0,150000000,high,False,False,Industrials,Building Products & Equipment,USA,18515492.0,2026-06-08,2026-06-08T18:43:18+00:00
AEHL,Antelope Enterprise Holdings Limited - Class A Ordinary Shares,stage1,REJECTED,PRICE_BELOW_MINIMUM,Price below Stage 1 minimum.,price,1.02,1.5,high,False,False,Industrials,Building Products & Equipment,USA,18515492.0,2026-06-08,2026-06-08T18:43:18+00:00
AEI,Alset Inc. - Common Stock,stage1,REJECTED,MARKET_CAP_BELOW_MINIMUM,Market cap below Stage 1 minimum.,market_cap,52898332.0,150000000,high,False,False,Real Estate,Real Estate - Development,USA,52898332.0,2026-06-08,2026-06-08T18:43:18+00:00
AEI,Alset Inc. - Common Stock,stage1,REJECTED,PRICE_BELOW_MINIMUM,Price below Stage 1 minimum.,price,1.36,1.5,high,False,False,Real Estate,Real Estate - Development,USA,52898332.0,2026-06-08,2026-06-08T18:43:18+00:00
