ticker,name,exchange,country,region,currency,sector,industry,asset_type,is_active,market_cap,price,avg_volume_30d,avg_volume_90d,data_source,last_updated,isin,figi,cusip,ipo_date,shares_outstanding,free_float,primary_listing,adr_flag,otc_flag,etf_flag,fund_flag,preferred_flag,warrant_flag,spac_flag,duplicate_group,dollar_volume_90d,universe_validation_status,universe_validation_date,stage1_status,stage1_primary_reason,stage1_all_reasons
ACET,"Adicet Bio, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,67868192.0,7.26,123650.0,123650.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,897699.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
ACFN,"Acorn Energy, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Scientific & Technical Instruments,common_stock,True,39981632.0,15.94,17369.0,17369.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,276861.86,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
ACIU,AC Immune SA - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,228990544.0,2.25,264160.0,264160.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,594360.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_WATCHLIST_RANGE,MARKET_CAP_WATCHLIST_RANGE|PRICE_STRONG_WATCHLIST_RANGE|LOW_DOLLAR_VOLUME
ACNT,Ascent Industries Co. - Common Stock,NASDAQ,USA,North America,USD,Basic Materials,Chemicals,common_stock,True,122467816.0,13.55,111365.0,111365.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1508995.75,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|DOLLAR_VOLUME_WATCHLIST_RANGE
ACOG,Alpha Cognition Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,126725288.0,5.82,48742.0,48742.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,283678.44,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
ACON,"Aclarion, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Health Information Services,common_stock,True,8790232.0,3.57,99036.0,99036.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,353558.52,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_WEAK_WATCHLIST_RANGE|LOW_DOLLAR_VOLUME
ACRV,"Acrivon Therapeutics, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,61206468.0,1.43,654247.0,654247.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,935573.21,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
ACTU,"Actuate Therapeutics, Inc. - Common stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,44980600.0,1.88,143823.0,143823.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,270387.24,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_STRONG_WATCHLIST_RANGE|LOW_DOLLAR_VOLUME
ACXP,"Acurx Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,7220199.0,1.68,3101342.0,3101342.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,5210254.56,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_STRONG_WATCHLIST_RANGE
ADAC,American Drive Acquisition Company - Class A Ordinary Shares,NASDAQ,USA,North America,USD,Financial Services,Shell Companies,common_stock,True,287500000.0,10.0,9198.0,9198.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,91980.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_WATCHLIST_RANGE,MARKET_CAP_WATCHLIST_RANGE|LOW_DOLLAR_VOLUME
ADAG,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,219361008.0,3.32,252458.0,252458.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,838160.5599999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_WATCHLIST_RANGE,MARKET_CAP_WATCHLIST_RANGE|PRICE_WEAK_WATCHLIST_RANGE|LOW_DOLLAR_VOLUME
ADGM,"Adagio Medical Holdings, Inc - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Devices,common_stock,True,16102584.0,0.725,134134.0,134134.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,97247.15,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
ADIL,"Adial Pharmaceuticals, Inc - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,4737402.0,2.21,125063.0,125063.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,276389.23,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_STRONG_WATCHLIST_RANGE|LOW_DOLLAR_VOLUME
ADSE,ADS-TEC ENERGY PLC - Ordinary Shares,NASDAQ,USA,North America,USD,Industrials,Electrical Equipment & Parts,common_stock,True,852023232.0,11.36,7007.0,7007.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,79599.51999999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,LOW_DOLLAR_VOLUME,LOW_DOLLAR_VOLUME
ADTX,"Aditxt, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,50668.0,0.0621,3287349.0,3287349.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,204144.3729,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
ADVB,Advanced Biomed Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Diagnostics & Research,common_stock,True,6889394.0,4.17,456039.0,456039.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1901682.63,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_WEAK_WATCHLIST_RANGE|DOLLAR_VOLUME_WATCHLIST_RANGE
ADXN,Addex Therapeutics Ltd - American Depositary Shares,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,7417846.0,5.86,3795.0,3795.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,22238.7,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
AEC,Anfield Energy Inc. - Common Shares,NASDAQ,USA,North America,USD,Energy,Uranium,common_stock,True,76376896.0,4.2,51868.0,51868.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,217845.6,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_WEAK_WATCHLIST_RANGE|LOW_DOLLAR_VOLUME
AEHL,Antelope Enterprise Holdings Limited - Class A Ordinary Shares,NASDAQ,USA,North America,USD,Industrials,Building Products & Equipment,common_stock,True,18515492.0,1.02,9184290.0,9184290.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,9367975.8,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM
AEI,Alset Inc. - Common Stock,NASDAQ,USA,North America,USD,Real Estate,Real Estate - Development,common_stock,True,52898332.0,1.36,15161.0,15161.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,20618.960000000003,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
AEMD,"Aethlon Medical, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Devices,common_stock,True,4478732.0,1.91,545396.0,545396.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1041706.36,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_STRONG_WATCHLIST_RANGE|DOLLAR_VOLUME_WATCHLIST_RANGE
AENT,Alliance Entertainment Holding Corporation - common stock,NASDAQ,USA,North America,USD,Communication Services,Entertainment,common_stock,True,283928704.0,5.57,26877.0,26877.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,149704.89,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_WATCHLIST_RANGE,MARKET_CAP_WATCHLIST_RANGE|LOW_DOLLAR_VOLUME
AERT,"Aeries Technology, Inc. - Class A Ordinary Share",NASDAQ,USA,North America,USD,Industrials,Consulting Services,common_stock,True,39284084.0,0.7824,350325.0,350325.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,274094.28,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
AEYE,"AudioEye, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,83580944.0,6.69,189311.0,189311.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1266490.59,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|DOLLAR_VOLUME_WATCHLIST_RANGE
AFBI,"Affinity Bancshares, Inc. - Common Stock",NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,137141008.0,22.501,18547.0,18547.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,417326.047,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
AFCG,Advanced Flower Capital Inc. - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Asset Management,common_stock,True,82115664.0,3.49,279058.0,279058.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,973912.42,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_WEAK_WATCHLIST_RANGE|LOW_DOLLAR_VOLUME
AFJK,"Aimei Health Technology Co., Ltd - Ordinary Share",NASDAQ,USA,North America,USD,Financial Services,Shell Companies,common_stock,True,127919816.0,40.4,17639.0,17639.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,712615.6,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
AFRI,Forafric Global PLC - Ordinary Shares,NASDAQ,USA,North America,USD,Consumer Defensive,Farm Products,common_stock,True,263706112.0,9.78,12893.0,12893.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,126093.54,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_WATCHLIST_RANGE,MARKET_CAP_WATCHLIST_RANGE|LOW_DOLLAR_VOLUME
AGEN,Agenus Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,134505056.0,3.23,837461.0,837461.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,2704999.03,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_WEAK_WATCHLIST_RANGE|DOLLAR_VOLUME_WATCHLIST_RANGE
AGMH,AGM Group Holdings Inc. - Class A Ordinary Shares,NASDAQ,USA,North America,USD,Technology,Computer Hardware,common_stock,True,2436866.0,1.06,94987.0,94987.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,100686.22,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
AGPU,Axe Compute Inc. - Common Stock,NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,80427872.0,7.73,3427023.0,3427023.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,26490887.790000003,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM
AGRZ,Agroz Inc. - Ordinary Shares,NASDAQ,USA,North America,USD,Consumer Defensive,Farm Products,common_stock,True,5992718.0,0.2765,5828147.0,5828147.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1611482.6455,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM|DOLLAR_VOLUME_WATCHLIST_RANGE
AHG,Akso Health Group - American Depositary Shares,NASDAQ,USA,North America,USD,Healthcare,Medical Distribution,common_stock,True,1147983616.0,1.34,135287.0,135287.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,181284.58,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,PRICE_BELOW_MINIMUM,PRICE_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
AHMA,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,NASDAQ,USA,North America,USD,Consumer Cyclical,Travel Services,common_stock,True,30616750.0,1.03,3556611.0,3556611.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,3663309.33,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM|DOLLAR_VOLUME_WATCHLIST_RANGE
AIDX,"20/20 Biolabs, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Devices,common_stock,True,8510445.0,0.802,328409.0,328409.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,263384.01800000004,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
AIFA,"All In FutureTech Alliance, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,12800360.0,0.3458,12674860.0,12674860.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,4382966.588,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM|DOLLAR_VOLUME_WATCHLIST_RANGE
AIFC,AI Financial Corporation - Common Stock,NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,88894072.0,0.6357,2392722.0,2392722.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1521053.3754,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM|DOLLAR_VOLUME_WATCHLIST_RANGE
AIFF,"Firefly Neuroscience, Inc.  - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,24603414.0,1.58,5382325.0,5382325.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,8504073.5,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_STRONG_WATCHLIST_RANGE
AIFU,AIFU Inc. - Class A Ordinary Share,NASDAQ,USA,North America,USD,Financial Services,Insurance Brokers,common_stock,True,299840704.0,2.53,10826.0,10826.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,27389.78,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_WATCHLIST_RANGE,MARKET_CAP_WATCHLIST_RANGE|PRICE_STRONG_WATCHLIST_RANGE|LOW_DOLLAR_VOLUME
AIHS,Senmiao Technology Limited - Common Stock,NASDAQ,USA,North America,USD,Industrials,Rental & Leasing Services,common_stock,True,5241568.0,1.1501,48544.0,48544.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,55830.4544,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
AIIO,Robo.ai Inc. - Class B Ordinary Shares,NASDAQ,USA,North America,USD,Consumer Cyclical,Auto Manufacturers,common_stock,True,58163572.0,2.94,12177256.0,12177256.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,35801132.64,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_STRONG_WATCHLIST_RANGE
AIMD,"Ainos, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Scientific & Technical Instruments,common_stock,True,14360857.0,1.95,345580.0,345580.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,673881.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_STRONG_WATCHLIST_RANGE|LOW_DOLLAR_VOLUME
AIOS,AIOS Tech Inc. - Class A Common Shares,NASDAQ,USA,North America,USD,Technology,Information Technology Services,common_stock,True,46980000.0,14.5,194468.0,194468.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,2819786.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|DOLLAR_VOLUME_WATCHLIST_RANGE
AIRE,reAlpha Tech Corp. - Common Stock,NASDAQ,USA,North America,USD,Real Estate,Real Estate Services,common_stock,True,11265977.0,2.1,116601.0,116601.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,244862.1,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_STRONG_WATCHLIST_RANGE|LOW_DOLLAR_VOLUME
AIRG,"Airgain, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Communication Equipment,common_stock,True,86068544.0,6.79,107379.0,107379.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,729103.41,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
AIRT,"Air T, Inc. - Common Stock",NASDAQ,USA,North America,USD,Industrials,Conglomerates,common_stock,True,58058092.0,21.482,1514.0,1514.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,32523.748,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
AISP,"Airship AI Holdings, Inc - Class A Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,95053184.0,2.76,522806.0,522806.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1442944.5599999998,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_STRONG_WATCHLIST_RANGE|DOLLAR_VOLUME_WATCHLIST_RANGE
AIXC,"AIxCrypto Holdings, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,23472590.0,1.16,53730.0,53730.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,62326.8,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,REJECTED,MARKET_CAP_BELOW_MINIMUM,MARKET_CAP_BELOW_MINIMUM|PRICE_BELOW_MINIMUM|LOW_DOLLAR_VOLUME
