ticker,name,exchange,country,region,currency,sector,industry,asset_type,is_active,market_cap,price,avg_volume_30d,avg_volume_90d,data_source,last_updated,isin,figi,cusip,ipo_date,shares_outstanding,free_float,primary_listing,adr_flag,otc_flag,etf_flag,fund_flag,preferred_flag,warrant_flag,spac_flag,duplicate_group,dollar_volume_90d,universe_validation_status,universe_validation_date,stage1_status,stage1_primary_reason,stage1_all_reasons,yf_success,yf_error,financial_data_date,quote_type,sector_yf,industry_yf,country_yf,revenue_ttm,operating_margin,fcf_margin,net_debt_to_ebitda,shares_dilution_3y,revenue_growth_1y,gross_margin,net_margin,ebitda,free_cash_flow,total_debt,cash,net_debt,debt_to_equity,current_ratio,interest_coverage,pe_ratio,forward_pe,ev_ebitda,price_sales,fcf_yield,shares_outstanding_fund,float_shares,market_cap_yf,special_case,data_completeness_score
ACDC,ProFrac Holding Corp. - Class A Common Stock,NASDAQ,USA,North America,USD,Energy,Oil & Gas Equipment & Services,common_stock,True,1253780736.0,6.93,1506595.0,1506595.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,10440703.35,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Energy,Oil & Gas Equipment & Services,United States,1791100032.0,-0.10187,0.08707637385604156,5.909136224899599,,-0.251,0.22416,-0.24287,199200000.0,155962496.0,1210599936.0,33500000.0,1177099936.0,154.256,0.82,,,-16.208834,13.326,0.7313194,0.11906749806758894,180920753.0,33303892.0,1309866240.0,none,92.31
ACGL,Arch Capital Group Ltd. - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Insurance - Diversified,common_stock,True,31860838400.0,91.19,2203426.0,2203426.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,200930416.94,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Insurance - Diversified,Bermuda,19776999424.0,0.25282,0.266780873624199,-0.15126335588958026,,-0.033,0.39369,0.24635,5896999936.0,5276125184.0,2728999936.0,3620999936.0,-892000000.0,11.282,0.566,,6.893077,9.021789,5.277,1.5830916,0.16851890966352184,349389588.0,336711541.0,31308802048.0,none,92.31
ACHC,"Acadia Healthcare Company, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Care Facilities,common_stock,True,2251352832.0,24.48,2957084.0,2957084.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,72389416.32000001,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Medical Care Facilities,United States,3371066112.0,0.10115,-0.06434648529373013,4.310144237818508,,0.076,0.41809,-0.32839,587948992.0,-216916256.0,2692616960.0,158472000.0,2534144960.0,124.183,1.711,,,14.475933,8.628,0.69076216,-0.09315288024676034,91967027.0,85137556.0,2328604928.0,none,92.31
ACHV,"Achieve Life Sciences, Inc.  - Common Shares",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,526640960.0,5.13,1304866.0,1304866.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,6693962.58,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,,0.0,,0.2741354880710757,,,0.0,0.0,-52226000.0,-26947124.0,14952000.0,29269000.0,-14317000.0,140.026,2.625,,,-11.816711,-10.498,,-0.04789989701009604,102659057.0,87249933.0,562571648.0,none,61.54
ACIW,"ACI Worldwide, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,4351115264.0,42.8,747700.0,747700.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,32001560.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Infrastructure,United States,1790966016.0,0.14772001,0.14609057104520737,1.8360332372183483,,0.079,0.49036998,0.11507,377569984.0,261643248.0,854988032.0,161756992.0,693231040.0,56.975,1.532,,21.49495,11.105023,13.295,2.4158561,0.06047154998013163,101661570.0,100314554.0,4326716416.0,none,92.31
ACLS,"Axcelis Technologies, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,4522800128.0,147.16,683120.0,683120.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,100527939.2,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Semiconductor Equipment & Materials,United States,845441024.0,0.03996,0.05808876385918079,-2.737928356111183,,0.033,0.43605998,0.11931,108146000.0,49110624.0,70504000.0,366600000.0,-296096000.0,6.749,4.589,,48.06211,33.382225,41.243,5.625913,0.010325215559000194,30733897.0,30552567.0,4756377600.0,none,92.31
ACMR,"ACM Research, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,5272363008.0,76.29,1369280.0,1369280.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,104462371.2,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Semiconductor Equipment & Materials,United States,960225024.0,0.15642999,-0.14831953390125355,-6.696008888504105,,0.342,0.44235,0.09477,138606000.0,-142420128.0,337060992.0,1265168000.0,-928107008.0,16.178,3.513,,61.50382,35.75597,35.421,5.7987986,-0.02557763140423948,64117679.0,58438152.0,5568151552.0,none,92.31
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,608933632.0,4.36,1762419.0,1762419.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,7684146.840000001,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,8367000.0,-11.118239,-3.8497521214294252,1.3181128853432567,,0.372,0.0,0.0,-78469000.0,-32210876.0,1985000.0,105416000.0,-103431000.0,1.382,4.027,,,-5.2600465,-6.442,72.778015,-0.05289718666746264,139663680.0,113205792.0,608933632.0,none,92.31
ACT,"Enact Holdings, Inc. - Common Stock",NASDAQ,USA,North America,USD,Financial Services,Insurance - Specialty,common_stock,True,5833915392.0,41.79,313950.0,313950.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,13119970.5,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Insurance - Specialty,United States,1241120000.0,0.72339,0.4760458424648704,,,0.017,0.73453003,0.54486,,590830016.0,744852992.0,549040000.0,195812992.0,13.939,0.966,,8.930736,8.2917,,4.6409106,0.10257595940997294,139600745.0,26566022.0,5759926784.0,none,76.92
ADAM,"Adamas Trust, Inc. - Common Stock",NASDAQ,USA,North America,USD,Real Estate,REIT - Mortgage,common_stock,True,806952704.0,8.98,766512.0,766512.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,6883277.760000001,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Real Estate,REIT - Mortgage,United States,323403008.0,0.44512,,,,0.107,0.75,0.48081002,,,11155263488.0,210754000.0,10944509488.0,765.203,0.817,,7.6153846,8.337311,,2.4757419,,89861108.0,83861082.0,800662400.0,REIT,61.54
ADBE,Adobe Inc. - Common Stock,NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,101632049152.0,251.44,5571100.0,5571100.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1400797384.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,24452999168.0,0.38762,0.3811955603465712,-0.02406469880616195,,0.12,0.89396006,0.29477,9516000256.0,9321374720.0,6670000128.0,6898999808.0,-228999680.0,58.34,0.912,,14.285131,9.249366,10.382,4.049604,0.09413156617699128,404200000.0,402963148.0,99024961536.0,none,92.31
ADEA,Adeia Inc.  - Common Stock,NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,3196312832.0,28.98,1697325.0,1697325.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,49188478.5,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,460488000.0,0.38946,0.37243206337624435,1.0453972486259526,,0.195,1.0,0.26501,272240992.0,171500496.0,400361984.0,115762000.0,284599984.0,85.81,3.445,,28.944952,20.377846,13.827,7.556696,0.0492850401126534,110293749.0,107707361.0,3479767808.0,none,92.31
ADI,"Analog Devices, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,195511877632.0,401.39,3937093.0,3937093.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1580309759.27,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Semiconductors,United States,12740193280.0,0.38076,0.30368099910019575,0.8569010278224862,,0.372,0.64491,0.26007998,6149394944.0,3868954624.0,8708730880.0,3439308032.0,5269422848.0,25.81,1.752,,59.924335,27.339132,32.849,15.4416485,0.019666358829260672,487087040.0,485265334.0,196729585664.0,none,92.31
ADMA,ADMA Biologics Inc - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,1847228544.0,7.97,6990904.0,6990904.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,55717504.88,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,509864000.0,-1.23389,0.11445037107934665,194.33554388284253,,0.159,0.61275,0.32431,214822000.0,58354124.0,97668702208.0,55921152000.0,41747550208.0,110.673,6.951,,11.8529415,7.627737,203.032,3.6638951,0.031237349633651556,231772715.0,226729341.0,1868088192.0,none,92.31
ADP,"Automatic Data Processing, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,92718366720.0,231.95,3341206.0,3341206.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,774992731.6999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,21600399360.0,0.30184,0.2198749747560223,0.18448240787872225,,0.07,0.48497,0.20118,6339899904.0,4749387264.0,4398000128.0,3228400128.0,1169600000.0,69.259,1.043,,21.368937,18.78674,14.628,4.239233,0.051866686923951175,399734282.0,398834880.0,91569127424.0,none,92.31
ADPT,Adaptive Biotechnologies Corporation - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Diagnostics & Research,common_stock,True,2704750080.0,16.9,1933823.0,1933823.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,32681608.7,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Diagnostics & Research,United States,295407008.0,-0.27099,0.05450996274265775,0.3408651044114685,,0.351,0.43713,-0.16816999,-29786000.0,16102625.0,208180992.0,218334000.0,-10153008.0,92.838,3.354,,,-66.04445,-89.656,9.047657,0.0060247598756072085,160044392.0,125303556.0,2672741376.0,none,92.31
ADSK,"Autodesk, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,48554962944.0,229.96,2084849.0,2084849.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,479431876.04,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,7506999808.0,0.29524,0.40775276599021326,-0.09350163348101705,,0.184,0.92434,0.19488001,2139000064.0,3060999936.0,2724000000.0,2924000000.0,-200000000.0,85.419,0.835,,32.90058,15.773706,22.105,6.329576,0.06442023191525072,211145251.0,210440850.0,47516127232.0,none,92.31
ADTN,"ADTRAN Holdings, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Communication Equipment,common_stock,True,1243320832.0,15.35,2496573.0,2496573.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,38322395.55,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Communication Equipment,United States,1122148992.0,0.02276,0.040968267429500126,1.6991497622647298,,0.155,0.38566002,-0.03182,91278000.0,45972500.0,243364992.0,88270000.0,155094992.0,48.044,1.766,,,21.078949,19.913,1.1563433,0.03542915525925833,80998100.0,78960759.0,1297589504.0,none,92.31
ADUS,Addus HomeCare Corporation - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Medical Care Facilities,common_stock,True,1719025792.0,92.1,247895.0,247895.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,22831129.5,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Medical Care Facilities,United States,1448433024.0,0.0937,0.07103504428244796,0.22317228783026422,,0.077,0.32454,0.06887,159872000.0,102889504.0,138744000.0,103065000.0,35679000.0,12.43,1.826,,16.736162,12.138543,10.597,1.1689059,0.06077054315795585,18664776.0,17750804.0,1693081856.0,none,92.31
AEHR,Aehr Test Systems - Common Stock,NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,3096572672.0,98.45,2939947.0,2939947.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,289437782.15000004,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Semiconductor Equipment & Materials,United States,45255000.0,-0.41006002,-0.16465860125952933,2.254024144869215,,-0.437,0.30724,-0.25226,-11928000.0,-7451625.0,10025000.0,36911000.0,-26886000.0,7.223,10.97,,,637.2,-249.783,66.430275,-0.002478668184026779,31453254.0,28408894.0,3006301952.0,none,92.31
AEIS,"Advanced Energy Industries, Inc. - Common Stock",NASDAQ,USA,North America,USD,Industrials,Electrical Equipment & Parts,common_stock,True,11795540992.0,294.81,782965.0,782965.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,230825911.65,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Industrials,Electrical Equipment & Parts,United States,1905200000.0,0.14325,0.02584374343900903,-0.05627096949152542,,0.263,0.39004,0.099989995,295000000.0,49237500.0,683100032.0,699699968.0,-16599936.0,49.343,1.588,,63.77291,26.035782,39.407,6.4285436,0.004020155172204053,40010657.0,37619926.0,12247661568.0,none,92.31
AEP,"American Electric Power Company, Inc. - Common Stock",NASDAQ,USA,North America,USD,Utilities,Utilities - Regulated Electric,common_stock,True,70265724928.0,129.14,3806220.0,3806220.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,491535250.8,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Utilities,Utilities - Regulated Electric,United States,22432999424.0,0.23738001,-0.3099652370409654,5.611202381648522,,0.102,0.47243,0.16289,9141000192.0,-6953449984.0,51808002048.0,516000000.0,51292002048.0,157.099,0.526,,18.752958,18.493015,13.285,3.0747645,-0.10080942482403389,544105032.0,543288798.0,68976189440.0,none,92.31
AEVA,"Aeva Technologies, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,1553985024.0,23.01,1888300.0,1888300.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,43449783.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Infrastructure,United States,20973000.0,-5.61099,-3.2311184856720545,-0.020094804642592796,,0.859,0.0463,0.0,-126998000.0,-67766248.0,102056000.0,99504000.0,2552000.0,,4.095,,,-14.993507,-11.482,74.35216,-0.04345695730271006,67535203.0,36065654.0,1559387776.0,none,92.31
AFRM,"Affirm Holdings, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Financial Services,Credit Services,common_stock,True,21302896640.0,63.61,5304323.0,5304323.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,337407986.03,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Credit Services,United States,3971538944.0,0.08513,0.07581075755403696,11.59313805714955,,0.326,0.48369,0.09629,631558976.0,301085376.0,9090749440.0,1768999040.0,7321750400.0,240.279,13.542,,59.50909,17.331581,46.305,5.5198903,0.013734105608330688,294357801.0,281254513.0,21922459648.0,none,92.31
AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,1682451840.0,28.29,1049271.0,1049271.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,29683876.59,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,66048000.0,-5.30343,-4.045875726744186,1.4912688560523228,,1.377,0.0,0.0,-470265984.0,-267222000.0,35745000.0,737038016.0,-701293016.0,3.223,14.187,,,-5.971709,-1.979,24.707802,-0.16374891111036857,59471609.0,53130151.0,1631900928.0,none,92.31
AGNC,AGNC Investment Corp. - Common Stock,NASDAQ,USA,North America,USD,Real Estate,REIT - Mortgage,common_stock,True,11674440704.0,10.17,17067223.0,17067223.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,173573657.91,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Real Estate,REIT - Mortgage,United States,1604999936.0,1.29825,,,,,1.0,0.91713,,,88055996416.0,18314999808.0,69740996608.0,722.896,0.19,,7.8984375,6.7227,,7.2308817,,1147929272.0,1140375897.0,11605564416.0,REIT,61.54
AGNT,"eXp World Holdings, Inc. - Common Stock",NASDAQ,USA,North America,USD,Real Estate,Real Estate Services,common_stock,True,780538624.0,4.75,1158055.0,1158055.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,5500761.25,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE,True,,2026-06-09,EQUITY,Real Estate,Real Estate Services,United States,4822945792.0,-0.00874,0.01970916781973236,11.572619611558503,,0.053,0.069,-0.00348,-10555000.0,95056248.0,0.0,122149000.0,-122149000.0,,1.556,,,13.514286,-62.066,0.16115715,0.12229782417072987,164323924.0,97195958.0,777252160.0,none,92.31
AGYS,"Agilysys, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,2493309696.0,88.52,348909.0,348909.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,30885424.68,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,319312000.0,0.14972,0.1534803702961367,-2.2459659834278236,,0.117,0.62611,0.121479996,43567000.0,49008124.0,19044000.0,116894000.0,-97850000.0,5.828,1.472,,65.0292,27.949802,55.199,7.8586607,0.019530091937978042,28166629.0,26607745.0,2509364736.0,none,92.31
