ticker,name,exchange,country,region,currency,sector,industry,asset_type,is_active,market_cap,price,avg_volume_30d,avg_volume_90d,data_source,last_updated,isin,figi,cusip,ipo_date,shares_outstanding,free_float,primary_listing,adr_flag,otc_flag,etf_flag,fund_flag,preferred_flag,warrant_flag,spac_flag,duplicate_group,dollar_volume_90d,universe_validation_status,universe_validation_date,stage1_status,stage1_primary_reason,stage1_all_reasons,yf_success,yf_error,financial_data_date,quote_type,sector_yf,industry_yf,country_yf,revenue_ttm,operating_margin,fcf_margin,net_debt_to_ebitda,shares_dilution_3y,revenue_growth_1y,gross_margin,net_margin,ebitda,free_cash_flow,total_debt,cash,net_debt,debt_to_equity,current_ratio,interest_coverage,pe_ratio,forward_pe,ev_ebitda,price_sales,fcf_yield,shares_outstanding_fund,float_shares,market_cap_yf,special_case,data_completeness_score,revenue_growth_3y,stage2_status,stage2_primary_reason,stage2_all_reasons
AVLN,Avalyn Pharma Inc. - common stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,1199653504.0,27.06,593837.0,593837.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,16069229.22,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,,0.0,,,,,0.0,0.0,-91250000.0,-50577500.0,,,,,10.188,,,-14.768421,,,-0.0406575894162623,44333095.0,14454887.0,1243986688.0,none,46.15,,REJECTED,LOW_DATA_COMPLETENESS,LOW_DATA_COMPLETENESS|MISSING_REVENUE_SPECIAL_CASE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AVR,Anteris Technologies Global Corp. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Medical Instruments & Supplies,common_stock,True,938378816.0,9.64,1011341.0,1011341.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,9749327.24,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Medical Instruments & Supplies,Australia,1851000.0,-48.597168,-28.44725877903836,2.954063239934769,,-0.112,0.74284,0.0,-94434000.0,-52655876.0,3735000.0,282699008.0,-278964008.0,1.342,20.934,,,-9.530612,-6.673,491.1811,-0.0579160304276863,97342203.0,78586307.0,909176192.0,none,92.31,,REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,OPERATING_MARGIN_TOO_NEGATIVE|FCF_MARGIN_TOO_NEGATIVE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AXGN,"Axogen, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Devices,common_stock,True,2276010752.0,42.8,995893.0,995893.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,42624220.4,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Medical Devices,United States,238104992.0,-0.046079997,0.0768327024407787,37.91990632318501,,0.266,0.75013,-0.1321,-2135000.0,18294250.0,20642000.0,101601000.0,-80959000.0,8.432,7.101,,,56.924744,-994.751,9.259582,0.0082976428593821,53177824.0,52035564.0,2204752640.0,none,92.31,,REJECTED,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AXON,"Axon Enterprise, Inc. - Common Stock",NASDAQ,USA,North America,USD,Industrials,Aerospace & Defense,common_stock,True,39182282752.0,486.12,1097573.0,1097573.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,533552186.76,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Industrials,Aerospace & Defense,United States,2983247872.0,0.03748,0.0209897074218042,10.726962094477011,,0.337,0.59463,0.06905,102861000.0,62617500.0,1840359040.0,736972992.0,1103386048.0,52.074,2.271,,188.424,44.551586,379.85,12.727208,0.001649199659354,80602077.0,77030599.0,37968416768.0,none,92.31,,REJECTED,DEBT_TOO_HIGH,DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AXTI,AXT Inc - Common Stock,NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,5826130944.0,89.053,11843206.0,11843206.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1054673023.918,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Semiconductor Equipment & Materials,United States,95894000.0,-0.058870003,,6.914888457807954,,0.391,0.21337,-0.14685,-4124000.0,,78627000.0,107144000.0,-28517000.0,23.334,2.593,,,120.71144,-1182.623,61.93077,,65423184.0,48935112.0,5938789376.0,none,76.92,,REJECTED,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_FCF_MARGIN|DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BAND,Bandwidth Inc. - Class A Common Stock,NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,2311649536.0,72.2,818530.0,818530.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,59097866.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Infrastructure,United States,788360000.0,-0.022130001,0.1020301588106956,10.149625581711796,,0.198,0.38237998,-0.00641,36745000.0,80436496.0,423220992.0,50273000.0,372947992.0,104.326,0.942,,,30.759605,70.133,2.7957678,0.0364945051798829,30059279.0,28928597.0,2204071424.0,none,92.31,,REJECTED,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",NASDAQ,USA,North America,USD,Communication Services,Entertainment,common_stock,True,3180892160.0,49.59,355863.0,355863.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,17647246.17,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Communication Services,Entertainment,United States,757288000.0,-0.57287,-0.0080666140226703,6.968044392212968,,0.525,0.31195,-0.029660001,97855000.0,-6108750.0,817054976.0,135196992.0,681857984.0,153.827,0.458,,,2968.2063,39.527,4.191056,-0.0019247212035153,52847883.0,58378574.0,3173836288.0,none,92.31,,REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,OPERATING_MARGIN_TOO_NEGATIVE|FCF_MARGIN_WATCHLIST_RANGE|DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BBNX,"Beta Bionics, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Devices,common_stock,True,618961984.0,13.89,983536.0,983536.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,13661315.04,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Medical Devices,United States,110238000.0,-0.87856,-0.3996421560623378,2.552620767344775,,0.566,0.57152003,-0.60269,-75455000.0,-44055752.0,6912000.0,199520000.0,-192608000.0,2.548,10.693,,,-5.803347,-5.639,5.6066937,-0.0712794678253,44561695.0,25340008.0,618070720.0,none,92.31,,REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,OPERATING_MARGIN_TOO_NEGATIVE|FCF_MARGIN_TOO_NEGATIVE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BIOA,"BioAge Labs, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,697907968.0,15.7,479465.0,479465.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,7527600.5,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Drug Manufacturers - Specialty & Generic,United States,10316000.0,-9.15404,-5.6550748352074445,3.736670779540751,,0.91,0.0,0.0,-101470000.0,-58337752.0,4034000.0,383193984.0,-379159984.0,1.064,24.759,,,-7.529017,-3.058,66.834236,-0.0846134465154648,44452734.0,33688504.0,689461952.0,none,92.31,,REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,OPERATING_MARGIN_TOO_NEGATIVE|FCF_MARGIN_TOO_NEGATIVE|DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BLDP,"Ballard Power Systems, Inc. - Common Shares",NASDAQ,USA,North America,USD,Industrials,Electrical Equipment & Parts,common_stock,True,1483261184.0,4.92,7285584.0,7285584.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,35845073.28,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE,True,,2026-06-09,EQUITY,Industrials,Electrical Equipment & Parts,Canada,103402000.0,-0.67314005,-0.28825481131893,7.744175847326352,,0.262,0.11444,-0.78596,-64556000.0,-29806124.0,20929000.0,520862016.0,-499933016.0,3.621,10.702,,,-33.19182,-16.353,15.044344,-0.019160344657772,301475849.0,270095228.0,1555615232.0,none,92.31,,REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,OPERATING_MARGIN_TOO_NEGATIVE|FCF_MARGIN_TOO_NEGATIVE|DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BLMN,"Bloomin' Brands, Inc. - Common Stock",NASDAQ,USA,North America,USD,Consumer Cyclical,Restaurants,common_stock,True,622415872.0,7.27,2833731.0,2833731.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,20601224.37,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Consumer Cyclical,Restaurants,United States,3966074880.0,0.061,0.0577203544881129,6.284283920525578,,0.01,0.13453001,0.00548,304241984.0,228923248.0,1983243008.0,71300000.0,1911943008.0,497.344,0.261,,29.458334,7.267457,8.284,0.15261766,0.378202336423301,85614287.0,83205101.0,605293056.0,none,92.31,,REJECTED,DEBT_TOO_HIGH,DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BTDR,Bitdeer Technologies Group - Ordinary Shares,NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,4250689280.0,17.47,8177725.0,8177725.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,142864855.75,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,Singapore,739054976.0,-0.43352002,-0.9959646628507376,3.8199261962433417,,1.694,0.03507,-0.26959,461583008.0,-736072640.0,2028668032.0,265455008.0,1763213024.0,277.856,1.849,,,-90.93592,13.169,6.087327,-0.1636128101138359,198913731.0,125941197.0,4498869248.0,none,92.31,,REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,OPERATING_MARGIN_TOO_NEGATIVE|FCF_MARGIN_TOO_NEGATIVE|DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BTQ,BTQ Technologies Corp. - Common Stock,NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,575339008.0,4.07,2568596.0,2568596.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,10454185.72,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE,True,,2026-06-09,EQUITY,Technology,Software - Infrastructure,Canada,65497.0,-620.99036,-83.21921614730445,0.2791420946435499,,,1.0,0.0,-40643784.0,-5450609.0,845062.0,12190453.0,-11345391.0,3.623,7.065,,,-299.22348,-14.632,9291.399,-0.0089565858604055,141360930.0,89715819.0,608558784.0,none,92.31,,REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,OPERATING_MARGIN_TOO_NEGATIVE|FCF_MARGIN_TOO_NEGATIVE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
CAKE,The Cheesecake Factory Incorporated - Common Stock,NASDAQ,USA,North America,USD,Consumer Cyclical,Restaurants,common_stock,True,3285692928.0,66.13,1184736.0,1184736.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,78346591.67999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Consumer Cyclical,Restaurants,United States,3803441920.0,0.05831,0.0336710155416281,5.627689484462625,,0.056,0.40495,0.043390002,338798016.0,128065752.0,2141740032.0,235090000.0,1906650032.0,466.38,0.595,,19.71261,15.108368,15.486,0.8781126,0.0383447588356536,49685363.0,45664327.0,3339850240.0,none,92.31,,REJECTED,DEBT_TOO_HIGH,DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
