ticker,name,stage,status,reason_code,reason_text,metric_name,metric_value,threshold,severity,recoverable,special_case,sector,industry,country,market_cap,data_date,created_at
ABSI,Absci Corporation - Common Stock,stage2,WATCHLIST,FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,"FCF margin very negative, but company has special/growth exception.",fcf_margin,-22.590074074074074,-0.1,medium,True,True,Healthcare,Biotechnology,USA,997792384.0,2026-06-09,2026-06-09T08:37:54+00:00
ABSI,Absci Corporation - Common Stock,stage2,WATCHLIST,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,True,Healthcare,Biotechnology,USA,997792384.0,2026-06-09,2026-06-09T08:37:54+00:00
ABUS,Arbutus Biopharma Corporation - Common Stock,stage2,WATCHLIST,FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,"FCF margin very negative, but company has special/growth exception.",fcf_margin,-0.4722329012398507,-0.1,medium,True,True,Healthcare,Biotechnology,USA,839535296.0,2026-06-09,2026-06-09T08:37:54+00:00
ABUS,Arbutus Biopharma Corporation - Common Stock,stage2,WATCHLIST,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,True,Healthcare,Biotechnology,USA,839535296.0,2026-06-09,2026-06-09T08:37:54+00:00
ABVX,Abivax SA - American Depositary Shares,stage2,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,"Operating margin is very negative, but company has special/growth exception.",operating_margin,-41.83705,-0.2,medium,True,True,Healthcare,Biotechnology,USA,8091386368.0,2026-06-09,2026-06-09T08:37:54+00:00
ABVX,Abivax SA - American Depositary Shares,stage2,WATCHLIST,FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,"FCF margin very negative, but company has special/growth exception.",fcf_margin,-23.266640650406504,-0.1,medium,True,True,Healthcare,Biotechnology,USA,8091386368.0,2026-06-09,2026-06-09T08:37:54+00:00
ABVX,Abivax SA - American Depositary Shares,stage2,WATCHLIST,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,True,Healthcare,Biotechnology,USA,8091386368.0,2026-06-09,2026-06-09T08:37:54+00:00
ACAD,ACADIA Pharmaceuticals Inc. - Common Stock,stage2,WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,Operating margin below pass threshold but above rejection threshold.,operating_margin,-0.01722,0.0,medium,True,True,Healthcare,Biotechnology,USA,3691845376.0,2026-06-09,2026-06-09T08:37:54+00:00
ACAD,ACADIA Pharmaceuticals Inc. - Common Stock,stage2,WATCHLIST,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,True,Healthcare,Biotechnology,USA,3691845376.0,2026-06-09,2026-06-09T08:37:54+00:00
ACDC,ProFrac Holding Corp. - Class A Common Stock,stage2,REJECTED,OPERATING_MARGIN_WATCHLIST_RANGE,Operating margin below pass threshold but above rejection threshold.,operating_margin,-0.10187,0.0,medium,True,False,Energy,Oil & Gas Equipment & Services,USA,1253780736.0,2026-06-09,2026-06-09T08:37:54+00:00
ACDC,ProFrac Holding Corp. - Class A Common Stock,stage2,REJECTED,DEBT_TOO_HIGH,Net debt to EBITDA above Stage 2 maximum.,net_debt_to_ebitda,5.909136224899599,5.0,high,True,False,Energy,Oil & Gas Equipment & Services,USA,1253780736.0,2026-06-09,2026-06-09T08:37:54+00:00
ACDC,ProFrac Holding Corp. - Class A Common Stock,stage2,REJECTED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Energy,Oil & Gas Equipment & Services,USA,1253780736.0,2026-06-09,2026-06-09T08:37:54+00:00
ACGL,Arch Capital Group Ltd. - Common Stock,stage2,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,True,Financial Services,Insurance - Diversified,USA,31860838400.0,2026-06-09,2026-06-09T08:37:54+00:00
ACHC,"Acadia Healthcare Company, Inc. - Common Stock",stage2,WATCHLIST,FCF_MARGIN_WATCHLIST_RANGE,FCF margin below pass threshold but above rejection threshold.,fcf_margin,-0.0643464852937301,0.0,medium,True,False,Healthcare,Medical Care Facilities,USA,2251352832.0,2026-06-09,2026-06-09T08:37:54+00:00
ACHC,"Acadia Healthcare Company, Inc. - Common Stock",stage2,WATCHLIST,DEBT_WATCHLIST_RANGE,Net debt to EBITDA above pass threshold but below rejection threshold.,net_debt_to_ebitda,4.310144237818508,3.0,medium,True,False,Healthcare,Medical Care Facilities,USA,2251352832.0,2026-06-09,2026-06-09T08:37:54+00:00
ACHC,"Acadia Healthcare Company, Inc. - Common Stock",stage2,WATCHLIST,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Healthcare,Medical Care Facilities,USA,2251352832.0,2026-06-09,2026-06-09T08:37:54+00:00
ACHV,"Achieve Life Sciences, Inc.  - Common Shares",stage2,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,Data completeness below pass threshold but above rejection threshold.,data_completeness_score,61.54,70,medium,True,True,Healthcare,Biotechnology,USA,526640960.0,2026-06-09,2026-06-09T08:37:54+00:00
ACHV,"Achieve Life Sciences, Inc.  - Common Shares",stage2,WATCHLIST,MISSING_REVENUE_SPECIAL_CASE,Revenue missing but company is marked as special case.,revenue_ttm,,revenue_ttm > 0 unless special_case,medium,True,True,Healthcare,Biotechnology,USA,526640960.0,2026-06-09,2026-06-09T08:37:54+00:00
ACHV,"Achieve Life Sciences, Inc.  - Common Shares",stage2,WATCHLIST,MISSING_FCF_MARGIN,FCF margin missing.,fcf_margin,,required for clean pass,medium,True,True,Healthcare,Biotechnology,USA,526640960.0,2026-06-09,2026-06-09T08:37:54+00:00
ACHV,"Achieve Life Sciences, Inc.  - Common Shares",stage2,WATCHLIST,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,True,Healthcare,Biotechnology,USA,526640960.0,2026-06-09,2026-06-09T08:37:54+00:00
ACIW,"ACI Worldwide, Inc. - Common Stock",stage2,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Technology,Software - Infrastructure,USA,4351115264.0,2026-06-09,2026-06-09T08:37:54+00:00
ACLS,"Axcelis Technologies, Inc. - Common Stock",stage2,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Technology,Semiconductor Equipment & Materials,USA,4522800128.0,2026-06-09,2026-06-09T08:37:54+00:00
ACMR,"ACM Research, Inc. - Class A Common Stock",stage2,REJECTED,FCF_MARGIN_TOO_NEGATIVE,FCF margin below Stage 2 minimum.,fcf_margin,-0.1483195339012535,-0.1,high,True,False,Technology,Semiconductor Equipment & Materials,USA,5272363008.0,2026-06-09,2026-06-09T08:37:54+00:00
ACMR,"ACM Research, Inc. - Class A Common Stock",stage2,REJECTED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Technology,Semiconductor Equipment & Materials,USA,5272363008.0,2026-06-09,2026-06-09T08:37:54+00:00
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",stage2,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,"Operating margin is very negative, but company has special/growth exception.",operating_margin,-11.118239,-0.2,medium,True,True,Healthcare,Biotechnology,USA,608933632.0,2026-06-09,2026-06-09T08:37:54+00:00
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",stage2,WATCHLIST,FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,"FCF margin very negative, but company has special/growth exception.",fcf_margin,-3.849752121429425,-0.1,medium,True,True,Healthcare,Biotechnology,USA,608933632.0,2026-06-09,2026-06-09T08:37:54+00:00
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",stage2,WATCHLIST,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,True,Healthcare,Biotechnology,USA,608933632.0,2026-06-09,2026-06-09T08:37:54+00:00
ACT,"Enact Holdings, Inc. - Common Stock",stage2,WATCHLIST,MISSING_NET_DEBT_TO_EBITDA,Net debt to EBITDA missing.,net_debt_to_ebitda,,required for clean pass,medium,True,True,Financial Services,Insurance - Specialty,USA,5833915392.0,2026-06-09,2026-06-09T08:37:54+00:00
ACT,"Enact Holdings, Inc. - Common Stock",stage2,WATCHLIST,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,True,Financial Services,Insurance - Specialty,USA,5833915392.0,2026-06-09,2026-06-09T08:37:54+00:00
ADAM,"Adamas Trust, Inc. - Common Stock",stage2,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,Data completeness below pass threshold but above rejection threshold.,data_completeness_score,61.54,70,medium,True,False,Real Estate,REIT - Mortgage,USA,806952704.0,2026-06-09,2026-06-09T08:37:54+00:00
ADAM,"Adamas Trust, Inc. - Common Stock",stage2,WATCHLIST,MISSING_FCF_MARGIN,FCF margin missing.,fcf_margin,,required for clean pass,medium,True,False,Real Estate,REIT - Mortgage,USA,806952704.0,2026-06-09,2026-06-09T08:37:54+00:00
ADAM,"Adamas Trust, Inc. - Common Stock",stage2,WATCHLIST,MISSING_NET_DEBT_TO_EBITDA,Net debt to EBITDA missing.,net_debt_to_ebitda,,required for clean pass,medium,True,False,Real Estate,REIT - Mortgage,USA,806952704.0,2026-06-09,2026-06-09T08:37:54+00:00
ADAM,"Adamas Trust, Inc. - Common Stock",stage2,WATCHLIST,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Real Estate,REIT - Mortgage,USA,806952704.0,2026-06-09,2026-06-09T08:37:54+00:00
ADBE,Adobe Inc. - Common Stock,stage2,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Technology,Software - Application,USA,101632049152.0,2026-06-09,2026-06-09T08:37:54+00:00
ADEA,Adeia Inc.  - Common Stock,stage2,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Technology,Software - Application,USA,3196312832.0,2026-06-09,2026-06-09T08:37:54+00:00
ADI,"Analog Devices, Inc. - Common Stock",stage2,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Technology,Semiconductors,USA,195511877632.0,2026-06-09,2026-06-09T08:37:54+00:00
ADMA,ADMA Biologics Inc - Common Stock,stage2,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,"Operating margin is very negative, but company has special/growth exception.",operating_margin,-1.23389,-0.2,medium,True,True,Healthcare,Biotechnology,USA,1847228544.0,2026-06-09,2026-06-09T08:37:54+00:00
ADMA,ADMA Biologics Inc - Common Stock,stage2,WATCHLIST,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,True,Healthcare,Biotechnology,USA,1847228544.0,2026-06-09,2026-06-09T08:37:54+00:00
ADP,"Automatic Data Processing, Inc. - Common Stock",stage2,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Technology,Software - Application,USA,92718366720.0,2026-06-09,2026-06-09T08:37:54+00:00
ADPT,Adaptive Biotechnologies Corporation - Common Stock,stage2,REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,Operating margin below Stage 2 minimum.,operating_margin,-0.27099,-0.2,high,True,False,Healthcare,Diagnostics & Research,USA,2704750080.0,2026-06-09,2026-06-09T08:37:54+00:00
ADPT,Adaptive Biotechnologies Corporation - Common Stock,stage2,REJECTED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Healthcare,Diagnostics & Research,USA,2704750080.0,2026-06-09,2026-06-09T08:37:54+00:00
ADSK,"Autodesk, Inc. - Common Stock",stage2,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Technology,Software - Application,USA,48554962944.0,2026-06-09,2026-06-09T08:37:54+00:00
ADTN,"ADTRAN Holdings, Inc. - Common Stock",stage2,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Technology,Communication Equipment,USA,1243320832.0,2026-06-09,2026-06-09T08:37:54+00:00
ADUS,Addus HomeCare Corporation - Common Stock,stage2,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Healthcare,Medical Care Facilities,USA,1719025792.0,2026-06-09,2026-06-09T08:37:54+00:00
AEHR,Aehr Test Systems - Common Stock,stage2,REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,Operating margin below Stage 2 minimum.,operating_margin,-0.41006002,-0.2,high,True,False,Technology,Semiconductor Equipment & Materials,USA,3096572672.0,2026-06-09,2026-06-09T08:37:54+00:00
AEHR,Aehr Test Systems - Common Stock,stage2,REJECTED,FCF_MARGIN_TOO_NEGATIVE,FCF margin below Stage 2 minimum.,fcf_margin,-0.1646586012595293,-0.1,high,True,False,Technology,Semiconductor Equipment & Materials,USA,3096572672.0,2026-06-09,2026-06-09T08:37:54+00:00
AEHR,Aehr Test Systems - Common Stock,stage2,REJECTED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Technology,Semiconductor Equipment & Materials,USA,3096572672.0,2026-06-09,2026-06-09T08:37:54+00:00
AEIS,"Advanced Energy Industries, Inc. - Common Stock",stage2,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Industrials,Electrical Equipment & Parts,USA,11795540992.0,2026-06-09,2026-06-09T08:37:54+00:00
AEP,"American Electric Power Company, Inc. - Common Stock",stage2,WATCHLIST,FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,"FCF margin very negative, but company has special/growth exception.",fcf_margin,-0.3099652370409654,-0.1,medium,True,True,Utilities,Utilities - Regulated Electric,USA,70265724928.0,2026-06-09,2026-06-09T08:37:54+00:00
AEP,"American Electric Power Company, Inc. - Common Stock",stage2,WATCHLIST,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,True,Utilities,Utilities - Regulated Electric,USA,70265724928.0,2026-06-09,2026-06-09T08:37:54+00:00
AEVA,"Aeva Technologies, Inc. - Common Stock",stage2,REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,Operating margin below Stage 2 minimum.,operating_margin,-5.61099,-0.2,high,True,False,Technology,Software - Infrastructure,USA,1553985024.0,2026-06-09,2026-06-09T08:37:54+00:00
AEVA,"Aeva Technologies, Inc. - Common Stock",stage2,REJECTED,FCF_MARGIN_TOO_NEGATIVE,FCF margin below Stage 2 minimum.,fcf_margin,-3.2311184856720545,-0.1,high,True,False,Technology,Software - Infrastructure,USA,1553985024.0,2026-06-09,2026-06-09T08:37:54+00:00
AEVA,"Aeva Technologies, Inc. - Common Stock",stage2,REJECTED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Technology,Software - Infrastructure,USA,1553985024.0,2026-06-09,2026-06-09T08:37:54+00:00
AFRM,"Affirm Holdings, Inc. - Class A Common Stock",stage2,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,True,Financial Services,Credit Services,USA,21302896640.0,2026-06-09,2026-06-09T08:37:54+00:00
AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",stage2,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,"Operating margin is very negative, but company has special/growth exception.",operating_margin,-5.30343,-0.2,medium,True,True,Healthcare,Biotechnology,USA,1682451840.0,2026-06-09,2026-06-09T08:37:54+00:00
AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",stage2,WATCHLIST,FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,"FCF margin very negative, but company has special/growth exception.",fcf_margin,-4.045875726744186,-0.1,medium,True,True,Healthcare,Biotechnology,USA,1682451840.0,2026-06-09,2026-06-09T08:37:54+00:00
AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",stage2,WATCHLIST,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,True,Healthcare,Biotechnology,USA,1682451840.0,2026-06-09,2026-06-09T08:37:54+00:00
AGNC,AGNC Investment Corp. - Common Stock,stage2,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,Data completeness below pass threshold but above rejection threshold.,data_completeness_score,61.54,70,medium,True,False,Real Estate,REIT - Mortgage,USA,11674440704.0,2026-06-09,2026-06-09T08:37:54+00:00
AGNC,AGNC Investment Corp. - Common Stock,stage2,WATCHLIST,MISSING_FCF_MARGIN,FCF margin missing.,fcf_margin,,required for clean pass,medium,True,False,Real Estate,REIT - Mortgage,USA,11674440704.0,2026-06-09,2026-06-09T08:37:54+00:00
AGNC,AGNC Investment Corp. - Common Stock,stage2,WATCHLIST,MISSING_NET_DEBT_TO_EBITDA,Net debt to EBITDA missing.,net_debt_to_ebitda,,required for clean pass,medium,True,False,Real Estate,REIT - Mortgage,USA,11674440704.0,2026-06-09,2026-06-09T08:37:54+00:00
AGNC,AGNC Investment Corp. - Common Stock,stage2,WATCHLIST,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Real Estate,REIT - Mortgage,USA,11674440704.0,2026-06-09,2026-06-09T08:37:54+00:00
AGNT,"eXp World Holdings, Inc. - Common Stock",stage2,REJECTED,OPERATING_MARGIN_WATCHLIST_RANGE,Operating margin below pass threshold but above rejection threshold.,operating_margin,-0.00874,0.0,medium,True,False,Real Estate,Real Estate Services,USA,780538624.0,2026-06-09,2026-06-09T08:37:54+00:00
AGNT,"eXp World Holdings, Inc. - Common Stock",stage2,REJECTED,DEBT_TOO_HIGH,Net debt to EBITDA above Stage 2 maximum.,net_debt_to_ebitda,11.572619611558505,5.0,high,True,False,Real Estate,Real Estate Services,USA,780538624.0,2026-06-09,2026-06-09T08:37:54+00:00
AGNT,"eXp World Holdings, Inc. - Common Stock",stage2,REJECTED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Real Estate,Real Estate Services,USA,780538624.0,2026-06-09,2026-06-09T08:37:54+00:00
AGYS,"Agilysys, Inc. - Common Stock",stage2,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,"Shares dilution 3Y unavailable from the current free fundamentals provider; tracked as provider limitation, not as a clean-pass blocker.",shares_dilution_3y,,provider limitation,low,True,False,Technology,Software - Application,USA,2493309696.0,2026-06-09,2026-06-09T08:37:54+00:00
AHCO,AdaptHealth Corp.  - Common Stock,stage2,WATCHLIST,DEBT_WATCHLIST_RANGE,Net debt to EBITDA above pass threshold but below rejection threshold.,net_debt_to_ebitda,3.351726965644138,3.0,medium,True,False,Healthcare,Medical Devices,USA,1345575552.0,2026-06-09,2026-06-09T08:37:54+00:00
