asset_id,ticker,company_name,home_exchange,home_mic,home_country,home_currency,source_type,primary_fundamental_route,secondary_fundamental_route,fundamental_route_status,expected_identifier,provider_symbol_candidate,filing_registry_candidate,route_confidence,blocker_reason,phase,network_calls,fundamentals_downloaded,fundamentals_normalized,scoring_calculated,ranking_calculated,recommendations_generated,phase9c_authorized
U36902,HLG,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,HLG.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36903,ZFIN,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,ZFIN.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36904,NOT,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,NOT.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36905,RHO,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,RHO.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36906,ADI1,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,ADI1.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36907,HLBN,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,HLBN.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36908,ABJ,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,ABJ.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36909,P2H,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,P2H.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36910,KNIA,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,KNIA.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36911,LTEC,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,LTEC.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36912,GBRA,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,GBRA.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36913,BBZA,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,BBZA.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36914,NESR,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,NESR.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36915,SQL,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,SQL.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36916,AEX,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,AEX.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36917,SR9,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,SR9.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36918,0UB,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,0UB.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36919,ED4,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,ED4.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36920,SIKA,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,SIKA.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36921,2U3,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,2U3.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36922,81D,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,81D.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36923,VXT,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,VXT.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36924,LMIA,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,LMIA.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36925,RET,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,RET.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36926,49G,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,49G.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36927,QS51,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,QS51.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36928,ZX6,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,ZX6.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36929,Q23,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,Q23.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36930,MULT,SWI0,SIX Swiss Exchange,XSWX,CH,CHF,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,MULT.SW,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36932,A7A,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,A7A.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36933,DTD2,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,DTD2.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36934,BWB,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,BWB.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36935,UTDI,MDX1,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,UTDI.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36936,AAD,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,AAD.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36937,BSL,SDX1,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,BSL.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36938,ADV,SDX1,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,ADV.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36939,AOF,SDX1,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,AOF.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36940,SYZ,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,SYZ.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36941,A1OS,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,A1OS.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36942,TGT,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,TGT.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36943,R1B,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,R1B.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36944,DBK,DAX1,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,DBK.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36945,DEX,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,DEX.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36946,SCE,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,SCE.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36947,HNL,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,HNL.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36948,BC8,MDX1,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,BC8.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36949,UUU,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,UUU.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36950,SUR,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,SUR.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36951,SYT,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,SYT.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36952,WFA,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,WFA.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36953,BMW,DAX1,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,BMW.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36954,BYW,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,BYW.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36955,BYW6,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,BYW6.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36956,ECK,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,ECK.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36957,BEI,DAX1,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,BEI.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36958,BEZ,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,BEZ.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36959,QB7,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,QB7.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36960,BNN,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,BNN.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36961,A6T,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,A6T.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
U36962,MBQ,GER0,XETRA,XETR,DE,EUR,provider_api,eodhd_fundamentals,issuer_filings_review,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_SYMBOL,MBQ.F,,HIGH,,v2.38Q-europe-fundamentals-route-foundation,0,false,false,false,false,false,false
