asset_id,ticker,company_name,exchange,priority_bucket,fundamental_feature_status,provider_symbol,acquisition_status,reason,local_price_path,expected_min_rows,adjusted_prices_required
U00038,ACLS,"Axcelis Technologies, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ACLS,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00038.csv,252,true
U00039,ACMR,"ACM Research, Inc. - Class A Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ACMR,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00039.csv,252,true
U00040,ACNB,ACNB Corporation - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ACNB,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00040.csv,252,true
U00041,ACNT,Ascent Industries Co. - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ACNT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00041.csv,252,true
U00042,ACOG,Alpha Cognition Inc. - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ACOG,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00042.csv,252,true
U00043,ACON,"Aclarion, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ACON,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00043.csv,252,true
U00044,ACRS,"Aclaris Therapeutics, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ACRS,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00044.csv,252,true
U00046,ACT,"Enact Holdings, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ACT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00046.csv,252,true
U00047,ACTG,Acacia Research Corporation - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ACTG,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00047.csv,252,true
U00053,ADBE,Adobe Inc. - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ADBE,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00053.csv,252,true
U00054,ADEA,Adeia Inc. - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ADEA,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00054.csv,252,true
U00056,ADI,"Analog Devices, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ADI,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00056.csv,252,true
U00058,ADMA,ADMA Biologics Inc - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ADMA,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00058.csv,252,true
U00059,ADP,"Automatic Data Processing, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ADP,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00059.csv,252,true
U00060,ADPT,Adaptive Biotechnologies Corporation - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ADPT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00060.csv,252,true
U00062,ADSK,"Autodesk, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ADSK,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00062.csv,252,true
U00063,ADTN,"ADTRAN Holdings, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ADTN,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00063.csv,252,true
U00065,ADUS,Addus HomeCare Corporation - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ADUS,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00065.csv,252,true
U00066,ADV,Advantage Solutions Inc. - Class A Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ADV,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00066.csv,252,true
U00069,AEBI,Aebi Schmidt Holding AG - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,AEBI,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00069.csv,252,true
U00072,AEHR,Aehr Test Systems - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,AEHR,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00072.csv,252,true
U00073,AEI,Alset Inc. - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,AEI,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00073.csv,252,true
U00074,AEIS,"Advanced Energy Industries, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AEIS,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00074.csv,252,true
U00076,AENT,Alliance Entertainment Holding Corporation - common stock,NASDAQ,FEATURES_READY,FEATURES_READY,AENT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00076.csv,252,true
U00078,AERT,"Aeries Technology, Inc. - Class A Ordinary Share",NASDAQ,FEATURES_READY,FEATURES_READY,AERT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00078.csv,252,true
U00080,AEVA,"Aeva Technologies, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AEVA,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00080.csv,252,true
U00081,AEYE,"AudioEye, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AEYE,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00081.csv,252,true
U00085,AFRI,Forafric Global PLC - Ordinary Shares,NASDAQ,FEATURES_READY,FEATURES_READY,AFRI,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00085.csv,252,true
U00086,AFRM,"Affirm Holdings, Inc. - Class A Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AFRM,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00086.csv,252,true
U00090,AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AGIO,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00090.csv,252,true
U00092,AGMH,AGM Group Holdings Inc. - Class A Ordinary Shares,NASDAQ,FEATURES_READY,FEATURES_READY,AGMH,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00092.csv,252,true
U00094,AGNT,"AGNT, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AGNT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00094.csv,252,true
U00097,AGYS,"Agilysys, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AGYS,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00097.csv,252,true
U00098,AHCO,AdaptHealth Corp. - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,AHCO,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00098.csv,252,true
U00099,AHMA,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,NASDAQ,FEATURES_READY,FEATURES_READY,AHMA,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00099.csv,252,true
U00104,AIFC,AI Financial Corporation - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,AIFC,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00104.csv,252,true
U00106,AIFU,AIFU Inc. - Class A Ordinary Share,NASDAQ,FEATURES_READY,FEATURES_READY,AIFU,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00106.csv,252,true
U00107,AIHS,Senmiao Technology Limited - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,AIHS,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00107.csv,252,true
U00108,AIIO,Robo.ai Inc. - Class B Ordinary Shares,NASDAQ,FEATURES_READY,FEATURES_READY,AIIO,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00108.csv,252,true
U00110,AIMD,"Ainos, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AIMD,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00110.csv,252,true
U00111,AIOS,AIOS Tech Inc. - Class A Common Shares,NASDAQ,FEATURES_READY,FEATURES_READY,AIOS,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00111.csv,252,true
U00112,AIOT,"PowerFleet, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AIOT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00112.csv,252,true
U00113,AIP,"Arteris, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AIP,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00113.csv,252,true
U00114,AIRE,reAlpha Tech Corp. - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,AIRE,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00114.csv,252,true
U00115,AIRG,"Airgain, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AIRG,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00115.csv,252,true
U00118,AIRS,"AirSculpt Technologies, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AIRS,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00118.csv,252,true
U00119,AIRT,"Air T, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AIRT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00119.csv,252,true
U00122,AKAM,"Akamai Technologies, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AKAM,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00122.csv,252,true
U00124,AKBA,"Akebia Therapeutics, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AKBA,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00124.csv,252,true
U00126,ALAB,"Astera Labs, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ALAB,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00126.csv,252,true
U00128,ALCO,"Alico, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ALCO,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00128.csv,252,true
U00131,ALEC,"Alector, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ALEC,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00131.csv,252,true
U00133,ALGM,"Allegro MicroSystems, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ALGM,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00133.csv,252,true
U00134,ALGN,"Align Technology, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ALGN,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00134.csv,252,true
U00136,ALGT,Allegiant Travel Company - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ALGT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00136.csv,252,true
U00137,ALHC,"Alignment Healthcare, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ALHC,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00137.csv,252,true
U00139,ALKS,Alkermes plc - Ordinary Shares,NASDAQ,FEATURES_READY,FEATURES_READY,ALKS,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00139.csv,252,true
U00140,ALKT,"Alkami Technology, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ALKT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00140.csv,252,true
U00143,ALLT,Allot Ltd. - Ordinary Shares,NASDAQ,FEATURES_READY,FEATURES_READY,ALLT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00143.csv,252,true
U00146,ALMS,Alumis Inc. - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ALMS,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00146.csv,252,true
U00147,ALMU,"Aeluma, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ALMU,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00147.csv,252,true
U00148,ALNT,Allient Inc. - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ALNT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00148.csv,252,true
U00149,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ALNY,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00149.csv,252,true
U00150,ALOT,"AstroNova, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ALOT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00150.csv,252,true
U00155,ALRM,"Alarm.com Holdings, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ALRM,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00155.csv,252,true
U00156,ALRS,Alerus Financial Corporation - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,ALRS,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00156.csv,252,true
U00157,ALT,"Altimmune, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ALT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00157.csv,252,true
U00159,ALTO,"Alto Ingredients, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,ALTO,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00159.csv,252,true
U00163,AMAL,Amalgamated Financial Corp. - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,AMAL,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00163.csv,252,true
U00165,AMAT,"Applied Materials, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AMAT,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00165.csv,252,true
U00166,AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ,FEATURES_READY,FEATURES_READY,AMBA,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00166.csv,252,true
U00168,AMCX,AMC Global Media Inc. - Class A Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,AMCX,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00168.csv,252,true
U00169,AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AMD,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00169.csv,252,true
U00170,AMGN,Amgen Inc. - Common Stock,NASDAQ,FEATURES_READY,FEATURES_READY,AMGN,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00170.csv,252,true
U00172,AMKR,"Amkor Technology, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AMKR,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00172.csv,252,true
U00174,AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AMOD,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00174.csv,252,true
U00175,AMPG,"Amplitech Group, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AMPG,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00175.csv,252,true
U00176,AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AMPH,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00176.csv,252,true
U00177,AMPL,"Amplitude, Inc. - Class A Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AMPL,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00177.csv,252,true
U00178,AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,FEATURES_READY,FEATURES_READY,AMRX,LOCAL_PRICE_READY,local_price_history_exists,outputs\full_universe_source_acquisition\v2_38i_us_price_history_acquisition\us_price_history_raw_v2_38i\U00178.csv,252,true
