asset_id,ticker,company_name,exchange,cik,source_priority,candidate_matrix_status,fundamental_quality_status,price_quality_status,evidence_level,missing_reason,revenue_growth_yoy,revenue_growth_3y,gross_margin,operating_margin,net_margin,free_cash_flow_margin,debt_to_assets,cash_to_assets,shares_dilution_flag,profitability_positive_flag,growth_positive_flag,balance_sheet_risk_flag,return_1m,return_3m,return_6m,return_12m,volatility_3m,volatility_6m,max_drawdown_6m,max_drawdown_12m,price_vs_sma_50,price_vs_sma_200,sma_50_vs_sma_200,trend_positive_flag,recent_high_breakout_flag,near_52w_high_flag,recovery_from_drawdown_flag,avg_volume_1m,avg_volume_3m,liquidity_available_flag,fundamental_signal_summary,price_signal_summary,risk_signal_summary,evidence_notes,scoring_calculated,ranking_calculated,recommendation_generated,phase
U00017,ABNB,"Airbnb, Inc. - Class A Common Stock",NASDAQ,0001559720,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.102594,,,,0.20513,,0.630809,,,true,true,false,0.211796,0.358727,0.372106,0.398491,0.467972,0.397719,-0.104591,-0.172128,0.137662,0.318384,0.158854,true,false,true,false,5738879.095238,4356310.492063,true,revenue growth positive; net margin positive; positive FCF flag false,3m return positive; 12m return positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00018,ABOS,"Acumen Pharmaceuticals, Inc. - Common Stock",NASDAQ,0001576885,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,0.42662,,,false,false,false,0.33945,0.232068,-0.117825,1.147059,0.72509,0.697573,-0.373887,-0.373887,0.151193,0.205615,0.047275,true,false,false,true,352625.809524,467056.222222,true,positive FCF flag false,3m return positive; 12m return positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00019,ABSI,Absci Corporation - Common Stock,NASDAQ,0001672688,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,0.124126,,,false,false,false,0.114754,0.392126,2.439689,2.698745,1.2423,1.141354,-0.406196,-0.54,-0.046571,0.705156,0.788447,false,false,false,true,2787547.761905,4835776.238095,true,positive FCF flag false,3m return positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00020,ABTC,American Bitcoin Corp. - Class A Common Stock,NASDAQ,0001755953,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,8.015239,,,,-0.827218,-0.465603,0.465854,,,false,true,false,0.317949,6.740964,6.485437,0.001299,28.251047,19.979318,-0.580597,-0.939635,0.342294,1.97394,1.215566,true,false,false,true,1635317.952381,6829753.603175,true,revenue growth positive; net margin non-positive; positive FCF flag false,3m return positive; 12m return positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00021,ABTS,Abits Group Inc - Ordinary Shares,NASDAQ,0001864055,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.360209,,,,-0.314339,-0.184801,0.287106,,,false,true,false,0.445199,-0.422481,-0.404,-0.603723,1.368113,2.126554,-0.720275,-0.92074,0.202175,-0.446976,-0.53998,false,false,false,false,119763.952381,256632.428571,true,revenue growth positive; net margin non-positive; positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00022,ABUS,Arbutus Biopharma Corporation - Common Stock,NASDAQ,0001447028,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,1.282126,,,,-2.378826,-2.814528,0.190683,,,false,true,false,0.167431,0.194836,0.085288,0.371968,0.415411,0.428384,-0.178161,-0.258586,0.080312,0.13578,0.051344,true,false,true,true,3939830.380952,2790864.095238,true,revenue growth positive; net margin non-positive; positive FCF flag false,3m return positive; 12m return positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00023,ABVC,"ABVC BioPharma, Inc. - Common Stock",NASDAQ,0001173313,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,0.0,,,,-15.519475,,0.368657,,,false,false,false,-0.206731,-0.34,-0.419014,-0.708481,1.040498,0.987233,-0.64802,-0.783891,-0.29866,-0.464553,-0.236538,false,false,false,false,108504.761905,136644.444444,true,revenue growth non-positive; net margin non-positive; positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00025,ACAD,ACADIA Pharmaceuticals Inc. - Common Stock,NASDAQ,0001070494,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.118718,,,,0.364907,0.098129,0.215322,,,true,true,false,0.128075,0.382958,0.284,0.111581,0.351771,0.366517,-0.131253,-0.275837,0.070642,0.184026,0.105903,true,false,true,true,1732176.428571,1614979.444444,true,revenue growth positive; net margin positive; positive FCF flag true,3m return positive; 12m return positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00027,ACCL,Acco Group Holdings Limited - Class A Ordinary Shares,NASDAQ,0002038378,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_PRICE,FEATURES_READY,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,,,,,0.21057,0.312219,0.440677,,,true,false,false,0.292576,1.055556,1.041379,,0.797909,0.691335,-0.196319,,0.277801,0.385233,0.084076,true,false,false,false,41486.619048,449979.666667,true,net margin positive; positive FCF flag true,3m return positive; trend flag true,balance-sheet leverage not elevated,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00028,ACDC,ProFrac Holding Corp. - Class A Common Stock,NASDAQ,0001881487,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.113698,,,,-0.19003,0.010094,0.657728,,,true,false,false,0.214112,-0.316438,-0.003992,0.2475,0.960112,0.888152,-0.552109,-0.552109,0.023548,-0.076712,-0.097954,false,false,false,false,1973365.285714,1624118.587302,true,revenue growth non-positive; net margin non-positive; positive FCF flag true,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00029,ACET,"Adicet Bio, Inc. - Common Stock",NASDAQ,0001720580,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,0.172312,,,false,false,false,0.002165,0.1418,0.319088,-0.196181,0.636831,0.686761,-0.22449,-0.632812,0.072628,0.145823,0.068238,true,false,false,false,95009.52381,90941.269841,true,positive FCF flag false,3m return positive; 12m return non-positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00030,ACFN,"Acorn Energy, Inc. - Common Stock",NASDAQ,0000880984,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.044784,,,,0.218679,,0.376331,,,true,true,false,0.027331,0.12434,-0.148,-0.306941,0.522621,0.624527,-0.274862,-0.581099,0.023328,0.078684,0.054095,true,false,false,false,67418.285714,29141.015873,true,revenue growth positive; net margin positive; positive FCF flag false,3m return positive; 12m return non-positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00032,ACGL,Arch Capital Group Ltd. - Common Stock,NASDAQ,0000947484,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.142718,,,,0.220734,,0.694527,,,true,true,false,-0.024822,0.125428,-0.018611,0.077352,0.228919,0.220961,-0.113606,-0.140812,-0.011936,0.027141,0.039549,false,false,true,false,1748943.619048,1975771.68254,true,revenue growth positive; net margin positive; positive FCF flag false,3m return positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00033,ACHC,"Acadia Healthcare Company, Inc. - Common Stock",NASDAQ,0001520697,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.050351,,,,-0.332885,-0.132792,0.612741,,,false,true,false,-0.076496,0.156839,0.228795,0.230401,0.643995,0.584484,-0.242628,-0.571061,-0.07189,0.241166,0.337305,false,false,false,true,1667023.809524,2763065.079365,true,revenue growth positive; net margin non-positive; positive FCF flag false,3m return positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00034,ACHV,"Achieve Life Sciences, Inc. - Common Shares",NASDAQ,0000949858,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,0.485092,,,false,false,false,0.310665,0.723577,0.851528,1.90411,0.612915,0.947,-0.397727,-0.545455,0.24585,0.661117,0.33332,true,false,true,true,1363609.52381,1797550.793651,true,positive FCF flag false,3m return positive; 12m return positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00035,ACIC,American Coastal Insurance Corporation - Common Stock,NASDAQ,0001401521,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.13073,,,,0.318499,0.211275,0.703966,,,true,true,false,-0.143641,-0.102589,-0.193103,-0.152941,0.356167,0.355156,-0.250612,-0.295472,-0.097222,-0.158829,-0.068242,false,false,false,false,295922.761905,301464.730159,true,revenue growth positive; net margin positive; positive FCF flag true,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00037,ACIW,"ACI Worldwide, Inc. - Common Stock",NASDAQ,0000935036,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.103804,,,,0.128799,0.176115,0.510749,,,true,true,false,-0.107025,0.172043,0.237141,0.038095,0.36449,0.361115,-0.148721,-0.282544,-0.054354,0.109436,0.173205,false,false,false,true,1064604.666667,1049806.31746,true,revenue growth positive; net margin positive; positive FCF flag true,3m return positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00038,ACLS,"Axcelis Technologies, Inc. - Common Stock",NASDAQ,0001113232,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.175679,,,,0.143303,0.127537,0.239963,,,true,false,false,-0.160387,-0.306651,0.281905,0.375437,0.859396,0.793103,-0.425418,-0.425418,-0.20818,-0.052662,0.196406,false,false,false,false,353847.809524,512192.126984,true,revenue growth non-positive; net margin positive; positive FCF flag true,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00039,ACMR,"ACM Research, Inc. - Class A Common Stock",NASDAQ,0001680062,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.152395,,,,0.104379,-0.073901,0.32786,,,true,true,false,-0.109359,-0.238033,0.358945,1.481928,1.10179,0.956719,-0.485381,-0.485381,-0.201554,0.117788,0.399954,false,false,false,false,915918.904762,1323639.634921,true,revenue growth positive; net margin positive; positive FCF flag false,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00040,ACNB,ACNB Corporation - Common Stock,NASDAQ,0000715579,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.451046,,,,0.193154,0.274042,0.869902,,,true,true,true,-0.008369,0.19099,0.277811,0.411739,0.230008,0.239872,-0.103168,-0.148364,0.025022,0.193649,0.164511,true,false,true,false,70531.285714,74534.238095,true,revenue growth positive; net margin positive; positive FCF flag true,3m return positive; 12m return positive; trend flag true,balance-sheet leverage elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00041,ACNT,Ascent Industries Co. - Common Stock,NASDAQ,0000095953,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.578675,,,,0.011569,-0.027528,0.222849,,,true,false,false,-0.027688,0.101386,-0.131185,0.235679,0.255849,0.404205,-0.121739,-0.318335,-0.002431,0.013062,0.015531,false,false,false,false,55455.095238,68429.47619,true,revenue growth non-positive; net margin positive; positive FCF flag false,3m return positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00042,ACOG,Alpha Cognition Inc. - Common Stock,NASDAQ,0001655923,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.897797,,,,-2.022438,-2.022828,0.215728,,,false,false,false,0.087782,0.483819,0.594783,0.104819,0.56335,0.59104,-0.214592,-0.540816,0.087472,0.398708,0.286201,true,false,true,true,163152.904762,103673.190476,true,revenue growth non-positive; net margin non-positive; positive FCF flag false,3m return positive; 12m return positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00043,ACON,"Aclarion, Inc. - Common Stock",NASDAQ,0001635077,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.656242,,,,-95.518672,-94.886201,0.061239,,,false,true,false,-0.012712,-0.334286,-0.130597,-0.674944,0.630955,0.655728,-0.459786,-0.792054,-0.09366,-0.354125,-0.287381,false,false,false,false,67787.285714,61797.349206,true,revenue growth positive; net margin non-positive; positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00044,ACRS,"Aclaris Therapeutics, Inc. - Common Stock",NASDAQ,0001557746,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.581944,,,,-8.295809,-6.034245,0.357584,,,false,false,false,0.088608,0.300216,0.980263,2.119171,0.55794,0.615676,-0.194499,-0.366446,0.059523,0.447463,0.366146,true,false,true,true,1901609.619048,1883447.650794,true,revenue growth non-positive; net margin non-positive; positive FCF flag false,3m return positive; 12m return positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00045,ACRV,"Acrivon Therapeutics, Inc. - Common Stock",NASDAQ,0001781174,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,0.132604,,,false,false,false,0.378205,0.423841,0.272189,0.604478,0.725641,0.71408,-0.364055,-0.571429,0.166576,0.156971,-0.008233,false,false,false,true,367576.190476,390847.619048,true,positive FCF flag false,3m return positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00046,ACT,"Enact Holdings, Inc. - Common Stock",NASDAQ,0001823529,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.028336,,,,0.545581,,0.223151,,,true,true,false,0.011487,0.176914,0.156123,0.286321,0.181171,0.187081,-0.081711,-0.10961,0.025243,0.136107,0.108135,true,false,true,false,323015.238095,343214.603175,true,revenue growth positive; net margin positive; positive FCF flag false,3m return positive; 12m return positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00047,ACTG,Acacia Research Corporation - Common Stock,NASDAQ,0000934549,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,1.332003,,,,0.076015,,0.242457,,,true,true,false,-0.023758,-0.044397,0.094431,0.325513,0.245339,0.387813,-0.153101,-0.153101,-0.010291,0.03,0.04071,false,false,false,false,256533.714286,254201.714286,true,revenue growth positive; net margin positive; positive FCF flag false,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00048,ACTU,"Actuate Therapeutics, Inc. - Common stock",NASDAQ,0001652935,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,0.435448,,,false,false,false,0.160714,-0.285714,-0.57377,-0.850575,1.290994,1.253683,-0.709581,-0.888761,-0.029126,-0.612545,-0.600921,false,false,false,false,416552.380952,352358.730159,true,positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00049,ACXP,"Acurx Pharmaceuticals, Inc. - Common Stock",NASDAQ,0001736243,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,0.314836,,,false,false,false,0.0,-0.182857,-0.059211,-0.672018,0.762197,2.104883,-0.794872,-0.833333,-0.038397,-0.412797,-0.38935,false,false,false,false,197228.571429,123323.809524,true,positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
