asset_id,ticker,company_name,exchange,candidate_matrix_status,fundamental_quality_status,price_quality_status,evidence_level,missing_reason,phase
U00020,ABTC,American Bitcoin Corp. - Class A Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00021,ABTS,Abits Group Inc - Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00022,ABUS,Arbutus Biopharma Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00023,ABVC,"ABVC BioPharma, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00025,ACAD,ACADIA Pharmaceuticals Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00027,ACCL,Acco Group Holdings Limited - Class A Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,FEATURES_READY,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00028,ACDC,ProFrac Holding Corp. - Class A Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00029,ACET,"Adicet Bio, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00030,ACFN,"Acorn Energy, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00032,ACGL,Arch Capital Group Ltd. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00033,ACHC,"Acadia Healthcare Company, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00034,ACHV,"Achieve Life Sciences, Inc. - Common Shares",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00035,ACIC,American Coastal Insurance Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00037,ACIW,"ACI Worldwide, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00038,ACLS,"Axcelis Technologies, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00039,ACMR,"ACM Research, Inc. - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00040,ACNB,ACNB Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00041,ACNT,Ascent Industries Co. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00042,ACOG,Alpha Cognition Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00043,ACON,"Aclarion, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00044,ACRS,"Aclaris Therapeutics, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00045,ACRV,"Acrivon Therapeutics, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00046,ACT,"Enact Holdings, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00047,ACTG,Acacia Research Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00048,ACTU,"Actuate Therapeutics, Inc. - Common stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00049,ACXP,"Acurx Pharmaceuticals, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00051,ADAG,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00053,ADBE,Adobe Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00054,ADEA,Adeia Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00055,ADGM,"Adagio Medical Holdings, Inc - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00056,ADI,"Analog Devices, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00057,ADIL,"Adial Pharmaceuticals, Inc - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00058,ADMA,ADMA Biologics Inc - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00059,ADP,"Automatic Data Processing, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00060,ADPT,Adaptive Biotechnologies Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00062,ADSK,"Autodesk, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00063,ADTN,"ADTRAN Holdings, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00065,ADUS,Addus HomeCare Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00066,ADV,Advantage Solutions Inc. - Class A Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00067,ADVB,Advanced Biomed Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00069,AEBI,Aebi Schmidt Holding AG - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00072,AEHR,Aehr Test Systems - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00073,AEI,Alset Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00074,AEIS,"Advanced Energy Industries, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00075,AEMD,"Aethlon Medical, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00076,AENT,Alliance Entertainment Holding Corporation - common stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00077,AEP,"American Electric Power Company, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00078,AERT,"Aeries Technology, Inc. - Class A Ordinary Share",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00080,AEVA,"Aeva Technologies, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00081,AEYE,"AudioEye, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00083,AFCG,Advanced Flower Capital Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00084,AFJK,"Aimei Health Technology Co., Ltd - Ordinary Share",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00085,AFRI,Forafric Global PLC - Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00086,AFRM,"Affirm Holdings, Inc. - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00088,AGCC,Agencia Comercial Spirits Ltd - Class A Ordinary Share,NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,FEATURES_PARTIAL,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00089,AGEN,Agenus Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00090,AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00092,AGMH,AGM Group Holdings Inc. - Class A Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00093,AGNC,AGNC Investment Corp. - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00094,AGNT,"AGNT, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00095,AGPU,Axe Compute Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00097,AGYS,"Agilysys, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00098,AHCO,AdaptHealth Corp. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00099,AHMA,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,FEATURES_READY,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00100,AIAI,AIAI Holdings Corporation - Class A common stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,INSUFFICIENT_FEATURE_EVIDENCE,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00102,AIDX,"20/20 Biolabs, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,FEATURES_PARTIAL,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00103,AIFA,"All In FutureTech Alliance, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00104,AIFC,AI Financial Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00105,AIFF,"Firefly Neuroscience, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00106,AIFU,AIFU Inc. - Class A Ordinary Share,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00107,AIHS,Senmiao Technology Limited - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00108,AIIO,Robo.ai Inc. - Class B Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00110,AIMD,"Ainos, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00111,AIOS,AIOS Tech Inc. - Class A Common Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00112,AIOT,"PowerFleet, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00113,AIP,"Arteris, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00114,AIRE,reAlpha Tech Corp. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00115,AIRG,"Airgain, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00116,AIRJ,AirJoule Technologies Corporation - Class A Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00117,AIRO,"AIRO Group Holdings, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00118,AIRS,"AirSculpt Technologies, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00119,AIRT,"Air T, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00120,AISP,"Airship AI Holdings, Inc - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00121,AIXC,"AIxCrypto Holdings, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00122,AKAM,"Akamai Technologies, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00124,AKBA,"Akebia Therapeutics, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00125,AKTS,"Aktis Oncology, Inc. - Common stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,INSUFFICIENT_FEATURE_EVIDENCE,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00126,ALAB,"Astera Labs, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00128,ALCO,"Alico, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00129,ALDF,Aldel Financial II Inc. - Class A Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00130,ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00131,ALEC,"Alector, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00133,ALGM,"Allegro MicroSystems, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00134,ALGN,"Align Technology, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00135,ALGS,"Aligos Therapeutics, Inc. - Common stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00136,ALGT,Allegiant Travel Company - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00137,ALHC,"Alignment Healthcare, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00139,ALKS,Alkermes plc - Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00140,ALKT,"Alkami Technology, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00141,ALLO,"Allogene Therapeutics, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00142,ALLR,"Allarity Therapeutics, Inc. - Common stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00143,ALLT,Allot Ltd. - Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00145,ALMR,"Alamar Biosciences, Inc. - Class A common stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,INSUFFICIENT_FEATURE_EVIDENCE,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00146,ALMS,Alumis Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00147,ALMU,"Aeluma, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00148,ALNT,Allient Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00149,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00150,ALOT,"AstroNova, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00151,ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares",NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,FEATURES_PARTIAL,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00152,ALOY,REalloys Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00153,ALP,Alpha Compute Corp - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00155,ALRM,"Alarm.com Holdings, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
