asset_id,ticker,company_name,exchange,reason,phase
U08182,CEFS,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08183,CEFZ,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08184,CEGX,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08185,CEMB,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08186,CFIT,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08187,CIFU,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08188,CLSE,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08189,CLSX,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08190,CLSZ,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08191,CMCI,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08192,CNAV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08193,CNYA,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08194,COHX,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08195,COII,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08196,COIO,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08197,COIW,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08198,COMD,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08199,COPA,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08200,CORD,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08201,COSW,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08202,COWZ,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08203,COZX,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08204,CPSL,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08205,CRCD,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08206,CRDU,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08207,CRMX,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08208,CRWU,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08209,CSEX,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08210,CSM,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08211,CSTK,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08212,CTEF,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08213,CTIF,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08214,CVAR,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08215,CWII,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08216,CWVX,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08217,DAPR,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08218,DAUG,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08219,DDEC,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08220,DDFD,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08221,DDFF,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08222,DDFJ,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08223,DDFL,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08224,DDFM,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08225,DDFN,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08226,DDFO,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08227,DDFS,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08228,DDLS,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08229,DDNQ,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08230,DDSQ,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08231,DDTD,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08232,DDTF,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08233,DDTJ,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08234,DDTL,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08235,DDTM,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08236,DDTN,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08237,DDTO,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08238,DDTS,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08239,DDV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08240,DDWM,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08241,DDX,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08242,DDXX,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08243,DECM,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08244,DECP,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08245,DECT,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08246,DECU,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08247,DECW,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08248,DECZ,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08249,DEFR,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08250,DFEB,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08251,DFIC,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08252,DFIS,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08253,DFNL,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08254,DGJA,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08255,DGOC,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08256,DHDG,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08257,DIHP,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08258,DINT,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08259,DISV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08260,DIVB,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08261,DIVN,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08262,DJAN,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08263,DJTU,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08264,DJUL,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08265,DJUN,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08266,DLAG,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08267,DLFE,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08268,DLNV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08269,DMAR,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08270,DMAX,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08271,DMAY,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08272,DNOV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08273,DOCT,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08274,DOGD,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08275,DOGG,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08276,DOJE,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08277,DRGN,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08278,DRNL,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08279,DRSK,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08280,DSEP,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08281,DUBS,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08282,DURA,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08283,DUSA,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08284,DVVY,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08285,DWLD,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08286,EALT,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08287,EAOA,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08288,EAOK,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08289,EAOM,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08290,EAOR,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08291,ECH,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08292,EDEN,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08293,EDGE,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08294,EEMV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08295,EFAD,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08296,EFAV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08297,EFG,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08298,EFNL,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08299,EFV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08300,EGUS,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08301,EHY,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08302,EMDV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08303,EMGF,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08304,EMHY,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08305,EMTL,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08306,ENOR,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08307,ENPX,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08308,EOSU,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08309,EPRF,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08310,EQLT,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08311,ESG,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08312,ESGG,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08313,ESGV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08314,ESK,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08315,ESML,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08316,ETHU,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08317,ETTY,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08318,ETU,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08319,EUAD,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08320,EUDV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08321,EUHY,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08322,EUIG,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08323,EVLU,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08324,EVUS,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08325,EWUS,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08326,EYLD,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08327,EZU,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08328,FAPR,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08329,FAUG,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08330,FB,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08331,FBCG,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08332,FBCV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08333,FBUF,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08334,FCLD,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08335,FCPI,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08336,FCTR,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08337,FDEC,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08338,FDEM,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08339,FDEV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08340,FDND,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08341,FDRV,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08342,FEBM,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08343,FEBP,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08344,FEBT,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08345,FEBU,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08346,FEBW,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08347,FEBZ,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08348,FFDI,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
U08349,FFEB,,CBOE,invalid_identity,v2.38J-us-candidate-feature-matrix
