asset_id,ticker,company_name,cik,sec_name,sec_ticker,sec_exchange,match_tier,fetch_status,fetch_reason,phase,created_at_utc
U10436,BSXd,Boston Scientific Corp,0000885725,BOSTON SCIENTIFIC CORP,BSX,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U10542,C9Fd,Chipotle Mexican Grill Inc,0001058090,CHIPOTLE MEXICAN GRILL INC,CMG,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U10584,CAT1d,Caterpillar Inc,0000018230,CATERPILLAR INC,CAT,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U10596,CB1Ad,Constellation Brands Inc,0000016918,"CONSTELLATION BRANDS, INC.",STZ,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U10702,CDSd,Cadence Design Systems Inc,0000813672,CADENCE DESIGN SYSTEMS INC,CDNS,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U10946,COMm,Comer Industries SpA,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U11063,CSGa,CSG NV,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U11129,CTOd,Costco Wholesale Corp,0000909832,COSTCO WHOLESALE CORP /NEW,COST,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U11130,CTP2d,Comcast Corp,0001166691,COMCAST CORP,CMCSA,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U11156,CVSd,CVS Health Corp,0000064803,CVS HEALTH Corp,CVS,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U11249,DCHl,Dauch Corp,0001062231,Dauch Corp,DCH,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U11250,DCOd,Deere & Co,0000315189,DEERE & CO,DE,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U11337,DIAm,DiaSorin SpA,0001544088,DiaSorin SpA/ADR,DSRNY,OTC,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U11459,DY6d,Devon Energy Corp,0001090012,DEVON ENERGY CORP/DE,DVN,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U12192,EWLd,Edwards Lifesciences Corp,0001099800,Edwards Lifesciences Corp,EW,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U12314,FB2Ad,Meta Platforms Inc,0001326801,"Meta Platforms, Inc.",META,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U12335,FDAm,Fidia SpA,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U12362,FERGl,Ferguson Enterprises Inc,0002011641,Ferguson Enterprises Inc. /DE/,FERG,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U12489,FOOd,Salesforce Inc,0001108524,"Salesforce, Inc.",CRM,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U12507,FPMBd,Freeport-McMoRan Inc,0000831259,FREEPORT-MCMORAN INC,FCX,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U12598,G2Ms,Gentoo Media Inc,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U12650,GCPd,General Electric Co,0000040545,GENERAL ELECTRIC CO,GE,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U12733,GISd,Gilead Sciences Inc,0000882095,"GILEAD SCIENCES, INC.",GILD,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U12837,GRMd,General Mills Inc,0000040704,GENERAL MILLS INC,GIS,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U12903,HALd,Halliburton Co,0000045012,HALLIBURTON CO,HAL,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U13091,HRSd,L3Harris Technologies Inc,0000202058,"L3HARRIS TECHNOLOGIES, INC. /DE/",LHX,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U13132,HUGw,HUUUGE Inc,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U13133,HUH1Vh,Huhtamaki Oyj,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U13510,ILTd,Illinois Tool Works Inc,0000049826,ILLINOIS TOOL WORKS INC,ITW,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U13589,INLd,Intel Corp,0000050863,INTEL CORP,INTC,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U13771,ITUd,Intuit Inc,0000896878,INTUIT INC.,INTU,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U13894,J5Ad,Warner Bros Discovery Inc,0001437107,"Warner Bros. Discovery, Inc.",WBD,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U14175,KOSl,Kosmos Energy Ltd,0001509991,Kosmos Energy Ltd.,KOS,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U14192,KTFd,Mondelez International Inc,0001103982,"Mondelez International, Inc.",MDLZ,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U14386,LOMd,Lockheed Martin Corp,0000936468,LOCKHEED MARTIN CORP,LMT,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U14536,M44d,MARA Holdings Inc,0001507605,"MARA Holdings, Inc.",MARA,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U14575,MBKw,mBank SA,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U14600,MDOd,McDonald's Corp,0000063908,MCDONALDS CORP,MCD,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U14683,MLB1d,MercadoLibre Inc,0001099590,MERCADOLIBRE INC,MELI,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U14783,MTEd,Micron Technology Inc,0000723125,MICRON TECHNOLOGY INC,MU,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U15035,NTHd,Northrop Grumman Corp,0001133421,NORTHROP GRUMMAN CORP /DE/,NOC,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U15048,NVDd,NVIDIA Corp,0001045810,NVIDIA CORP,NVDA,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U15116,ONKd,ONEOK Inc,0001039684,ONEOK INC /NEW/,OKE,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U15121,OPCd,Occidental Petroleum Corp,0000797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U15165,OYCd,Delta Air Lines Inc,0000027904,"DELTA AIR LINES, INC.",DAL,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U15213,PARd,Parker-Hannifin Corp,0000076334,Parker-Hannifin Corp,PH,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U15236,PCE1d,Booking Holdings Inc,0001075531,Booking Holdings Inc.,BKNG,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U15263,PEPd,PepsiCo Inc,0000077476,PEPSICO INC,PEP,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U15336,PLUNd,Plug Power Inc,0001093691,PLUG POWER INC,PLUG,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U16135,SNl,Smith & Nephew PLC,0000845982,SMITH & NEPHEW PLC,SNN,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U16427,SUNBl,Sunbelt Rentals Holdings Inc,0002083785,"Sunbelt Rentals Holdings, Inc.",SUNB,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U16474,SWNd,Southwest Airlines Co,0000092380,SOUTHWEST AIRLINES CO,LUV,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U16555,SYPd,Synopsys Inc,0000883241,SYNOPSYS INC,SNPS,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U16707,TKEd,Take-Two Interactive Software Inc,0000946581,TAKE TWO INTERACTIVE SOFTWARE INC,TTWO,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U16757,TRACBs,Traction AB,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U16875,UAL1d,United Airlines Holdings Inc,0000100517,"United Airlines Holdings, Inc.",UAL,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U17156,UT8d,Uber Technologies Inc,0001543151,"Uber Technologies, Inc",UBER,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U17166,UWSd,Waste Management Inc,0000823768,WASTE MANAGEMENT INC,WM,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U17336,VIAd,Viatris Inc,0001792044,Viatris Inc,VTRS,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U17531,WDCd,Western Digital Corp,0000106040,WESTERN DIGITAL CORP,WDC,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U17664,WMTd,Walmart Inc,0000104169,Walmart Inc.,WMT,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18173,XONAd,Exxon Mobil Corp,0002115436,ExxonMobil Holdings Corp,XOM,NYSE,squashed_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18208,XS4d,ON Semiconductor Corp,0001097864,ON SEMICONDUCTOR CORP,ON,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18414,ZOEd,Zoetis Inc,0001555280,Zoetis Inc.,ZTS,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18538,07G0d,Corpay Inc,0001175454,"CORPAY, INC.",CPAY,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18540,096d,HubSpot Inc,0001404655,HUBSPOT INC,HUBS,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18541,0A1Ol,Zoom Communications Inc,0001585521,"Zoom Communications, Inc.",ZM,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18547,0A3Zl,Cloudflare Inc,0001477333,"Cloudflare, Inc.",NET,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18549,0A60l,FuelCell Energy Inc,0000886128,FUELCELL ENERGY INC,FCEL,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18559,0C6d,Cargurus Inc,0001494259,"CarGurus, Inc.",CARG,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18577,0HAVl,Agilent Technologies Inc,0001090872,"AGILENT TECHNOLOGIES, INC.",A,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18579,0HC3l,Alaska Air Group Inc,0000766421,"ALASKA AIR GROUP, INC.",ALK,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18580,0HCHl,Alexandria Real Estate Equities Inc,0001035443,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",ARE,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18582,0HCKl,Align Technology Inc,0001097149,ALIGN TECHNOLOGY INC,ALGN,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18584,0HCTl,Alliant Energy Corp,0000352541,ALLIANT ENERGY CORP,LNT,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18588,0HE2l,Ameren Corp,0001002910,AMEREN CORP,AEE,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18590,0HECl,American Electric Power Co Inc,0000004904,AMERICAN ELECTRIC POWER CO INC,AEP,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18591,0HEWl,American Water Works Co Inc,0001410636,"American Water Works Company, Inc.",AWK,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18592,0HF3l,Cencora Inc,0001140859,"Cencora, Inc.",COR,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18593,0HF6l,Ameriprise Financial Inc,0000820027,AMERIPRISE FINANCIAL INC,AMP,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18595,0HF9l,Amicus Therapeutics Inc,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18598,0HG8l,Elevance Health Inc,0001156039,"Elevance Health, Inc.",ELV,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18600,0HI1l,Arrow Electronics Inc,0000007536,"ARROW ELECTRONICS, INC.",ARW,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18602,0HIYl,Atara Biotherapeutics Inc,0001604464,"Atara Biotherapeutics, Inc.",ATRA,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18603,0HJLl,AutoZone Inc,0000866787,AUTOZONE INC,AZO,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18604,0HJOl,AvalonBay Communities Inc,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18605,0HJRl,Avery Dennison Corp,0000008818,Avery Dennison Corp,AVY,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18608,0HL5l,Ball Corp,0000009389,BALL Corp,BALL,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18610,0HMSl,Bellicum Pharmaceuticals Inc,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18614,0HOXl,BXP Inc,0001037540,"BXP, Inc.",BXP,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18617,0HQ3l,Brown-Forman Corp,0000014693,BROWN FORMAN CORP,BF-B,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18618,0HQPl,CBRE Group Inc,0001138118,"CBRE GROUP, INC.",CBRE,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18619,0HQUl,CF Industries Holdings Inc,0001324404,"CF Industries Holdings, Inc.",CF,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18622,0HRJl,CSX Corp,0000277948,CSX CORP,CSX,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18624,0HRZl,Coterra Energy Inc,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18628,0HTGl,Cardinal Health Inc,0000721371,CARDINAL HEALTH INC,CAH,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18632,0HVDl,Permian Resources Corp,0001658566,Permian Resources Corp,PR,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18633,0HVFl,CenterPoint Energy Inc,0001130310,CENTERPOINT ENERGY INC,CNP,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18634,0HW4l,Charter Communications Inc,0001091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
