source_id,source_type,path,exists,ticker,source,as_of_date,fetched_at,dataset_version,cache_key,size_bytes,sha256
29ff43f033dcface,json,outputs\scouting\active_stage1_policy_status.json,True,ACTIVE,outputs/scouting,,,phase9b_minimal_datahub_v0_1,29ff43f033dcface25ae48cb9f5d3255010a1e6cd9b23b7c748999b3b0fe1bb4,422,accd4a58b040ea6b2428429beb760a163ff27a1034e0a6fd4ba41241941bb4a1
1fa7bf530fd6e239,csv,outputs\scouting\clean_500_stability_metrics.csv,True,CLEAN,outputs/scouting,,,phase9b_minimal_datahub_v0_1,1fa7bf530fd6e239e5b36ff18eb068159ea489c17b94acba380bad9a81cd9ef2,253,394eec47e1e268fc051c84d0aa0240ae5c3a074af018156c7d733bf156467c90
2b763ed7f1cfa8cc,md,outputs\scouting\clean_500_stability_report.md,True,CLEAN,outputs/scouting,,,phase9b_minimal_datahub_v0_1,2b763ed7f1cfa8cc595b3f431140538b65809a7c8def497cac02505378b40c27,1202,ff968d90e29244f1e15cf7bc53956421634b785c7161d3149efb3ee13ae2c405
bc7c496cbcb90114,json,outputs\scouting\clean_500_stability_summary.json,True,CLEAN,outputs/scouting,,,phase9b_minimal_datahub_v0_1,bc7c496cbcb901148f984a7fc23169fc3594d804bf063b67324dc1b56821236b,2416,18a55cd60d582f099e32ee6f976849b8699ee95fa6235d5ef2ad6a17ac7bcf50
b727278a4b9d953b,csv,outputs\scouting\clean_500_stage1_rejection_distribution.csv,True,CLEAN,outputs/scouting,,,phase9b_minimal_datahub_v0_1,b727278a4b9d953bf98721cd8cf7b760176bdd316b7fa1f16d6c510a54d6d764,212,da6cc8a25addacc2979bd0a019663ef91d8f71b7f5094077efce1747ba4bcdfb
aeea4a3c544213cb,json,outputs\scouting\free_us_universe_download_summary.json,True,FREE,outputs/scouting,,,phase9b_minimal_datahub_v0_1,aeea4a3c544213cba4ac15b4c34d98a5691e68eae3011488ce8caf7024e0683d,1165,e1177259af3ed3a5e398402604917f69a21984ce559ca0860a568dea3e55335a
5950deca3938c049,csv,outputs\scouting\fundamental_coverage_report.csv,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,5950deca3938c0499272e69c798a7df288c37b0e84515e124cf565ad74006c80,1554,a85789d853c51dd93b4aa9496204f42a088581f9806643a6476bfa3be8cfcef6
51041f1fb06f387e,json,outputs\scouting\fundamental_coverage_report.json,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,51041f1fb06f387e023210776019c1c189988be0ee4f5ea3cdf2b31adc37094a,2562,a62239754de47268d592217ca6b77aed99f4ee78d58d74fc4fa6422a259917a6
0cf7065122cd3017,csv,outputs\scouting\fundamental_missing_by_company.csv,True,BY,outputs/scouting,,,phase9b_minimal_datahub_v0_1,0cf7065122cd301797cde4387ce23c48f7aee852489eca14357cb1be63ec3ea1,87213,efed10c743580ad32c3d0b4ca7cf6d48a82cb56e23e8f56d91fba4371e9f4373
ffa222463505face,json,outputs\scouting\fundamentals_enrichment_summary.json,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,ffa222463505face868da128326b2996b7bae105d52799db0a56a981a2b3907c,374,ab4e1705abe5139d1d41a21c61a137952a2e458a78ac900ee3672ceeae82e448
5fc47a2e7f35f790,csv,outputs\scouting\fundamentals_yfinance_enrichment_coverage.csv,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,5fc47a2e7f35f790a9e2a153e1c5e88a6ed191d8369b68092d5dfadd2e497740,698,5fe40ce5498f2fc427b91e24197c601ee0f3a75d4cae7126c764c1f54f8c4288
9bc3018e73ae5e7c,md,outputs\scouting\fundamentals_yfinance_enrichment_report.md,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,9bc3018e73ae5e7ca695343681f4e8246bae12d5e0247a6ed219cce0c9c6bd99,517,aa03e8c25a340a1952485fe88970db3070d64a2e8486fbff3448098131e3c0fc
d6b4afa97b4f887c,json,outputs\scouting\fundamentals_yfinance_enrichment_summary.json,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,d6b4afa97b4f887c1ed5fb1e75bc082e6dbad6915761c4e886fda934facf51dc,1785,cf8af47fde2295e5c0d83ec6dfc1ffaad19fb7549df6170d543cd8d8b9f40db5
704fb9637ba302d0,csv,outputs\scouting\fundamentals_yfinance_failures.csv,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,704fb9637ba302d0b0b838f53c5a6dc044cadaa99d8ef9a9a4555f48b5c11083,28,84f779a3a661774ef505515ffdc1300bcb98b79180ae160c8e6fffeb2b9f21f7
eabb91f95ae3a20c,json,outputs\scouting\global_funnel_run_summary.json,True,GLOBAL,outputs/scouting,,,phase9b_minimal_datahub_v0_1,eabb91f95ae3a20c20954831baccbd93ca92df2c912f8c54055a786c07e3d0eb,11904,566c7ea5836aa7c0ab19f74c2681fb8accd065689015b6497f3dc6aea0e26015
7f4493fd21542281,csv,outputs\scouting\institutional_cleaning_comparison_metrics.csv,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,7f4493fd21542281334818c9146c543c61e1fd6d7fcae9261e1739d47e985cb6,380,715264db3e7c171ecf6071a1c2078dcd736c40d40877ef634ad3874c7dd4752e
bf27fc315c0e1481,json,outputs\scouting\institutional_cleaning_comparison_report.json,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,bf27fc315c0e1481cd65dd5fd5fd732e70362588e2c6bd03c4890b7d5ee5ae87,3481,445b0b4aca5945b6bace3688b5cad43f382371169f8ab627b715604e3b6ffba5
fa3bc0f9f2a6af3b,md,outputs\scouting\institutional_cleaning_comparison_report.md,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,fa3bc0f9f2a6af3b05a2069b18a36b3f4087fefca1c8a8bb05c98ed4de74b3a1,1738,cd36858abdcefd3df99ae78092d784780de78f3f8176acd2876a2d72382f7eba
cc88f481cefba166,csv,outputs\scouting\market_data_enrichment_failures.csv,True,MARKET,outputs/scouting,,,phase9b_minimal_datahub_v0_1,cc88f481cefba166e7af1cd1f587f9f1d6ce928a118c32556f015a7e4d344ca8,248,0566c7f05d3cce68b72a4eb1e2132a3b6beb9601c1c41e16eed24916de40b510
ce41c5687dc048b6,csv,outputs\scouting\market_data_enrichment_success_sample.csv,True,MARKET,outputs/scouting,,,phase9b_minimal_datahub_v0_1,ce41c5687dc048b6b233851cb50f1c6d334721b0420250853be6dbfea19decd0,12825,1a3e4e375c3a44525bc527b5203793f1154ebaa30a6a2741098db341ce547f60
ed169eab371d9d98,json,outputs\scouting\market_data_enrichment_summary.json,True,MARKET,outputs/scouting,,,phase9b_minimal_datahub_v0_1,ed169eab371d9d9824f48350205b8feb4830c351b939579487108ca8597f9535,1181,ae62a8ec682099343617e77e0d737df5acf6c27c3dcffd9ed3031bab471070e2
35f15aa0a59e3685,csv,outputs\scouting\phase7c4_pipeline_revalidation_evidence.csv,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,35f15aa0a59e368590347896dd52b3439032cc77883662a2744501509b758478,2584,79a98bacbe7bc7dc6fb87fc81c9bcda790860408d0f1d6042fb5bc5fd27798a3
b6a7c92b47239746,md,outputs\scouting\phase7c4_pipeline_revalidation_report.md,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,b6a7c92b47239746435e4254c0d01545971e08a7a55b5b67a15a985cc1187dcf,4862,82651b88a9ca7be9ae6d3cb642607eb69d595e7d6a4ab415de17a23d663f45bd
26c8fe6a0253ed49,json,outputs\scouting\phase7c4_pipeline_revalidation_summary.json,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,26c8fe6a0253ed49489fc270fefd2e71df7ef019c2407c6f4f79da90220d4240,7765,fba202989d6268964911d94ffc430fa40c10bc7aad2aeacf8dce076fca5c1418
e663208be40c219f,csv,outputs\scouting\phase7c4_pipeline_revalidation_top_candidates.csv,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,e663208be40c219f1a0636babab409fd55f0795107f3c6d8dc22e2ed60514dae,2131,7909066304168322c6bb379c7f8feb28b41391951c3f278c83be012a00c86f01
3ca2ad6b577e7e1e,md,outputs\scouting\phase7d1_dashboard_hotfix_report.md,True,HOTFIX,outputs/scouting,,,phase9b_minimal_datahub_v0_1,3ca2ad6b577e7e1ebcb4b44942acd5f1eb918ff4b30519de69eb92fd2dc79991,900,b654cfe0439033d621c9b256e28050b31d19e3a47bc6d2a8cf6837feeef3d0e1
270b5cdef8c76a8b,json,outputs\scouting\phase7d1_dashboard_hotfix_summary.json,True,HOTFIX,outputs/scouting,,,phase9b_minimal_datahub_v0_1,270b5cdef8c76a8bc399b3261d8592c4d38c20621a9bc3062bc6b7f211905818,596,6b787ce5dabe05f943755a035f4ab4faef42162c4f84faa524f66c62ed43078c
7a406ae8db52b66f,md,outputs\scouting\phase7d2_institutional_count_hotfix_report.md,True,COUNT,outputs/scouting,,,phase9b_minimal_datahub_v0_1,7a406ae8db52b66fa803bef298990abc3de941355d86d0a931ff513a2b516208,887,82d2c7cd14f0a901718652b5f028af7a4c7b9499079e2cfce1195c528c6fc7f9
3d90da6cb2bf77bc,json,outputs\scouting\phase7d2_institutional_count_hotfix_summary.json,True,COUNT,outputs/scouting,,,phase9b_minimal_datahub_v0_1,3d90da6cb2bf77bca545217fe7446fe8d87e7466112e2de8343699581bf669f0,549,ab376d28bb999ca060fb6c5b37e1633681acb9c8d0923fdef5e428737063ddf6
63b6d01d0edf571e,md,outputs\scouting\phase7d3b_fundamental_coverage_exact_fix_report.md,True,EXACT,outputs/scouting,,,phase9b_minimal_datahub_v0_1,63b6d01d0edf571ed02db93272e19e16a722557b2b6ecec7ea344f3a68fc7582,1383,cfa4673788af8255b45851788e01a6b97540ed25b3c0363db54203ba2a166a5a
7dc00d82f608a059,json,outputs\scouting\phase7d3b_fundamental_coverage_exact_fix_summary.json,True,EXACT,outputs/scouting,,,phase9b_minimal_datahub_v0_1,7dc00d82f608a059cfb602a2b336262bd2df2171ae29c0d1ed631f90cda4c54b,898,b0e2af20a0f3f566756d53c1237246da76858856aae2414df529258fcc560444
cef98761f14979aa,md,outputs\scouting\phase7d_dashboard_revalidated_funnel_report.md,True,FUNNEL,outputs/scouting,,,phase9b_minimal_datahub_v0_1,cef98761f14979aa44c6615a1523b6b99aca41b77e996bff59dcaf9d956c5478,932,585f2a5da07017e2798884f7f28bd7f76c571c453ebedd00d2e3fcd25b1929d2
62ed2a3ab0e79ad0,json,outputs\scouting\phase7d_dashboard_revalidated_funnel_summary.json,True,FUNNEL,outputs/scouting,,,phase9b_minimal_datahub_v0_1,62ed2a3ab0e79ad0d1ce2d203a0443981bd0fabd624ab5ba99e8ed65c4fa655b,1071,02dc5f15b022e0c1bc23861a2532a94e5a1ea241ba615ce9ac5a141d7f82f020
aaa4b7133dd49fe7,csv,outputs\scouting\phase7e_v07_release_checkpoint_evidence.csv,True,V07,outputs/scouting,,,phase9b_minimal_datahub_v0_1,aaa4b7133dd49fe7a6d641b2f3362922ddb41cb309ad9cdbfdf36f523f186486,2338,42bfe02c43755ed805b2698168ecf842e3d4d3a7c1cc697278e91929cc0a4c13
9fe8b02d2e29c178,md,outputs\scouting\phase7e_v07_release_checkpoint_report.md,True,V07,outputs/scouting,,,phase9b_minimal_datahub_v0_1,9fe8b02d2e29c178eefb21a31eedfc0b33038ac6b1ebe3ce5acd6d56f1b7b766,4108,b40bcdde6e873f714f34a1d0265630ab9df9787924656ed573b408f7ac90c48e
9abd136627a98a57,json,outputs\scouting\phase7e_v07_release_checkpoint_summary.json,True,V07,outputs/scouting,,,phase9b_minimal_datahub_v0_1,9abd136627a98a570c17ff435198b332f430f19c098ba63f34fe5ee872e9bef8,6415,90c80a78d80f1f75ec1eb47af89cc1c9744e01fb4b449c2063847e34f4eb4ed0
da3402f7594ee969,csv,outputs\scouting\phase7f1_release_v07_files_audit.csv,True,V07,outputs/scouting,,,phase9b_minimal_datahub_v0_1,da3402f7594ee96979dd34358b805a05d2fd77dec5bffb5001740f4502450268,23584,4302df46087acdac3965a33965c9ef27c4e5c013632901ae290c0016117bfac2
72e647c2b289b062,md,outputs\scouting\phase7f1_release_v07_integrity_report.md,True,V07,outputs/scouting,,,phase9b_minimal_datahub_v0_1,72e647c2b289b0627c4062fa1e2616865cfd573c91df8d84a130761fe863008d,1960,82207d59e244c68913bd4321c10e758019ce26e4da7dead3d6097a66d2d894d7
f44aae59512e8219,json,outputs\scouting\phase7f1_release_v07_integrity_summary.json,True,V07,outputs/scouting,,,phase9b_minimal_datahub_v0_1,f44aae59512e8219f20039f99f949c473c4f24d1a2af234fe5db26d9130fb02a,2670,433a8063ff1af85994e844b2fb087e6818f4ccf5f05b932f91afe289a100a037
8f67b840a77f9f6b,md,outputs\scouting\phase7f1b_release_self_evidence_fix_report.md,True,SELF,outputs/scouting,,,phase9b_minimal_datahub_v0_1,8f67b840a77f9f6bffce732ad5b1114c87d04954d6d815338390f5ddcc52fa48,1068,e1d627a43a96940cafbed51347a8d6e4b3a3a190f2e4f375c5111f2a811b7745
6c51467125103dc9,json,outputs\scouting\phase7f1b_release_self_evidence_fix_summary.json,True,SELF,outputs/scouting,,,phase9b_minimal_datahub_v0_1,6c51467125103dc9597ece4c2d9bb5531f3ede4680df5e84fc1fafccefc13076,1656,41be3925fc498bc9e24ea7ecd9cd1cd4d7be4ac792ea69efa948db09455ffb25
082668331b294a80,md,outputs\scouting\phase7f_release_v07_packaging_report.md,True,V07,outputs/scouting,,,phase9b_minimal_datahub_v0_1,082668331b294a803b493582d90ecf84465b02f7dfdedc96a52f2799744c2c1f,969,b785baed788595781f26e3ebc314629244ac04ab846b7b424ef8d2f247a38db3
fd3e23677b3b7ed3,json,outputs\scouting\phase7f_release_v07_packaging_summary.json,True,V07,outputs/scouting,,,phase9b_minimal_datahub_v0_1,fd3e23677b3b7ed30b121c55d893ab33fe5b59cefd92a17d85b1e4cd78803531,74996,622585e197bff703dedda8560f97789d9df3e2543e81ae5ad40ecd108d87f49c
761a9b85e0c05ae1,md,outputs\scouting\phase7g_freeze_final_v07_report.md,True,FREEZE,outputs/scouting,,,phase9b_minimal_datahub_v0_1,761a9b85e0c05ae15559c7e99ef7a007ab126266085464530b6c19612d0b3b8c,1079,2eab1578439d4c58590fea9a36586fedbe23e02d22e70a5ee95639214f4b9d39
54840fbafc61a8eb,json,outputs\scouting\phase7g_freeze_final_v07_summary.json,True,FREEZE,outputs/scouting,,,phase9b_minimal_datahub_v0_1,54840fbafc61a8ebcafb27e59bf9219357e56c36298ac244ce8331abe8020a2e,1303,64c4c7d6439dcba20ef4bcd3e115ba4dca1b4dea0c1984a63f553bdda15390de
68bc0a77e8bd7055,csv,outputs\scouting\phase8a_dashboard_final_design_matrix.csv,True,FINAL,outputs/scouting,,,phase9b_minimal_datahub_v0_1,68bc0a77e8bd7055869a3b13d8f76f79a9b2ff08ada59028e00d072863f56a15,1292,ab1223b6026138f5bffae11bd8bd3b33f573711dcc615aa3c14cd335ae0b3622
7ecca772b12f43de,md,outputs\scouting\phase8a_dashboard_final_design_report.md,True,FINAL,outputs/scouting,,,phase9b_minimal_datahub_v0_1,7ecca772b12f43de510232b45c362a7e10223cf9d749bf76491d4a5f3e86352b,4009,9347e44cd29760cf45dc7af4cbb437c62bd28b932ae2b8db279f37e3cfc8acf4
28b4e9b5f08aed51,json,outputs\scouting\phase8a_dashboard_final_design_summary.json,True,FINAL,outputs/scouting,,,phase9b_minimal_datahub_v0_1,28b4e9b5f08aed51a62bc04e40af8f1ebe97d272c82f50a145c20fcaa62c5f3a,1469,829c2b554078590571748052ae5fd08edde129862f3596ad877d51cc98a28d08
563b093c35de048d,md,outputs\scouting\phase8b_ai_equity_research_memo_blueprint_report.md,True,AI,outputs/scouting,,,phase9b_minimal_datahub_v0_1,563b093c35de048dc3c2b8f4d551f8146f021f3d3523c379a30f33a3470b37f9,4533,7f19c80ee1d19f7da6621bd4cc110145967a93e1b50d5cb64b5b2637ba352d76
2a259d3e272ea803,json,outputs\scouting\phase8b_ai_equity_research_memo_blueprint_summary.json,True,AI,outputs/scouting,,,phase9b_minimal_datahub_v0_1,2a259d3e272ea8030c97a98cfe74d247025a5ae25ec2a7e049c53778d6251f9b,1888,7f57137d88e5aee3da01185d5ea8495230c2d281a9c563ca753cb2414f20acc9
0d7c577a6a161529,csv,outputs\scouting\phase8b_ai_equity_research_memo_modules_matrix.csv,True,AI,outputs/scouting,,,phase9b_minimal_datahub_v0_1,0d7c577a6a161529e9bdd89db39e388b62bbec881aa86a1a31aadeb10ef3f9fc,1237,b7000eee086019f2448ee68aad52d15e0a1b794cf3be8f9f69cf06a6e1a3b8f6
fe41060411cbe152,json,outputs\scouting\phase8b_equity_research_memos_table_schema.json,True,EQUITY,outputs/scouting,,,phase9b_minimal_datahub_v0_1,fe41060411cbe15214df19a28f54943f6faf76e2328b4fa2fe6e5447c1be8fd3,3427,bbb38c532a3dc5943616f60248e1f4f56a5dd9cad3503768a40e5b3a3e1a7aaf
b3e7820d83cfcb4a,csv,outputs\scouting\phase8c_deterministic_modules_matrix.csv,True,MATRIX,outputs/scouting,,,phase9b_minimal_datahub_v0_1,b3e7820d83cfcb4af2bb4476e63069ed3eef3223bb750e7ae0730a0e302b1b5c,711,852799893e38a6c31dbc933ec7ad6ef6d0ac7ec2c3f45eb462a4c4d5644c1e67
cdd74559a733afb7,csv,outputs\scouting\phase8c_deterministic_research_memos.csv,True,MEMOS,outputs/scouting,,,phase9b_minimal_datahub_v0_1,cdd74559a733afb7d6d046bccd696d3bd99843957c2fd52fa336b71bda28ba36,273,92c522c6c9c8cb85dc982c0a0e9ea73a427d8fe252f6ce4fae50edeb1fd4f5f9
99233844b6eee02a,json,outputs\scouting\phase8c_deterministic_research_memos.json,True,MEMOS,outputs/scouting,,,phase9b_minimal_datahub_v0_1,99233844b6eee02add6ca22c7723a0a3388629457396b778ae1cd846cd710d5b,2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
4a585b55c6561862,md,outputs\scouting\phase8c_deterministic_research_modules_report.md,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,4a585b55c656186204945384133b804a8a81f335b333546a86a5af14d4ac174a,1760,0eba1d3907808feadaf9456a4fab4d3d014962085b7e0741a3d1e7219727486e
666b288a56822ed1,json,outputs\scouting\phase8c_deterministic_research_modules_summary.json,True,,outputs/scouting,,,phase9b_minimal_datahub_v0_1,666b288a56822ed1215a531995671719714cc02ebad52cb9b04ea62b83531b4c,1205,740f557093ef557bd80669007870c0d5ac23b559e685dbfbbc6115cf037bfe55
4e0ac76776e63eb4,csv,outputs\scouting\phase8d_bound_top_candidates.csv,True,BOUND,outputs/scouting,,,phase9b_minimal_datahub_v0_1,4e0ac76776e63eb4ba77b736d2502ed9dc61b81c39f605f72ad852d2873a9ef7,465,cf6a44c2591479cfe6b5edd1d599bc620218b176160af262d30fefaef0f2d589
682e629abfacee34,md,outputs\scouting\phase8d_candidate_source_binding_report.md,True,SOURCE,outputs/scouting,,,phase9b_minimal_datahub_v0_1,682e629abfacee34ca514b70b5b52a5dc108056b2de336713d9931b932990bd0,2831,042e7b34ad9fa52501890c7754f3e85d073a53acf2da67182c47fc525c5cc4eb
d68c06cde3897cd7,json,outputs\scouting\phase8d_candidate_source_binding_summary.json,True,SOURCE,outputs/scouting,,,phase9b_minimal_datahub_v0_1,d68c06cde3897cd7db28b738575f67c7638284f9b09a9c3e0421af93c9b74b0a,1834,78ade0b553b0300376e91825118f81052f1a20457b8415a72cdaf663a781fcfe
2ced66fdcdea057f,csv,outputs\scouting\phase8d_candidate_source_bound_memos.csv,True,SOURCE,outputs/scouting,,,phase9b_minimal_datahub_v0_1,2ced66fdcdea057f2eb0bdbb9f959fa103ce6fbeab334da1fd594718a8a46449,359,48333fc32ca3adb4495b47ab76ec8fe1cd8d09bc96ca1e8c984cc135830e8cea
8186afa23ca4e0aa,json,outputs\scouting\phase8d_candidate_source_bound_memos.json,True,SOURCE,outputs/scouting,,,phase9b_minimal_datahub_v0_1,8186afa23ca4e0aa0a908f56d1d29dae6593228e3106c168751cd83c60766931,50155,fc263c270328cbf2b76c0a0729201fc019725a334525c3b3e93ebf7f17b795be
592fe95194e12b6c,json,outputs\scouting\phase8d_candidate_source_discovery.json,True,SOURCE,outputs/scouting,,,phase9b_minimal_datahub_v0_1,592fe95194e12b6cca986869deda8c8419b2d0d36cf292d95b86a2fd82371a55,7361,3e462926513f4f6fd35707787e738aae1756d4b2398806057fffeee59d509982
4572104f85f34bfb,json,outputs\scouting\phase8e_equity_research_memo_db_audit.json,True,EQUITY,outputs/scouting,,,phase9b_minimal_datahub_v0_1,4572104f85f34bfb2494aeef8ee8dc63178f03138d8573b75131ba4913ebd64c,1181,992edf41a20753c4ffe2520f10c8d6a96cb2ee9672748db80e38f1154f511bc2
b5d4f2bc4837527f,md,outputs\scouting\phase8e_equity_research_memo_persistence_report.md,True,EQUITY,outputs/scouting,,,phase9b_minimal_datahub_v0_1,b5d4f2bc4837527fc12fcafa1c1009bf9fa5d54a6b82cf315835d2783162cec2,1072,5324abe1e5684f387985c27c41e0808cb50f5ea7611a055faf8c430a72ba8008
218bd5ad73f19e4a,json,outputs\scouting\phase8e_equity_research_memo_persistence_summary.json,True,EQUITY,outputs/scouting,,,phase9b_minimal_datahub_v0_1,218bd5ad73f19e4a1e4c65b2bd1a3dfeabd0cb19fcfad75cf481d63144309371,1231,f3475249383a14d06ffc3dc08db4d8fb073abc649ca534d548f756ae8dc581d3
8959ae06ab7f79c3,csv,outputs\scouting\phase8e_persisted_equity_research_memos.csv,True,EQUITY,outputs/scouting,,,phase9b_minimal_datahub_v0_1,8959ae06ab7f79c3385a3f24aca018934ea118d909ed1775b8f50226f692b39f,925,2a871cc927ddb016ec3c05c5d85b4308dfa0a38f8748641dc083446830857511
a5df87ed093fae1f,json,outputs\scouting\phase8e_persisted_equity_research_memos.json,True,EQUITY,outputs/scouting,,,phase9b_minimal_datahub_v0_1,a5df87ed093fae1fcecc5e63b18c6c1ef18d5137e2fa7642eff3d369bf5500bb,28970,328f493acfb717e85b7aa0bc1742bbef54e746d55ff1ee711f5c5d89fbecd7a8
05c510e5bc3a1998,json,outputs\scouting\phase8f_research_memo_export_report_layer_audit.json,True,MEMO,outputs/scouting,,,phase9b_minimal_datahub_v0_1,05c510e5bc3a1998072c74b62d355c8707cd01f67b911e2ecb12d7dc1910c5af,1250,052e43903ce904dd19c925fd01ba39970beef6527c0b48e1fc497d251f86b656
2ca0469e70d508a2,json,outputs\scouting\phase8f_research_memo_export_report_layer_export.json,True,MEMO,outputs/scouting,,,phase9b_minimal_datahub_v0_1,2ca0469e70d508a2cbb0405d750fbe147888f5a4691d223d6b22ea28dcb2f14b,36212,f95f868bf342561232d57e64b313eadfe3fa8fb48e43ce804cf900469aaccbb8
00ee8d648787eec6,csv,outputs\scouting\phase8f_research_memo_export_report_layer_index.csv,True,MEMO,outputs/scouting,,,phase9b_minimal_datahub_v0_1,00ee8d648787eec63b6a0e69a497cf758c1e208bbfd1de427a8ac53ab94cffc1,609,fb6e9d4a04f743ffb82af65a12af67a1c23d02cad08ccc06438e76f454f5aeda
