path,size_bytes,sha256
docs/phase7/PHASE7A3_INSTITUTIONAL_UNIVERSE_CLEANING.md,1777,5721a853f87422a467662d551bc39ddb4f6cce8e412e4e975f3587a11faf8e18
docs/phase7/PHASE7A4_INSTITUTIONAL_CLEANING_COMPARISON.md,873,3d57a561d0cea89bdd1adecb0ced0f70d50881caf22aec9dc73a81df7e2a41c6
docs/phase7/PHASE7A5_INSTITUTIONAL_UNIVERSE_DASHBOARD.md,965,455a71eec2a02e8e20a83464149a04cec101f77124e2b583a3bf6f09c19c907c
docs/phase7/PHASE7A6_CLEAN_500_STABILITY.md,639,7f6854d6e5605c482f764c7ec09bc9a574758dae6f9afc78eb589407ac4061d9
docs/phase7/PHASE7A_REAL_UNIVERSE_PILOT.md,1320,75ba3baba67151243d6d5887ec5abd638fe35608834dd657d213eab2d8a19eb1
docs/phase7/PHASE7B1_STAGE1_POLICY_SIMULATOR.md,900,e56ed50ed83b131f9c4e1722b7ab21eeedcd0d66d019bfc914d5a131fb12c114
docs/phase7/PHASE7B2_ALIGN_STAGE1_SIMULATOR.md,908,b2a1ae4d27b758c2825f15289c4a76ff12afc6f62d96a0796ac335435bfb9033
docs/phase7/PHASE7B3_ALIGNED_STAGE1_POLICY_SIMULATOR.md,994,d34d9783e45cbae2d03d34aa97528caede8ff4f472450acf793746abf0fedfd6
docs/phase7/PHASE7B4_STAGE1_SIMULATOR_100_ALIGNMENT.md,480,1d99cdf7970cf483689b33693396eca9816664dfa103b9e52c2ad419c6a33c64
docs/phase7/PHASE7B5_STAGE1_CANDIDATE_POLICY_DECISION.md,813,a924d4bf79f61a5991dac0c0e6475811943e16ce7016884e7604ec8a9eb55d3e
docs/phase7/PHASE7B6_BALANCED_POLICY_DRY_RUN.md,759,7400cc00148343506e6c89a74dc93e610491fd161f1f6c91afb40300a7bdccdd
docs/phase7/PHASE7B7_BALANCED_POLICY_IMPACT_APPROVAL.md,457,17b548a13107d99df53266273ac0ddd53ce5a34898a376f1f6e67c1782c71ce9
docs/phase7/PHASE7B8_1_EXACT_STAGE1_IMPLEMENTATION.md,522,e074d783963d53219319872b07e60c153a64f531e4f28a5381b630060d6d1a92
docs/phase7/PHASE7B8_GUARDED_STAGE1_IMPLEMENTATION.md,491,ba5177cb0af9115aa5ffbf6344a6f07a6896e32d7fcd3098358e8ff6212b5821
docs/phase7/PHASE7B9_STAGE1_BALANCED_CLOSURE.md,353,8ee203c4521f7e8df0d17e7a4be7096bde610c15dc22b29269c458a68178b9b4
docs/phase7/PHASE7B_STAGE1_PROFESSIONAL_DIAGNOSTIC.md,1135,696055840c363352d57fd0e696bca947432651968c1b760d7bc1ffa7d6519745
docs/phase7/PHASE7C1_YFINANCE_FUNDAMENTALS_ENRICHMENT.md,694,212a3a4bafe293af48aa153597f23b88846697a183260ad4bdbe00fcab6d56f7
docs/phase7/PHASE7C2_STAGE2_YFINANCE_POLICY_DRYRUN.md,657,25daf1517541acd907106283973b856ef13351f4de7fe95ef2870f2f31296163
docs/phase7/PHASE7C2_V2_STAGE2_YFINANCE_POLICY_DRYRUN.md,723,0a4d8e8276d7a7467c4633d6f9fc1dd6e66a929df131d31a7599bd056511af46
docs/phase7/PHASE7C3_STAGE2_YFINANCE_POLICY_IMPLEMENTATION.md,765,12dee7c0a24af82bddf0008688289e6a67a491cbae993f430752422892c670aa
docs/phase7/PHASE7C4_PIPELINE_REVALIDATION_CLOSURE.md,597,7b9613ac5b46f451f83992abc55d68252e76079a5fdfd5476ceb6927585df759
docs/phase7/PHASE7D1_DASHBOARD_HOTFIX.md,602,7161475ee4d0c4ba2d4ab218030c9ebbd32bcd141961394302be727f851b48c0
docs/phase7/PHASE7D2_INSTITUTIONAL_COUNT_HOTFIX.md,641,ca4b90419b6ca4eadd137694926510bc73c52e743eb48f41570093c8a4c4497a
docs/phase7/PHASE7D3B_FUNDAMENTAL_COVERAGE_EXACT_FIX.md,704,3d962ac418ddf35eb0ef39824bc0ef015bdd8b9663a0cc7e0867fe17f1fe5f13
docs/phase7/PHASE7D3_FUNDAMENTAL_COVERAGE_DASHBOARD_FIX.md,511,1a1c685b1ef4de0cbec45978fe4de329e48ace7ba1f2ec8710592fb91ceb8e90
docs/phase7/PHASE7D_DASHBOARD_REVALIDATED_FUNNEL.md,779,7fcdb68c6bfdbe49ae3e44776b0eb09760999771beae11a804a1b6d3d43bb00b
docs/phase7/PHASE7D_V2_DASHBOARD_REVALIDATED_FUNNEL.md,504,832557092ee44576082420b42b00c2658d9613dd529216d16ed8c4ab077dfd21
docs/phase7/PHASE7E1_V07_CHECKPOINT_MARKER_FIX.md,544,967887c97700d7f9f38019f1505d8608b182b402a6bca4ff1bd65e82f41d120e
docs/phase7/PHASE7E_V07_RELEASE_CHECKPOINT.md,396,b3fa9823cffc887b4dd953d4bc828da1a118d83d356857a62fcb36fc690a2f23
docs/phase7/PHASE7F_PACKAGE_RELEASE_V07.md,428,a3175771b7177efb42379f036c5f616017cd56bebeb577a94377eddfacd7afc9
manifest_v0.7.json,100238,7c57c8f7bf3caf670c155e145ad68e80da20d11add9660062c65512db411770d
outputs/scouting/active_pipeline_policy_status.json,518,00aaa4432bc584e700492991d4e939483ea5c88649e2949da4b4aa2e0f0bfb9e
outputs/scouting/fundamentals_yfinance_enrichment_report.md,517,aa03e8c25a340a1952485fe88970db3070d64a2e8486fbff3448098131e3c0fc
outputs/scouting/fundamentals_yfinance_enrichment_summary.json,1785,cf8af47fde2295e5c0d83ec6dfc1ffaad19fb7549df6170d543cd8d8b9f40db5
outputs/scouting/phase7c4_pipeline_revalidation_evidence.csv,2584,79a98bacbe7bc7dc6fb87fc81c9bcda790860408d0f1d6042fb5bc5fd27798a3
outputs/scouting/phase7c4_pipeline_revalidation_report.md,4862,82651b88a9ca7be9ae6d3cb642607eb69d595e7d6a4ab415de17a23d663f45bd
outputs/scouting/phase7c4_pipeline_revalidation_summary.json,7765,fba202989d6268964911d94ffc430fa40c10bc7aad2aeacf8dce076fca5c1418
outputs/scouting/phase7c4_pipeline_revalidation_top_candidates.csv,2131,7909066304168322c6bb379c7f8feb28b41391951c3f278c83be012a00c86f01
outputs/scouting/phase7e_v07_release_checkpoint_evidence.csv,2338,42bfe02c43755ed805b2698168ecf842e3d4d3a7c1cc697278e91929cc0a4c13
outputs/scouting/phase7e_v07_release_checkpoint_report.md,4108,b40bcdde6e873f714f34a1d0265630ab9df9787924656ed573b408f7ac90c48e
outputs/scouting/phase7e_v07_release_checkpoint_summary.json,6415,90c80a78d80f1f75ec1eb47af89cc1c9744e01fb4b449c2063847e34f4eb4ed0
outputs/scouting/phase7f_release_v07_packaging_report.md,969,b785baed788595781f26e3ebc314629244ac04ab846b7b424ef8d2f247a38db3
outputs/scouting/phase7f_release_v07_packaging_summary.json,74996,622585e197bff703dedda8560f97789d9df3e2543e81ae5ad40ecd108d87f49c
outputs/scouting/stage1_balanced_official_closure_summary.json,2418,c45aabce4ad50dedf0ecca63dbd3f5a625078dbc1da8bdf31cd832054a193e64
outputs/scouting/stage2_yfinance_policy_implementation_summary.json,2386,317ba51a6f946b946ee44797fc587f3c1978b0193db80fc0c6f98360b2236f68
outputs/scouting/stage3_candidates_for_ranking.csv,5660,c7cee276398e9bfea94b87e0c0afa1e47b0dbcd4632a7c3dbc093382083b846a
outputs/scouting/stage3_summary.json,2533,941269016f9414eb1d188bb88a481f1f7c8f48e9719bf9d9534d26b6b7541b54
outputs/scouting/top_100_candidates.csv,30626,e4dd721de292e21eb3be7b0efbc3ee12ed38602d433b755637c7043e8d3fbc71
outputs/scouting/top_20_deep_research.csv,18316,2d92c9f16bca352eb58623d59601fa53cb5e4682d762087f744637936f903f74
outputs/scouting/top_50_watchlist.csv,30626,e4dd721de292e21eb3be7b0efbc3ee12ed38602d433b755637c7043e8d3fbc71
scripts/apply_phase7a5_3_ui_text_polish.py,3210,a1067746afb10dae752b268839d9b77180907f99e4cc009dfb93570e7df1cde7
scripts/apply_phase7a5_institutional_dashboard.py,9220,53f6a8f2186ecf35e265ac60076f5b8aba397ac41e2eabd1e9924eb3448a3165
scripts/apply_phase7b8_1_exact_stage1_policy.py,9890,b96d9a2a6b94f42b5096ee00e4519f4e4efeafa0dc3f081d5b1d575b2f5b1bca
scripts/apply_phase7b8_guarded_stage1_policy.py,7536,d13bbb8eeadbe754abb5d0305a57d56d679e47a31a314c273715b61a0b37dd16
scripts/apply_phase7c3_stage2_yfinance_policy.py,10598,8036eea382ffbd1c6b2c050e16949cb69e566386c151f21f7ae1c447260be32e
scripts/apply_phase7d1_dashboard_hotfix.py,11113,2c835bb043d2f4af369a0e68ee9fb8872fc88a6c5e374293110a575adea83ac3
scripts/apply_phase7d2_institutional_count_hotfix.py,5563,8a9bc5a72124ad0f91a9bd8bbe2fc77641b724596158332e0d86bd9abf9350fa
scripts/apply_phase7d3_fundamental_coverage_dashboard_fix.py,8399,8cf5c4d300ef41622c2ca96f774e676779ccbe6d55da25d85d5590ad4e519d57
scripts/apply_phase7d3b_fundamental_coverage_exact_fix.py,7376,a38376d3ab131279653e9b4968483598cef6148290fca99b1e9d57f69a86e7aa
scripts/apply_phase7d_dashboard_revalidated_funnel.py,12439,26a1876cea62127b87118f4f8cc1c6b5e7955e73236a01e5ac8f9893a2b5ea96
scripts/check_phase5b_global_universe.py,2086,7639def66c6125634061ac71eb33bd109384487de8e142c311c51839bf01d7b0
scripts/check_phase5c_stage1.py,3180,6d200314825c8f3d19096e0774cb92276e0e5fdb3c3aeeb264114272fcdb0220
scripts/check_phase5d_stage2.py,3119,f9123e6b6189fe2e8ab8edad9d0eb06d37978af386760d55045d006ed995d44b
scripts/check_phase5e_stage3.py,3988,278556368ef7a449ee6d46fef5c0a1028e3409db5d83f618a20d28f8c645bef2
scripts/check_phase5f_candidates.py,2585,018c441f747f3c39a4249d0e1bebf188cf6e26f891e303da6799ab158cbe4e69
scripts/check_phase5g1_app.py,1610,8a33e8c6628b5bbca724543d4b53bc32c5cac0e1fed387f173879d8499a9dea6
scripts/check_phase5g_app.py,1438,3e5cc7f5f7a70ab311ebe70d8b499de6eaa8dd2c955d423cedc40d0efd075e8d
scripts/check_phase5h_app.py,1614,166c7495596f6d7bdf7301dcfd4b67686fb94ee20d055cca1eaf11cd28c79329
scripts/check_phase5i_global_funnel_runner.py,3668,fac8cf4e63b998cc96e501d0bc48cd494ce02a05bd00db81f98d61c9e92342d3
scripts/check_phase6a_real_universe.py,2595,d95006d41db285ba2552911ca2e28740b815f274b3e3d587b508e47ac2b67fca
scripts/check_phase6b_fundamental_coverage.py,3015,72c91b0793d19b011ddfc5f8bac4e63159eefef33a9c843f0c0a537dab1f22d4
scripts/check_phase6c_fundamentals_enrichment.py,2797,4f358015749f17538f238d03219e89f802ff676c8c754180e8bf6c05b54b7f13
scripts/check_phase6d_stage2_enriched.py,4236,f4f07e1a42a21a736e5eea867ce4663fdd797285493bcfab50597bd616e05140
scripts/check_phase6e_clean_global_runner.py,5262,02393c8bad916e3e948f3d0a8f326670871ecf04a81ee2fbdf860da91e5096a8
scripts/check_phase6f_dashboard.py,1695,413a412ac0fd42d631725d73799f489eb8d9b9b4ccf7ca91608fa13ac8b8f554
scripts/check_phase7a1_free_us_universe.py,3207,786a6f4f3de30f70ef280a0099bbd1b2f73fc9e55569be2cfb6ec5b68cc5c1a0
scripts/check_phase7a2_market_data_enrichment.py,3547,8e4432552f8e6a6f59373b2a61b82f3665dec9eea816d19417a86d9334da1d0b
scripts/check_phase7a3_institutional_universe_cleaning.py,4678,fd7fced7d5f84919a78bde011e51cad90d271808e3dd1684647580f309e6169d
scripts/check_phase7a4_institutional_cleaning_comparison.py,3339,ccdad21e219fde978dc8d162cfbbdee2ddb78738483f7be18e97b65d6f65a384
scripts/check_phase7a5_1_institutional_dashboard.py,2769,a14b18477038b825d8eaa2f3863ce63dc1810217e165db11230f491afc0b1ea9
scripts/check_phase7a5_2_institutional_dashboard.py,2539,b99c1c157cb6237e5faa5b7a71759cb6e0153a79a7cbc56b02e45e73030d0ee5
scripts/check_phase7a5_3_ui_text_polish.py,1602,e246303d0ab2f599f41a19bc51ecf2d3a12b5918777f5f038ce2b2111ba6c026
scripts/check_phase7a5_institutional_dashboard.py,2773,dd55abfe5d9d2b9adaf038700c483a34e500124c6f9d75e0e60657c593f4b395
scripts/check_phase7a6_clean_500_stability.py,3880,916e1cafdba4a988d87e6a63532b9570f0f16850f03d2602042963737e6c4b1e
scripts/check_phase7a_real_universe_pilot.py,4036,6b809e20b47b6b15d9c3a20d632ed6518d0a2d0657689cf9ee1ac3bd4a4a4243
scripts/check_phase7b1_policy_simulation.py,3245,02db54011779ec511eecf7b7ea1e5d152811d8d4ac31970e8784b3debe1fa05a
scripts/check_phase7b2_simulator_alignment.py,3369,8ea8316ec4f676421381ad1b94db4adfe5aee91fbbd8bd1fa3e8eae41d323e7f
scripts/check_phase7b3_aligned_simulator.py,3315,f712c6e633a5889009246f04c5362e6c0fdbe1cfc0fc5b87e4f4b19c5215efd5
scripts/check_phase7b4_final_simulator.py,3066,e936d8279aef049726ef8427a23fa56353c456e4df732a4e5c28737fb81c0067
scripts/check_phase7b5_candidate_policy.py,2893,6dd9aa8e7fd294203110e73f9a7e158f0073028fb4fc27e3d317f2fb791729dc
scripts/check_phase7b6_balanced_dry_run.py,3094,a0ef618b4cde09b94e44529177ebbf25d8ccdb23dec7f31e115829051461f6ad
scripts/check_phase7b7_impact_approval.py,3643,9b62817fec9d771d07f45c0eda8ee332dbb3e03492fdbe1540f6bb3450549049
scripts/check_phase7b8_1_exact_implementation.py,3351,2a37bc05861746eff757bef4f04c98a15c57fc22480135b6dbc8ea28c98e6d21
scripts/check_phase7b8_guarded_implementation.py,2495,ab4573a14df26d0e0386a49f132bf3b618401c5ee5841d1f54b653f45ebbd978
scripts/check_phase7b9_stage1_balanced_closure.py,3180,cd83aac80e8a4b53bbe9b21e3736711bfe2d9c3c98bf09fafe9598a0fe6148d3
scripts/check_phase7b_stage1_diagnostic.py,3590,c10789d49acf2d6aa39f0bd470824ca5b34571f7fb44245fdb4faec7298ab876
scripts/check_phase7c1_yfinance_fundamentals.py,4152,001b4823319d8335405289b5ec7f20e37829125d833b9e0aed75b03250ef8ff8
scripts/check_phase7c2_stage2_yfinance_policy.py,3843,335d734a59183aabdf27b7850cbf0405513c40d7a8723ad24bc119f74391a7a2
scripts/check_phase7c2_v2_stage2_yfinance_policy.py,4615,efe250d75b0c8db074f8ebafe45be9e5d1839b41fcc95f721863da6ae1bd14d7
scripts/check_phase7c3_stage2_yfinance_policy.py,3818,bf53a1550b0a47c511c1eb965aaa3cb923d5089369e90b2633afce8878f741b7
scripts/check_phase7c4_pipeline_revalidation.py,4423,4f4c4b361d5c0a1e6a62eb5998f7ec702b114e37ef1a7c94c495283f783801d3
scripts/check_phase7d1_dashboard_hotfix.py,3405,fc6921ed30256729142719fb12c2129826db149ea27bab0f874f586805108f8b
scripts/check_phase7d2_institutional_count_hotfix.py,3538,150c21347f65fb4e6469278d64fa7a685060f26ec12c4b01de74e6fc7dcd025a
scripts/check_phase7d3_fundamental_coverage_dashboard_fix.py,3333,117722bb351d34f4fdb2402fef5e1354136c7efeaaa60a61980c9b98cc52b433
scripts/check_phase7d3b_fundamental_coverage_exact_fix.py,3867,7aa5e714db54f6fcc6f69414e46af80c819ec911df02e2f696dd6e0be9636abb
scripts/check_phase7d_dashboard_revalidated_funnel.py,3558,aaf5519a33444be461333d942f89fe5934a1f8e87b8108583704c82e880730ca
scripts/check_phase7e1_v07_checkpoint_marker_fix.py,3632,f033798ba7a28b3d19a084c84ebd1657d19d361fd25289e3aa9921a2b28463c8
scripts/check_phase7e_v07_release_checkpoint.py,3603,51b9bd2b34db60b8bf0392387c11403f2a1386b8a37259f26f21e7db85a39590
scripts/check_phase7f_release_v07_package.py,5240,5dab5fc29f7bcc91de5dcd0fd0fdde75d8a0762321ef1b2bf8a7cd39575aa56a
scripts/check_release_v0_5.py,4129,1b5754bca760f77916303aa36aa842261adc17984dc1409b25ce9d46a495a54d
scripts/check_release_v0_6.py,3948,be84e31f0fa75edee7fe0e71e56da94fd72ea371d7e08ce0152f30abdfdceaee
scripts/create_release_v0_5.py,6532,f8a9d1a7aa19c083c1ec3fd77b98dd9ba9530467ef3f84a50eb345e4bfb97459
scripts/create_release_v0_6.py,5906,186514fddd061645d376b599329b53656aef57dbe56b4e0711faa6c6bf3e882f
scripts/hotfix_phase7a5_2_dashboard.py,10084,dd12526d2cc99c43e8410bf5f3a37e94f1f00e3eb383ab0066e5d9028d33571a
scripts/hotfix_phase7a5_dashboard.py,720,9776816faa130ffe3ee23793de1e116a17638f32035e394b18300e9deec1361b
scripts/rollback_phase7b8_1_exact_stage1_policy.py,723,91277cb0fae57c15c1706ed3afbc51e8170d6e631df74a288a79bb7c9301b19d
scripts/rollback_phase7b8_stage1_policy.py,681,718f5909f04ab73841350e4748ac28a4691dfa83bf76ee8632524d1a28357164
scripts/rollback_phase7c3_stage2_yfinance_policy.py,735,b095652ee86946d71c835360ff9c45226c65d717ff354cda8a5fc14c636e6699
scripts/rollback_phase7d1_dashboard_hotfix.py,695,63b97ca919f9b72d5738e552bff6def7cb555285231492e1a55c976227d3c1d4
scripts/rollback_phase7d2_institutional_count_hotfix.py,721,59a2a7be21c3cef84c5f8afaaf431dce28d3b3eace0537485ae6f939d6bbcc6a
scripts/rollback_phase7d3_fundamental_coverage_dashboard_fix.py,733,0ff6e3415f4e7a46864752a45a9f15967a66af705b1edb40ddfc697bf5be0486
scripts/rollback_phase7d3b_fundamental_coverage_exact_fix.py,727,8b03c8e0a4ef1bd430eaf2f9226962e823584e87122f0245a92b5916982addb0
scripts/rollback_phase7d_dashboard_revalidated_funnel.py,697,e2297975731d279f11fe53582b08aec0c699f2927c7e7de76d2d8f1a8f5a5859
src/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
src/align_stage1_simulator.py,12303,54a9bbf7ba050e29a926f9db33564a2f78accb2ba12486b84390c84f78488861
src/analysis_history.py,7549,dddd7c0218ddb51a72409403ee96f94eb69b378b16a0de7d827e4b835c1e47bb
src/analysis_schema.py,3175,8c715090dfac69af4e944a68caa49faad0400f307e4522319f2175caaa3fc97f
src/auth.py,3865,9569abb7678a56da89c02c08d4ecd4909d5ada5755d7677d9ad6155fffc9f861
src/cache.py,11579,0769baf6c295084dd07dc4f36199616f5230391a307b549c1010e26dc299ac09
src/clean_universe_institutional.py,16725,b13a7885541cf7a0534de9b93a387e7c936edc45ddbe371b227715738e8e3c96
src/close_phase7c4_pipeline_revalidation.py,13627,01b3b41b51c3c779ba751a8849216329dd382b23391d9b3a0641f41f7c11de8f
src/close_phase7e1_v07_checkpoint_marker_fix.py,10251,98e4990421152b111602440b347c278f329b104e7cc3b9a5c0baa520a179401a
src/close_phase7e_v07_release_checkpoint.py,9200,f8c5f445eb8926f7e2bfb06f2cefdd67170bd69b0cecb15b8330a0c935039470
src/close_stage1_balanced_policy.py,6262,548585e660abf5eb5f06f405cf9a30cd7eb0f407cb9abf65b5482fe328b80325
src/company_research_report.py,19041,8632a32f17acacdb42eb2af2d4e923a6ed9b75493fc7725baa4f424d84f40a54
src/company_research_report_outputs.py,17624,da5999df30f5673edac971036a6d27eb52880fa38eb1fafe48774929b7b2ea51
src/compare_institutional_cleaning_impact.py,11743,b0a7d526bb2c78db8e7eb0613f748c95d49cd243cba84063a5a225625b269442
src/create_global_universe_template.py,851,c3cc3f9ba14c1a8b15f328bbcf2d5e8153f03268ef38235511aa511f4b053fe1
src/data_quality.py,9320,4648859594fac6959b402a9f16f7ea5138542f54bcc11bb6585286778b3ab847
src/database.py,9281,1cb81bad137ef64bc50baf0f3a6c070a675b026e1a392167e693183691507586
src/diagnose_stage1_professional.py,16628,9b451146c6fbc4c0794acfdd0fa01c29b55e44a37d116be0170264fba998b6d9
src/download_free_us_universe.py,8454,0169ef39230e88fe71a32aecf3bc5ec1632b178dd74d084289a2c87138083ad8
src/enrich_fundamentals_yfinance.py,12385,c40cb7b4fb927ecd3c809be9034a47b327b71a7e5423d8410e5e1ef694ebd46e
src/enrich_market_data_yfinance.py,14629,f57f50d619980b1bf4d4ccac423f10dbb797ee4491328dc4f7be4ee37e78b51f
src/enrich_stage1_demo_financials.py,2894,8d2d0e3eaa4c76329d2bf99007c0dde95a7346a35d4b1eda878366fef6a0aa05
src/enrich_stage2_demo_scoring_inputs.py,2074,28bb9fb5216191598165d71cebf92300fd016c49987d431aa4169c99a4201420
src/export.py,18299,93adee372b2ab2afc6ca83959e3a8987561b01f3577d1281374be19d6f8a1a0f
src/export_stage3_candidates_for_app.py,501,2577c53be7252c6e17529dbd993dbac2781fdc297388dd79e30151fd119b76c5
src/feedback.py,12390,2abe1c24cf457aff708e2a5ee00d634a04c8ef120ae4d355544e389b3dc333e3
src/filter_stage1.py,17181,19564b9e3216e2f2ef1a11c51a466140d946a49dc7a76acdbaa2734c4a7972bf
src/filter_stage1_before_phase7b8_1_exact.py,16177,01dc9e7c90847874c52a6454a6daceca378e4ef93be16fb5fcbca0b68a98ac10
src/filter_stage1_before_phase7b8_balanced.py,16177,01dc9e7c90847874c52a6454a6daceca378e4ef93be16fb5fcbca0b68a98ac10
src/filter_stage2.py,23657,d84b2ebb7e642cd502d94282c3b45c7cf2e574e6d095b9b2775b1ca810902fc1
src/filter_stage2_before_phase7c3_yfinance_policy.py,22801,bda8d6f562bfee6b26b1d82687a79616f573adecfc71f667569724724507b78d
src/filter_stage3.py,22732,f648fa63207d5f94307a5e221c14207df2a7d01efa5085357c10d568b843b2c5
src/filters.py,8710,cfec47448605da16f8db0d9052f44d6b1b957f6d6a290e7b637c517df2a1c5a4
src/fundamental_coverage_report.py,8690,67706c7e4bff1e2ac223eb4d67d16fcaa989173180ee13ca30e1c1cab545353b
src/funnel_paths.py,947,59e5df06bc7dbded25f972fc5ff470057003ea2d5a140d4c1628df8be55b778e
src/global_universe.py,9638,092ff9b6f4215699e831fc96ecb5741d4beef862ba99e122ed19a3ec779d0f61
src/load_global_universe.py,496,77b9a36f2f091223e14ed2653e0ac67caba8c1e9e50c15e87870e4a4a90a00da
src/market_data.py,12182,1631ef5564a217be35cfd19ff55d66747876b10b470ac5cc9ee235f677870c9a
src/openai_analysis.py,19294,4fb203a4781e40fa4742c3eb4d39827d6e512da3bd1d31630a59cd66216b5030
src/openai_client.py,11107,88b7d1b5e3e9ba4a32dca037e7768cb07ab8ba2034feca10052c366d8ebdca85
src/openai_equity_research_v2.py,15659,55d59de1813612c21d6842709f4a16b392102f083fb1dd71b084d86f93808c4f
src/openai_persistence.py,13714,fab642d29be0385d903e9556c7c600f6a9fe4dc6e8c705d03b7fa9c355f15e3d
src/openai_real_top1.py,10292,7b93ba445f909717efa91b8367d2d72795ae84dc714cf5e4ed31092856e0fb4e
src/openai_smoke_test.py,6172,104a66124836620b1838ba41bc58d9ecea6c0de924d52ed281c4c21d6e2249d1
src/package_phase7f_release_v07.py,12673,44bf4d296dc623b30cd95aee1f2b0031d15b5d108a7b60b20f6f5444d4fef11c
src/pipeline.py,15156,4b4a7fd29015c7fec868f9ca8efa083426ed2a1c40a65b2cf43e404ae4d6ba01
src/prepare_fundamentals_csv.py,12216,ef5aca1c0511c8eb650d901244c14d09bf4f15689234610b6b00dee2bed6faed
src/prepare_real_universe_csv.py,7606,57c25ea07571da3a052e55a08be030c42405b1848c0f858111430ea9433c59eb
src/results.py,26404,299dc691b7c0673832f083719a14660a532a37b620afff7c2d6270ebc741f504
src/review_stage1_balanced_impact.py,11216,1bed9c5760459ca80121713c6e7fbe0f16ba026ee177bacd679c77e8f9ce4831
src/run_clean_500_stability_pilot.py,10700,d99fea6cff59b3a23ba815e71f21466077c7b02128c757ac80d46d091e15a07b
src/run_global_funnel_demo.py,9546,5b0eccf4ec9cbf1d4dd28f5824980eb5ec650b53ff1db79ace4c9838a060da34
src/run_real_universe_pilot.py,8849,9b6b15a0f0695a6b8e73ab48b265af2267aa5cee1fc937fa6dae741dd267cbd5
src/run_stage1_balanced_dry_run.py,10852,f8a4ba1a24f98ff5ff122e5612c7f222ce72798622c5634a73e81463d8bc4965
src/run_stage1_filter.py,385,7ecc42f98adf72e9088e29deca9c03a245ea568ab73c7edc4a04c8fe0c7be106
src/run_stage2_filter.py,401,680adec5a25518f9deed4124809a4f6b6df90c229e5e60b73622012b31b739a7
src/run_stage2_filter_enriched.py,1360,deca1d505d43dca65def6c90dd5f501628c3f504029d7ecbc577cac2013e5347
src/run_stage3_scoring.py,401,1f8a52fd9967b7c8a4537f27effa498ba4c128898e17410649ed59a543717884
src/save_outputs.py,2544,41fe13d921f5feced5707128a10d40d1657b47539c2c925e31cd3ce4f9f4889b
src/scoring.py,15917,4dc00c03be85ff6d489392bf53bdf8f4cd640c27ac1b164510ac629c8b4b8c71
src/scouting_candidates.py,7114,5fc11c3b4416dafdbb59b9bef1fba79da08c5da3ea70ef7c70a423a223b85975
src/select_stage1_candidate_policy.py,10000,5eefca5d552f73c983228165e6820b257da8838a21db1117653a28319ba71bb5
src/simulate_stage1_policy.py,15980,3e459090f36281e981a47ab2a7fc2292f9d6d9c5f10e03db65da184a27408230
src/simulate_stage1_policy_aligned.py,17043,8a6068f5e9ec67abc7f12aea847c33253fb9f02e94cb216439d36cdebbab6f84
src/simulate_stage1_policy_final.py,15354,5db4fd01cac9bfe880d68271f15f4bae4f3bbbf5f934fb38d023f896d3ccea86
src/simulate_stage2_yfinance_policy.py,12429,bec8a31e6e1f11c47b2198632e40b7c0b27362776e5b022cd7d03062f19594a1
