ticker,name,core_stage2_present,core_stage2_total,core_stage2_coverage_percent,can_run_stage2_cleanly,missing_core_stage2,missing_recommended_stage2,missing_stage3_extra
ACDC,ProFrac Holding Corp. - Class A Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ACGL,Arch Capital Group Ltd. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ACHC,"Acadia Healthcare Company, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ACHV,"Achieve Life Sciences, Inc.  - Common Shares",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ACIW,"ACI Worldwide, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ACLS,"Axcelis Technologies, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ACMR,"ACM Research, Inc. - Class A Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ACT,"Enact Holdings, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ADAM,"Adamas Trust, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ADBE,Adobe Inc. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ADEA,Adeia Inc.  - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ADI,"Analog Devices, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ADMA,ADMA Biologics Inc - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ADP,"Automatic Data Processing, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ADPT,Adaptive Biotechnologies Corporation - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ADSK,"Autodesk, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ADTN,"ADTRAN Holdings, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ADUS,Addus HomeCare Corporation - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AEHR,Aehr Test Systems - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AEIS,"Advanced Energy Industries, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AEP,"American Electric Power Company, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AEVA,"Aeva Technologies, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AFRM,"Affirm Holdings, Inc. - Class A Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AGNC,AGNC Investment Corp. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AGNT,"eXp World Holdings, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AGYS,"Agilysys, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AHCO,AdaptHealth Corp.  - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AIOT,"PowerFleet, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AIP,"Arteris, Inc.  - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AKAM,"Akamai Technologies, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AKTS,"Aktis Oncology, Inc. - Common stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALAB,"Astera Labs, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALGM,"Allegro MicroSystems, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALGN,"Align Technology, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALGT,Allegiant Travel Company - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALHC,"Alignment Healthcare, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALKS,Alkermes plc - Ordinary Shares,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALKT,"Alkami Technology, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALM,Almonty Industries Inc. - Common Shares,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALMR,"Alamar Biosciences, Inc. - Class A common stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALMS,Alumis Inc. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALNT,Allient Inc. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALOY,REalloys Inc. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ALRM,"Alarm.com Holdings, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
