asset_id,ticker,company_name_source_value,resolved_company_name,resolved_company_name_raw,resolution_status,resolution_reason,isin,home_mic,home_country,primary_fundamental_route,source_row_hash,credentials_used,phase,created_at_utc
U36875,VAS,AST0,VOESTALPINE AG,VOESTALPINE AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,AT0000937503,XWBO,AT,eodhd_fundamentals,c15bed700c55de6aaf8635830ff65c01b805b252ff66b0b63c38bd17a3f8b2cd,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36876,SLL,AST0,SBO AG,SBO AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,AT0000946652,XWBO,AT,eodhd_fundamentals,839ea05849681d0dad4d449b8f4e0cc0db550eb04038bcd86a88659589ad5506,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36877,KTN,SDX1,KONTRON AG,KONTRON AG O.N,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,AT0000A0E9W5,XWBO,AT,eodhd_fundamentals,6318d9f53c9fd6beced46fd66ea68f90e20030eba15a0e140f5a0e14685303a7,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36878,WAH,AST0,WOLFTANK GROUP AG,WOLFTANK GROUP AG    O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,AT0000A25NJ6,XWBO,AT,eodhd_fundamentals,017ac80efd3a8b58a51aadfe516644758e927024f10b54cdadff972a88f06efa,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36879,GEPH,AST0,EPH GROUP AG IA,EPH GROUP AG IA,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,AT0000A34DM3,XWBO,AT,eodhd_fundamentals,b0658c4f672ddf209aca6ad847d994445be2f8dd85ca96ee38edc8f3e33eaf29,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36880,4X0,AST0,STEYR MOTORS AG,STEYR MOTORS AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,AT0000A3FW25,XWBO,AT,eodhd_fundamentals,273ebee99479c5af3858adafa1e65357b8affb979db7d5e21d91eed36bb4c2d2,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36881,O3P,AST0,OESTERREICH. POST AG,OESTERREICH. POST AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,AT0000APOST4,XWBO,AT,eodhd_fundamentals,36e06f57b60cda567096a64b46a020a33aef0035137efe3d0fa0913bdcfdcf64,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36882,0B2,AST0,BAWAG GROUP AG,BAWAG GROUP AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,AT0000BAWAG2,XWBO,AT,eodhd_fundamentals,7a2d2d4d3b1e9eb0a105e0d3838fa03d6b8d34fb0fa9c98f6ad4cf95e52a207a,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36883,1AST,SDX1,ASTA ENERGY SOLUTIONS AG,ASTA ENERGY SOLUTIONS AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,AT100ASTA001,XWBO,AT,eodhd_fundamentals,c3e4c1ba927aeee72db328025ab25819f1a9de091fc297e59e01fbb0bae5a734,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36884,FQT,AST0,FREQUENTIS AG,FREQUENTIS AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,ATFREQUENT09,XWBO,AT,eodhd_fundamentals,32e190c5e9c61ac4e2929b6aefb2797915885860d46eb2e6d43d436a96e31706,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36886,KDB,LUX0,KBC GROEP N.V.,KBC GROEP N.V.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,BE0003565737,XBRU,BE,eodhd_fundamentals,841cdf4e30ac8fd7d612b4b2f54a1d0710ef4effa78b94483f4c661bfbbe583d,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36887,UNC,LUX0,UCB S.A.,UCB S.A.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,BE0003739530,XBRU,BE,eodhd_fundamentals,58d74d5fa226b3b723a4dba7201884dc953db90db50fe0e22c7eacf5948b0c0b,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36888,GXE,LUX0,LAKEFRONT BIOTHERAPEUTICS,LAKEFRONT BIOTHERAPEUTICS,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,BE0003818359,XBRU,BE,eodhd_fundamentals,2d5145d021541d2745b8a531d7142940e05582cd82292fb70c6a1e73c0737e13,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36889,FO4N,LUX0,AGEAS SA/NV,AGEAS SA/NV,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,BE0974264930,XBRU,BE,eodhd_fundamentals,d2ed3dabd1f51517f90563b1c467403cff7937e52c6d7b363f204f44cdfedd82,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36890,1NBA,LUX0,ANHEUSER-BUSCH INBEV,ANHEUSER-BUSCH INBEV,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,BE0974293251,XBRU,BE,eodhd_fundamentals,3bc2b626b04ed6069ee71af35aaab67a90f78bedfdc51dcdb9763d80ac9581c0,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36891,NVJP,LUX0,UMICORE S.A.,UMICORE S.A.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,BE0974320526,XBRU,BE,eodhd_fundamentals,1c4d9bb682857976d20a1fa94258ed7470acdccb60683e68409a89a6e7d5be9d,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36902,HLG,SWI0,HIGHLIGHT CMNCTS,HIGHLIGHT CMNCTS INH.SF 1,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0006539198,XSWX,CH,eodhd_fundamentals,bf7b24ea0039dc256e3aa67f963926865a5bc5f971f23f11810afdef9ea5d968,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36903,ZFIN,SWI0,ZURICH INSUR.GR.,"ZURICH INSUR.GR.NA.SF0,10",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0011075394,XSWX,CH,eodhd_fundamentals,4b5060b09933bb10e0c4e65ab04a6fd6f930ad1d8ca85ef40cbd0b8d4b08ffd0,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36904,NOT,SWI0,NOVARTIS,"NOVARTIS NAM.     SF 0,49",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0012005267,XSWX,CH,eodhd_fundamentals,5d24105c7c02fa9b5355e296fd8ce2a636e4a42e9adb0dab9617d684205fa64f,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36905,RHO,SWI0,ROCHE HLDG AG,ROCHE HLDG AG INH. SF 1,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0012032113,XSWX,CH,eodhd_fundamentals,06fe84d14f75bdebe344d5cb05105f4e9bafa040cdbbedd0a1cd91ba2fb781c7,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36906,ADI1,SWI0,ADECCO GROUP AG N.,"ADECCO GROUP AG N. SF 0,1",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0012138605,XSWX,CH,eodhd_fundamentals,2c9696a8107e88f0b1cf1b1188852fcd160ef2831aac6665669a5bd989cd1329,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36907,HLBN,SWI0,HOLCIM LTD.,HOLCIM LTD.       NAM.SF2,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0012214059,XSWX,CH,eodhd_fundamentals,e33d77bb6d62e792329fc9efd8bad9ad7b1d5c0a48b03ad5feb786b6cd524bc2,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36908,ABJ,SWI0,ABB LTD.,"ABB LTD. NA     SF 0,12",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0012221716,XSWX,CH,eodhd_fundamentals,197713154d7fefb6c6efcefef5c63e931923e0fa53e39ccb597bf6f56d67f2c5,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36909,P2H,SWI0,PARTNERS GR.HLDG,"PARTNERS GR.HLDG  SF -,01",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0024608827,XSWX,CH,eodhd_fundamentals,624e2dd3a5f62772cd34c74b0b7c7be15535726f67ea2a03af1f3588ff88683e,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36910,KNIA,SWI0,KUEHNE + NAGEL INTL,KUEHNE + NAGEL INTL  SF 1,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0025238863,XSWX,CH,eodhd_fundamentals,d2c9292b48256e35cacf1265ff6da39f085eeb613f6588d9ab1042cfc40991e3,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36911,LTEC,SWI0,LOGITECH INTL,"LOGITECH INTL NA  SF -,25",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0025751329,XSWX,CH,eodhd_fundamentals,2ebb161fca82e272bbbf6720038d5c7c0c4c5781e04eb85390c5c380143179d7,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36912,GBRA,SWI0,GEBERIT AG NA DISP.,GEBERIT AG NA DISP. SF-10,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0030170408,XSWX,CH,eodhd_fundamentals,cd613660e0b622f74bab01da001624d3365a59ac3bb5d2e95a3180f5a94499b8,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36913,BBZA,SWI0,BB BIOTECH,"BB BIOTECH NAM.   SF 0,20",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0038389992,XSWX,CH,eodhd_fundamentals,c0e1b2902bd8cb9381ac2faf1aea0054e057ad04fd292e0064bb5bb5a246ad58,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36914,NESR,SWI0,NESTLE,"NESTLE NAM.        SF-,10",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0038863350,XSWX,CH,eodhd_fundamentals,dec30d5a632bf981e30a3e9e9a8bad0dc1126acfc867864d53b9729ba1672403,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36915,SQL,SWI0,MATADOR SECONDARY PR.,MATADOR SECONDARY PR.SF 1,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0042797206,XSWX,CH,eodhd_fundamentals,a4594f24c6990d44873bc67254e32b9ba5c9d5796141801afe5c1c2ce20578ed,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36916,AEX,SWI0,CHUBB LTD.,"CHUBB LTD.       SF 24,15",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0044328745,XSWX,CH,eodhd_fundamentals,01bd7c6dec6076a60ecf2edb6cdb1a7f7649b7ff290bad4a378c94a7daa23c49,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36917,SR9,SWI0,SWISS RE AG,"SWISS RE AG NAM.  DL -,12",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0126881561,XSWX,CH,eodhd_fundamentals,5cbbfdb4b47efb67ac3b2c40f084f1b7ab4addb5fdf4797613fe5c0e0950fc95,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36918,0UB,SWI0,UBS GROUP AG,"UBS GROUP AG      SF -,10",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0244767585,XSWX,CH,eodhd_fundamentals,b4bde733ef50178aae5635dfeff7a13f3c4ae1f9c2d1601e4f3de07d188ab288,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36919,ED4,SWI0,EDAG ENGINEERING G.,"EDAG ENGINEERING G.SF-,04",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0303692047,XSWX,CH,eodhd_fundamentals,2ab328ce8a4ebc30eb14edf16bf92b83e70c701a8f3f6b4beb14eaba2b5d6516,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36920,SIKA,SWI0,SIKA AG,"SIKA AG  NAM.     SF 0,01",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0418792922,XSWX,CH,eodhd_fundamentals,b16fa720d93651f58ca229fd3f3ee478a1eab64b7848ac17c5f3bc26e689bc4b,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36921,2U3,SWI0,ALCON AG,"ALCON AG  NAM. SF -,04",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0432492467,XSWX,CH,eodhd_fundamentals,c1f31de5d890038031ad7fb4abf477723abc9f73a1122f693c4e438d319c3497,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36922,81D,SWI0,SWISSNET AG,"SWISSNET AG       SF -,10",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0451123589,XSWX,CH,eodhd_fundamentals,8970207423bb1272e50d30f6e76bc8043b824d36605cb8ef93707dd9c71a6820,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36923,VXT,SWI0,VIDINEXT AG      N.,"VIDINEXT AG      N.EO-,20",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0557519201,XSWX,CH,eodhd_fundamentals,e6ca52eab52e71c350c4f1ac721c66e4fc476736923ed9691c64e6e6e418818e,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36924,LMIA,SWI0,LION E-MOBILITY AG,"LION E-MOBILITY AG SF-,13",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH0560888270,XSWX,CH,eodhd_fundamentals,00d7bda481974b47205e061ea46c46b2d6043da854deb44534ca14a7151b0d0b,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36925,RET,SWI0,REALUNIT SCHWEIZ AG,REALUNIT SCHWEIZ AG  SF 1,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH1129911108,XSWX,CH,eodhd_fundamentals,cdd8ae83a07f0f5d4ba091562ba4cdf95199b0e45a2553af9e4782e9f3571665,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36926,49G,SWI0,ON HOLDING AG A,"ON HOLDING AG A SF-,01",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH1134540470,XSWX,CH,eodhd_fundamentals,5091fd88718906f2d4c515a0374e46ca47375647f035202eab0c98fc6fc4cd67,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36927,QS51,SWI0,STRAUMANN HLDG,"STRAUMANN HLDG NA SF 0,01",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH1175448666,XSWX,CH,eodhd_fundamentals,e149a04778499e8aef12f6ee66a98280f23d512c6018ed6183d8506c967addc7,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36928,ZX6,SWI0,DSM-FIRMENICH AG,"DSM-FIRMENICH AG  EO -,01",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH1216478797,XSWX,CH,eodhd_fundamentals,da0932a0611043f1591f077678cee2cc0d398021c05d9cdc09c23f09b36e0f8f,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36929,Q23,SWI0,BUNGE GLOBAL S.A.,"BUNGE GLOBAL S.A. DL-,01",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH1300646267,XSWX,CH,eodhd_fundamentals,20da33ee166ea5a71b902d509f70dffe1ca4482d00980bbf52799a2a4a5e012a,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36930,MULT,SWI0,MULTITUDE AG,"MULTITUDE AG  EO 1,85",resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,CH1398992755,XSWX,CH,eodhd_fundamentals,bdfb4f88e8b68e4173d4661e5f35d44ad7f64192503e15b3cf435ea752f86c9a,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36932,A7A,GER0,HELIAD AG,HELIAD AG   NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0001218063,XETR,DE,eodhd_fundamentals,d762da23f047c9ae18aebf84aae2b52538c8e2c34024d3ed8c1531abc904bf6b,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36933,DTD2,GER0,B+S BANKSYSTEME AG,B+S BANKSYSTEME AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0001262152,XETR,DE,eodhd_fundamentals,8c63e5b27065e903d038d8f86faa2698de94f2b39c01b44de43a4405d4554096,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36934,BWB,GER0,BAADER BANK AG,BAADER BANK AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005088108,XETR,DE,eodhd_fundamentals,3437070ba083e46ff24879f35a910c0187d03a33476cebd2b72ed9936271495f,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36935,UTDI,MDX1,UTD.INTERNET AG,UTD.INTERNET AG NA,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005089031,XETR,DE,eodhd_fundamentals,8ca5e71f825633a7ad95ce95d7627677064cec7661df44619becda91357a0654,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36936,AAD,GER0,AMADEUS FIRE AG,AMADEUS FIRE AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005093108,XETR,DE,eodhd_fundamentals,b5ce1b5310224252a5cef940047a090e38c56127048da1fbda4a98dada20facd,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36937,BSL,SDX1,BASLER AG,BASLER AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005102008,XETR,DE,eodhd_fundamentals,0e43c1ed1d0202e59f00f1ddf3feeb3a760dd0afde3535f9af9ae92e64f5d78f,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36938,ADV,SDX1,ADTRAN NETW.SE,ADTRAN NETW.SE INH O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005103006,XETR,DE,eodhd_fundamentals,0b322cbad277e3c9cbd425afdcb65e4fd176c9ee9cf22066ecbcad1cc8cd16aa,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36939,AOF,SDX1,ATOSS SOFTWARE SE,ATOSS SOFTWARE SE INH O.N,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005104400,XETR,DE,eodhd_fundamentals,bd328718507f7e186897df9edb40da67e447531a406789c9c5b1d06c826e0b4d,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36940,SYZ,GER0,SYZYGY AG,SYZYGY AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005104806,XETR,DE,eodhd_fundamentals,c4d98674b4038bac87e2634fc5c2a581ea7344e454412acb97a2639550e47044,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36941,A1OS,GER0,ALL FOR ONE GROUP,ALL FOR ONE GROUP NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005110001,XETR,DE,eodhd_fundamentals,4e1dab9e60805491aa17a5647bb1c57cda60f8ab3607f4b61e19013bd96466c1,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36942,TGT,GER0,11 88 0 SOLUTIONS AG,11 88 0 SOLUTIONS AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005118806,XETR,DE,eodhd_fundamentals,65d4fef49eab6895b7917388e1e0370e67610577dfb6db1848e6ee28595e98dc,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36943,R1B,GER0,RUBEAN,RUBEAN O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005120802,XETR,DE,eodhd_fundamentals,4c0aa0c02b0ac4738bc4c88276bfdbc310c8e3e8ab8b26e91075229299d15cd4,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36944,DBK,DAX1,DEUTSCHE BANK AG,DEUTSCHE BANK AG NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005140008,XETR,DE,eodhd_fundamentals,59b02b025e71ed438ca9bb2c19e7b41d3a6e3ffe4166c3c8c65dc811132dbeef,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36945,DEX,GER0,DELTICOM AG,DELTICOM AG  NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005146807,XETR,DE,eodhd_fundamentals,3bdba699616bce8c4b0093dd86f122ce5a7314a4b6f12efedfe81b2c3cc0e01c,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36946,SCE,GER0,SCHWEIZER ELECTR.,SCHWEIZER ELECTR. NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005156236,XETR,DE,eodhd_fundamentals,9af5a66fc3b569c2436326c511255c670482be335c754a71cb795532ec65adf6,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36947,HNL,GER0,HOENLE AG,HOENLE AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005157101,XETR,DE,eodhd_fundamentals,fe1fd65f071d1ab48f1c0af04f7991bd6906564257641b3dc621dfb6f68e853a,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36948,BC8,MDX1,BECHTLE AG,BECHTLE AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005158703,XETR,DE,eodhd_fundamentals,b665ce776854de0e5d057971f06c2f0ac6907ea4f2906d9cd47f266b05e466b5,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36949,UUU,GER0,3U HOLDING AG,3U HOLDING AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005167902,XETR,DE,eodhd_fundamentals,56092eb0c3a07506e045104c92fd931599a43ef0e2f6a98d03b55613e27771b9,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36950,SUR,GER0,SURTECO GROUP SE,SURTECO GROUP SE INH O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005176903,XETR,DE,eodhd_fundamentals,bc17bd9163f9a07fae4706f4411dae48118adf7b4c5e0c0b6ac50b2f4a8e56a2,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U36951,SYT,GER0,SOFTING AG IN,SOFTING AG IN O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0005178008,XETR,DE,eodhd_fundamentals,71620442311f9ec236e8556906e649c1299586fe7fef8a6d3a0b9eca3cf80c53,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
