scenario,scenario_label,ticker,name,market_cap,price,avg_volume_90d,dollar_volume_90d,balanced_decision,simulated_reasons,weak_reasons
balanced,Equilibrado,APYX,Apyx Medical Corporation - Common Stock,187176560.0,4.47,172458,770887.26,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,AQB,"AquaBounty Technologies, Inc. - Common Stock",5044260.0,0.98,37352,36604.96,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,AQMS,"Aqua Metals, Inc. - Common Stock",11733401.0,3.49,47828,166919.72,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,ARAI,Arrive AI Inc. - Common Stock,23684164.0,0.4567,9517565,4346671.9355,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,ARAY,Accuray Incorporated - Common Stock,40673688.0,0.3419,3253468,1112360.7092,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,ARBB,ARB IOT Group Limited - Ordinary Shares,9903086.0,5.61,39479,221477.19,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,ARBE,Arbe Robotics Ltd. - Ordinary Shares,111611272.0,0.91,2256482,2053398.62,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,ARBK,Argo Blockchain plc - American Depositary Shares,50344048.0,3.44,27282,93850.08,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,ARKR,Ark Restaurants Corp. - Common Stock,22538482.0,6.25,5290,33062.5,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,ARQ,"Arq, Inc. - Common Stock",111608264.0,2.6,828885,2155101.0,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,ARTL,"Artelo Biosciences, Inc. - Common Stock",4810045.0,1.38,4324706,5968094.279999999,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",
balanced,Equilibrado,ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",13471603.0,2.6,37711,98048.6,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,ASBP,"Aspire Biopharma Holdings, Inc.  - Common Stock",6916550.0,5.34,13075579,69823591.86,REJECTED,MARKET_CAP_BELOW_MINIMUM,
balanced,Equilibrado,ASPS,Altisource Portfolio Solutions S.A. - Common Stock,69252744.0,6.14,23852,146451.28,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,ASRV,AmeriServ Financial Inc. - Common Stock,63446364.0,3.74,11569,43268.060000000005,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,ASTC,Astrotech Corporation - Common Stock,60276516.0,33.5,5966998,199894433.0,REJECTED,MARKET_CAP_BELOW_MINIMUM,
balanced,Equilibrado,ASTI,"Ascent Solar Technologies, Inc - Common Stock",61029168.0,6.45,1599525,10316936.25,REJECTED,MARKET_CAP_BELOW_MINIMUM,
balanced,Equilibrado,ASUR,Asure Software Inc - Common Stock,254119248.0,8.86,90711,803699.46,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
balanced,Equilibrado,ATCX,Atlas Critical Minerals Corporation - Common Stock,18540524.0,3.71,34746,128907.66,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,ATER,"Aterian, Inc. - Common Stock",11251666.0,1.04,4492011,4671691.44,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,214012496.0,13.0,2979,38727.0,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
