asset_id,ticker,company_name,home_exchange,home_mic,home_country,home_currency,provider_route,provider,provider_symbol,collection_status,rows_collected,first_date,last_date,raw_cache_path,failure_reason,phase,scoring_calculated,ranking_calculated,recommendations_generated,phase9c_authorized
U37578,0VD,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,0VD.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37578.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37561,1AE,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,1AE.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37561.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37573,1N8,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,1N8.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37573.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37576,1TY,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,1TY.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37576.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37564,2FE,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,2FE.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37564.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37559,2NN,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,2NN.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37559.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37558,37C,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,37C.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37558.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37574,3E1,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,3E1.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37574.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37562,3SQ1,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,3SQ1.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37562.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37584,58H,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,58H.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37584.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37571,703,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,703.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37571.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37577,8TI,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,8TI.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37577.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37580,8ZQ,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,8ZQ.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37580.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37568,A16,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,A16.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37568.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37563,AB2,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,AB2.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37563.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37550,ADG,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,ADG.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37550.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37565,AHOG,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,AHOG.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37565.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37545,AIR,DAX1,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,AIR.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37545.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37575,AKU1,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,AKU1.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37575.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37546,APM,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,APM.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37546.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37555,ASME,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,ASME.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37555.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37547,AVS,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,AVS.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37547.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37572,BSI,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,BSI.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37572.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37552,DLY,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,DLY.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37552.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37551,ENXB,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,ENXB.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37551.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37570,EYX,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,EYX.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37570.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37567,G14,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,G14.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37567.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37542,HNK1,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,HNK1.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37542.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37566,INN1,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,INN1.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37566.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37560,INX,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,INX.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37560.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37541,KPN,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,KPN.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37541.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37583,NW0,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,NW0.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37583.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37557,P7V,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,P7V.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37557.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37556,PHGN,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,PHGN.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37556.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37543,PHI1,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,PHI1.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37543.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37582,QIA,DAX1,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,QIA.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37582.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37549,R1D,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,R1D.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37549.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37579,R3D,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,R3D.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37579.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37569,RDC,SDX1,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,RDC.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37569.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37544,SGM,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,SGM.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37544.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37553,VNX,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,VNX.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37553.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37548,WOSB,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,WOSB.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37548.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37554,YDX,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,YDX.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37554.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37581,Z98,LUX0,Euronext Amsterdam,XAMS,NL,EUR,eodhd_europe_prices,eodhd,Z98.AS,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37581.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36890,1NBA,LUX0,Euronext Brussels,XBRU,BE,EUR,eodhd_europe_prices,eodhd,1NBA.BR,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36890.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36889,FO4N,LUX0,Euronext Brussels,XBRU,BE,EUR,eodhd_europe_prices,eodhd,FO4N.BR,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36889.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36888,GXE,LUX0,Euronext Brussels,XBRU,BE,EUR,eodhd_europe_prices,eodhd,GXE.BR,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36888.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36886,KDB,LUX0,Euronext Brussels,XBRU,BE,EUR,eodhd_europe_prices,eodhd,KDB.BR,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36886.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36891,NVJP,LUX0,Euronext Brussels,XBRU,BE,EUR,eodhd_europe_prices,eodhd,NVJP.BR,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36891.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36887,UNC,LUX0,Euronext Brussels,XBRU,BE,EUR,eodhd_europe_prices,eodhd,UNC.BR,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36887.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37357,22Z,SKA0,Nasdaq Copenhagen,XCSE,DK,DKK,eodhd_europe_prices,eodhd,22Z.CO,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37357.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37356,3P7,SKA0,Nasdaq Copenhagen,XCSE,DK,DKK,eodhd_europe_prices,eodhd,3P7.CO,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37356.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37353,BV3,SKA0,Nasdaq Copenhagen,XCSE,DK,DKK,eodhd_europe_prices,eodhd,BV3.CO,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37353.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37345,CBGB,SKA0,Nasdaq Copenhagen,XCSE,DK,DKK,eodhd_europe_prices,eodhd,CBGB.CO,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37345.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37359,CBHD,SKA0,Nasdaq Copenhagen,XCSE,DK,DKK,eodhd_europe_prices,eodhd,CBHD.CO,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37359.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37355,D2G,SKA0,Nasdaq Copenhagen,XCSE,DK,DKK,eodhd_europe_prices,eodhd,D2G.CO,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37355.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37346,DP4A,SKA0,Nasdaq Copenhagen,XCSE,DK,DKK,eodhd_europe_prices,eodhd,DP4A.CO,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37346.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37347,DP4B,SKA0,Nasdaq Copenhagen,XCSE,DK,DKK,eodhd_europe_prices,eodhd,DP4B.CO,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37347.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37354,DS81,SKA0,Nasdaq Copenhagen,XCSE,DK,DKK,eodhd_europe_prices,eodhd,DS81.CO,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37354.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37350,DSN,SKA0,Nasdaq Copenhagen,XCSE,DK,DKK,eodhd_europe_prices,eodhd,DSN.CO,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37350.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37348,GE9,SKA0,Nasdaq Copenhagen,XCSE,DK,DKK,eodhd_europe_prices,eodhd,GE9.CO,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37348.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37349,GNN,SKA0,Nasdaq Copenhagen,XCSE,DK,DKK,eodhd_europe_prices,eodhd,GNN.CO,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37349.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37352,JYS1,SKA0,Nasdaq Copenhagen,XCSE,DK,DKK,eodhd_europe_prices,eodhd,JYS1.CO,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37352.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
