ticker,company_name,exchange,country,source_provider,source_file,instrument_type,instrument_scope,classification_confidence,classification_reason,sector,industry,market_cap,raw_cik,raw_exchange,provider_precedence,merge_action,merge_reason
ADBE,Adobe Inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADEA,Adeia Inc.  - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADGM,"Adagio Medical Holdings, Inc - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADI,"Analog Devices, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADIL,"Adial Pharmaceuticals, Inc - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADMA,ADMA Biologics Inc - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADP,"Automatic Data Processing, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADPT,Adaptive Biotechnologies Corporation - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADSE,ADS-TEC ENERGY PLC - Ordinary Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,ADR,IN_SCOPE_ADR,MEDIUM,Security name indicates ADR/ADS: ADS.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADSK,"Autodesk, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADTN,"ADTRAN Holdings, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADUR,Aduro Clean Technologies Inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADUS,Addus HomeCare Corporation - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADV,Advantage Solutions Inc.  - Class A Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
ADVB,Advanced Biomed Inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
AEAQ,Activate Energy Acquisition Corp. - Class A Ordinary Share,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: CLASS A.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
AEBI,Aebi Schmidt Holding AG - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
AEC,Anfield Energy Inc. - Common Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,MEDIUM,No exclusion keyword detected; treated as common equity candidate.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
AEHL,Antelope Enterprise Holdings Limited - Class A Ordinary Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: ORDINARY SHARES.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
AEHR,Aehr Test Systems - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common equity: COMMON STOCK.,,,,,,1,PRESERVE_EXISTING,Existing validated expanded_universe_v2_4b row preserved as base source.
