pilot_id,row_number,ticker,company_name,exchange,country,source_provider,instrument_type,type_bucket_v2_33a,provider_symbol_status,provider_symbol,eligibility_preflight_status,eligibility_preflight_reasons,price_collection_status,provider_symbol_reason
P032,19271,1BAm,Boeing Co/The,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P033,19353,1DECKm,Deckers Outdoor Corp,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P034,19442,1GDm,General Dynamics Corp,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P035,19531,1KDPm,Keurig Dr Pepper Inc,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P036,19618,1NESTm,Neste Oyj,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P037,19699,1SANDm,Sandvik AB,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P038,19785,1TRMBm,Trimble Inc,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P039,19868,2006n,Shanghai Jin Jiang International Hotels Group Co Ltd,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P040,9290,2FEd,Ferrari NV,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P041,20081,384n,China Gas Holdings Ltd,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P042,20268,4BBl,4basebio PLC,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P043,20403,6457n,Glory Ltd,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P044,20491,762n,China Unicom Hong Kong Ltd,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P045,20580,895n,Dongjiang Environmental Co Ltd,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P046,9586,AABc,Aalborg Boldspilklub A/S,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P047,20747,ACKHYc,European High Yield KL,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P048,20833,AEGOFn,Aegon NV,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P049,20928,AICl,Achilles Investment Co Ltd,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P050,21014,ALBOAp,BOA Concept SACA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P051,21097,ALHPIp,Hopium SA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P052,9860,ALPNz,Alpine Select AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P053,9879,AMBUBc,Ambu A/S,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P054,9941,APETIh,Apetit Oyj,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P055,21464,ASEw,Asseco South Eastern Europe SA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P056,21552,AURAl,Aura Energy Ltd,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P057,21652,BA05l,Morgan Advanced Materials PLC,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P058,10205,BCGEz,Banque Cantonale de Geneve,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P059,21789,BHP1d,BHP Group Ltd,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P060,21870,BLKz,Blackrock Inc,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P061,10374,BOSNz,Bossard Holding AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P062,22051,BTAFFn,British American Tobacco PLC,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P063,10539,C5Hi,Cairn Homes PLC,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P064,22218,CBOXl,Cake Box Holdings PLC,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P065,22353,CFXd,Capital One Financial Corp,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P066,22439,CLEMs,Clemondo Group AB,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P067,10930,COHp,Coheris SA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P068,22617,CPZ1d,Cousins Properties Inc,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P069,22701,CTW0d,Celestica Inc,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P070,11220,DB1d,Deutsche Boerse AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P071,22899,DHHm,DHH SpA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P072,23016,DMYDBs,DIAMYD MEDICAL AB,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P073,23094,DSY2v,Dassault Systemes SE,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P074,23201,EBRn,Centrais Eletricas Brasileiras SA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P075,23332,EJFIl,EJF Investments Ltd,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P076,23457,EMVCl,EMV Capital PLC,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P077,23534,EPROs,Europris ASA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P078,23732,EUZGv,Eckert & Ziegler SE,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P079,12314,FB2Ad,Meta Platforms Inc,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P080,12415,FLERIs,Flerie AB,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P081,24088,FPILIc,Formuepleje LimiTTellus akk,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P082,12577,FUTRl,Future PLC,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P083,12685,GENLl,Genel Energy Plc,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P084,24425,GMETl,Guardian Metal Resources PLC,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P085,24529,GRRMFn,Gerresheimer AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P086,24649,HAINn,Hain Celestial Group Inc/The,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P087,24733,HENOFn,Henkel AG & Co KGaA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P088,24834,HOCd,HolidayCheck Group AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P089,24937,HVBd,Uestra Hannoversche Verkehrsbetriebe AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P090,25069,IDNTTm,ID-Entity SA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P091,25185,IMPw,Impera Capital Alternatywna Spolka Inwestycyjna SA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P092,13619,IOSd,IONOS Group SE,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P093,25398,IVNm,Ivision Tech SpA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P094,25546,JNEOl,Journeo PLC,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P095,14121,KDVBs,KDventures AB,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P096,25785,KNMl,Konami Group Corp,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P097,25852,KVTw,Krynica Vitamin SA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P098,25971,LHAv,Deutsche Lufthansa AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P099,14389,LOTBb,Lotus Bakeries NV,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P100,14535,M3Vd,MeVis Medical Solutions AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P101,26239,MCKd,McKesson Corp,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P102,14648,MGNSl,Morgan Sindall Group PLC,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P103,26410,MMMn,3M Co,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P104,26475,MRBw,Mirbud SA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P105,26552,MURGFn,Muenchener Rueckversicherungs AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P106,26661,NCH2v,Thyssenkrupp Nucera AG & Co KGaa,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P107,26725,NFXl,Nuformix PLC,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P108,15008,NORTHo,North Energy ASA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P109,26862,NWGw,NEWAG SA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P110,26938,OHBAd,OHB SE,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P111,27009,ORKLFn,Orkla ASA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P112,15201,PALv,Palfinger AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P113,27157,PETGt,Petrol DD Ljubljana,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P114,27231,PLABn,Photronics Inc,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P115,27295,PPLn,Pembina Pipeline Corp,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P116,27389,PTRm,Pattern SpA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P117,27487,QUADf,Quantum Developments REIT PLC,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P118,15570,RECTb,Recticel SA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P119,15628,RLIAe,Realia Business SA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P120,27711,RTLLFn,Rational AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P121,15755,SAMPOh,Sampo Oyj,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P122,15831,SCMNz,Swisscom AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P123,27984,SFCAp,Societe francaise de Casinos,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P124,16004,SIGNz,SIG Group AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P125,28138,SMAWFn,Siemens AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P126,28218,SOLNAs,Solnaberg Property AB,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P127,28368,SQn,Square Inc,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
