asset_id,ticker,cik,feature,reason,current_fy,previous_fy,metric,phase
U00013,ABAT,0001576873,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00013,ABAT,0001576873,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00014,ABCL,0001703057,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00014,ABCL,0001703057,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00014,ABCL,0001703057,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00015,ABEO,0000318306,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00015,ABEO,0000318306,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00016,ABLV,0001957489,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00016,ABLV,0001957489,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00017,ABNB,0001559720,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00017,ABNB,0001559720,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00017,ABNB,0001559720,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00018,ABOS,0001576885,revenue_yoy_growth,missing_previous_year,2025,2024,revenue,v2.38G
U00018,ABOS,0001576885,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00018,ABOS,0001576885,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00018,ABOS,0001576885,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00018,ABOS,0001576885,operating_cash_flow_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00018,ABOS,0001576885,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00018,ABOS,0001576885,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00018,ABOS,0001576885,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00018,ABOS,0001576885,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00019,ABSI,0001672688,revenue_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,revenue,v2.38G
U00019,ABSI,0001672688,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00019,ABSI,0001672688,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00019,ABSI,0001672688,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00019,ABSI,0001672688,operating_cash_flow_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00019,ABSI,0001672688,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00019,ABSI,0001672688,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00019,ABSI,0001672688,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00020,ABTC,0001755953,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00020,ABTC,0001755953,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00020,ABTC,0001755953,equity_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,equity,v2.38G
U00020,ABTC,0001755953,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00021,ABTS,0001864055,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00021,ABTS,0001864055,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00022,ABUS,0001447028,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00022,ABUS,0001447028,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00022,ABUS,0001447028,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00023,ABVC,0001173313,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00023,ABVC,0001173313,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00023,ABVC,0001173313,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00023,ABVC,0001173313,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00023,ABVC,0001173313,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00023,ABVC,0001173313,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00027,ACCL,0002038378,revenue_yoy_growth,missing_previous_year,2025,2024,revenue,v2.38G
U00027,ACCL,0002038378,net_income_yoy_growth,missing_previous_year,2025,2024,net_income,v2.38G
U00027,ACCL,0002038378,operating_cash_flow_yoy_growth,missing_previous_year,2025,2024,operating_cash_flow,v2.38G
U00027,ACCL,0002038378,assets_yoy_growth,missing_previous_year,2025,2024,assets,v2.38G
U00027,ACCL,0002038378,equity_yoy_growth,missing_previous_year,2025,2024,equity,v2.38G
U00028,ACDC,0001881487,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00028,ACDC,0001881487,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00029,ACET,0001720580,revenue_yoy_growth,missing_previous_year,2025,2024,revenue,v2.38G
U00029,ACET,0001720580,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00029,ACET,0001720580,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00029,ACET,0001720580,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00029,ACET,0001720580,operating_cash_flow_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00029,ACET,0001720580,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00029,ACET,0001720580,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00029,ACET,0001720580,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00030,ACFN,0000880984,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00030,ACFN,0000880984,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00030,ACFN,0000880984,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00032,ACGL,0000947484,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00032,ACGL,0000947484,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00032,ACGL,0000947484,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00033,ACHC,0001520697,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00034,ACHV,0000949858,revenue_yoy_growth,missing_previous_year,2025,2024,revenue,v2.38G
U00034,ACHV,0000949858,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00034,ACHV,0000949858,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00034,ACHV,0000949858,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00034,ACHV,0000949858,operating_cash_flow_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00034,ACHV,0000949858,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00034,ACHV,0000949858,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00034,ACHV,0000949858,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00038,ACLS,0001113232,net_income_yoy_growth,missing_previous_year,2025,2024,net_income,v2.38G
U00041,ACNT,0000095953,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00042,ACOG,0001655923,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00042,ACOG,0001655923,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00042,ACOG,0001655923,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00043,ACON,0001635077,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00043,ACON,0001635077,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00043,ACON,0001635077,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00044,ACRS,0001557746,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00044,ACRS,0001557746,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00044,ACRS,0001557746,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00045,ACRV,0001781174,revenue_yoy_growth,missing_previous_year,2025,2024,revenue,v2.38G
U00045,ACRV,0001781174,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00045,ACRV,0001781174,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00045,ACRV,0001781174,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00045,ACRV,0001781174,operating_cash_flow_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00045,ACRV,0001781174,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00045,ACRV,0001781174,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00045,ACRV,0001781174,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00046,ACT,0001823529,net_income_yoy_growth,missing_previous_year,2025,2024,net_income,v2.38G
U00046,ACT,0001823529,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00046,ACT,0001823529,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00046,ACT,0001823529,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00047,ACTG,0000934549,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00047,ACTG,0000934549,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00047,ACTG,0000934549,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00047,ACTG,0000934549,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00048,ACTU,0001652935,revenue_yoy_growth,missing_previous_year,2025,2024,revenue,v2.38G
U00048,ACTU,0001652935,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00048,ACTU,0001652935,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00048,ACTU,0001652935,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00048,ACTU,0001652935,operating_cash_flow_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00048,ACTU,0001652935,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00048,ACTU,0001652935,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00048,ACTU,0001652935,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00048,ACTU,0001652935,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00049,ACXP,0001736243,revenue_yoy_growth,missing_previous_year,2025,2024,revenue,v2.38G
U00049,ACXP,0001736243,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00049,ACXP,0001736243,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00049,ACXP,0001736243,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00049,ACXP,0001736243,operating_cash_flow_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00049,ACXP,0001736243,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00049,ACXP,0001736243,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00049,ACXP,0001736243,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00049,ACXP,0001736243,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00051,ADAG,0001818838,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00051,ADAG,0001818838,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00051,ADAG,0001818838,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00051,ADAG,0001818838,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00051,ADAG,0001818838,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00051,ADAG,0001818838,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00055,ADGM,0002006986,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00055,ADGM,0002006986,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00055,ADGM,0002006986,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00055,ADGM,0002006986,operating_cash_flow_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00055,ADGM,0002006986,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00055,ADGM,0002006986,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00055,ADGM,0002006986,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00056,ADI,0000006281,liabilities_to_assets,missing_or_invalid_assets,2025,,assets,v2.38G
U00057,ADIL,0001513525,revenue_yoy_growth,missing_previous_year,2025,2024,revenue,v2.38G
U00057,ADIL,0001513525,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00057,ADIL,0001513525,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00057,ADIL,0001513525,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00057,ADIL,0001513525,operating_cash_flow_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00057,ADIL,0001513525,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00057,ADIL,0001513525,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00057,ADIL,0001513525,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00057,ADIL,0001513525,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00059,ADP,0000008670,free_cash_flow,missing_cash_flow_or_capex,2026,,operating_cash_flow|capex,v2.38G
U00059,ADP,0000008670,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2026,,revenue,v2.38G
U00059,ADP,0000008670,capex_to_revenue,missing_or_invalid_revenue_or_capex,2026,,revenue,v2.38G
U00060,ADPT,0001478320,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00060,ADPT,0001478320,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00060,ADPT,0001478320,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00062,ADSK,0000769397,liabilities_to_assets,missing_or_invalid_assets,2026,,assets,v2.38G
U00063,ADTN,0000926282,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00063,ADTN,0000926282,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00066,ADV,0001776661,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00066,ADV,0001776661,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00067,ADVB,0001941029,revenue_yoy_growth,missing_previous_year,2025,2024,revenue,v2.38G
U00067,ADVB,0001941029,net_income_yoy_growth,missing_previous_year,2025,2024,net_income,v2.38G
U00067,ADVB,0001941029,operating_cash_flow_yoy_growth,missing_previous_year,2025,2024,operating_cash_flow,v2.38G
U00067,ADVB,0001941029,assets_yoy_growth,missing_previous_year,2025,2024,assets,v2.38G
U00067,ADVB,0001941029,equity_yoy_growth,missing_previous_year,2025,2024,equity,v2.38G
U00067,ADVB,0001941029,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00067,ADVB,0001941029,operating_cash_flow_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00067,ADVB,0001941029,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00067,ADVB,0001941029,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00067,ADVB,0001941029,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00069,AEBI,0002048519,revenue_yoy_growth,missing_previous_year,2025,2024,revenue,v2.38G
U00069,AEBI,0002048519,net_income_yoy_growth,missing_previous_year,2025,2024,net_income,v2.38G
U00069,AEBI,0002048519,operating_cash_flow_yoy_growth,missing_previous_year,2025,2024,operating_cash_flow,v2.38G
U00069,AEBI,0002048519,assets_yoy_growth,missing_previous_year,2025,2024,assets,v2.38G
U00069,AEBI,0002048519,equity_yoy_growth,missing_previous_year,2025,2024,equity,v2.38G
U00072,AEHR,0001040470,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2026,2025,net_income,v2.38G
U00072,AEHR,0001040470,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2026,2025,operating_cash_flow,v2.38G
U00072,AEHR,0001040470,cash_conversion_ratio,missing_or_invalid_net_income,2026,,net_income,v2.38G
U00073,AEI,0001750106,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00073,AEI,0001750106,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00074,AEIS,0000927003,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00074,AEIS,0000927003,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00074,AEIS,0000927003,return_on_assets,missing_or_invalid_assets,2025,,assets,v2.38G
U00074,AEIS,0000927003,return_on_equity,missing_or_invalid_equity,2025,,equity,v2.38G
U00074,AEIS,0000927003,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00075,AEMD,0000882291,revenue_yoy_growth,missing_previous_year,2026,2025,revenue,v2.38G
U00075,AEMD,0000882291,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2026,2025,net_income,v2.38G
U00075,AEMD,0000882291,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2026,2025,operating_cash_flow,v2.38G
U00075,AEMD,0000882291,net_margin,missing_or_invalid_revenue,2026,,revenue,v2.38G
U00075,AEMD,0000882291,operating_cash_flow_margin,missing_or_invalid_revenue,2026,,revenue,v2.38G
U00075,AEMD,0000882291,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2026,,revenue,v2.38G
U00075,AEMD,0000882291,capex_to_revenue,missing_or_invalid_revenue_or_capex,2026,,revenue,v2.38G
U00075,AEMD,0000882291,cash_conversion_ratio,missing_or_invalid_net_income,2026,,net_income,v2.38G
U00077,AEP,0000004904,net_income_yoy_growth,missing_previous_year,2025,2024,net_income,v2.38G
U00077,AEP,0000004904,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00077,AEP,0000004904,return_on_assets,missing_or_invalid_assets,2025,,assets,v2.38G
U00077,AEP,0000004904,return_on_equity,missing_or_invalid_equity,2025,,equity,v2.38G
U00077,AEP,0000004904,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00077,AEP,0000004904,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00077,AEP,0000004904,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00077,AEP,0000004904,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00078,AERT,0001853044,net_income_yoy_growth,missing_previous_year,2026,2025,net_income,v2.38G
U00078,AERT,0001853044,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2026,2025,operating_cash_flow,v2.38G
U00078,AERT,0001853044,equity_yoy_growth,invalid_or_nonpositive_previous_denominator,2026,2025,equity,v2.38G
U00078,AERT,0001853044,return_on_equity,missing_or_invalid_equity,2026,,equity,v2.38G
U00080,AEVA,0001789029,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00080,AEVA,0001789029,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00080,AEVA,0001789029,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00081,AEYE,0001362190,net_income_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,net_income,v2.38G
U00081,AEYE,0001362190,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00083,AFCG,0001822523,net_income_yoy_growth,missing_previous_year,2025,2024,net_income,v2.38G
U00083,AFCG,0001822523,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00083,AFCG,0001822523,return_on_assets,missing_or_invalid_assets,2025,,assets,v2.38G
U00083,AFCG,0001822523,return_on_equity,missing_or_invalid_equity,2025,,equity,v2.38G
U00083,AFCG,0001822523,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00083,AFCG,0001822523,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
U00083,AFCG,0001822523,capex_to_revenue,missing_or_invalid_revenue_or_capex,2025,,revenue,v2.38G
U00083,AFCG,0001822523,cash_conversion_ratio,missing_or_invalid_net_income,2025,,net_income,v2.38G
U00084,AFJK,0001979005,revenue_yoy_growth,missing_previous_year,2025,2024,revenue,v2.38G
U00084,AFJK,0001979005,operating_cash_flow_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,operating_cash_flow,v2.38G
U00084,AFJK,0001979005,equity_yoy_growth,invalid_or_nonpositive_previous_denominator,2025,2024,equity,v2.38G
U00084,AFJK,0001979005,net_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00084,AFJK,0001979005,return_on_equity,missing_or_invalid_equity,2025,,equity,v2.38G
U00084,AFJK,0001979005,operating_cash_flow_margin,missing_or_invalid_revenue,2025,,revenue,v2.38G
U00084,AFJK,0001979005,free_cash_flow,missing_cash_flow_or_capex,2025,,operating_cash_flow|capex,v2.38G
U00084,AFJK,0001979005,free_cash_flow_margin,missing_or_invalid_revenue_or_fcf,2025,,revenue,v2.38G
