raw_file,source_url,candidate_url,score,matched_hints
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/csd/oslo/equities-and-equity-certificates/virtual-general-meeting,50,equities|equity|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equity-derivatives/news,50,equity|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/stock-futures/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/stock-futures/trading,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/stock-options/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/stock-options/mini/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/stock-options/trading,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/dividend-stock-futures/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/dividend-stock-futures/trading,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equity-derivatives/esg-derivatives,50,equity|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equity-derivatives/sector-index-derivatives,50,equity|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/amsterdam/stock-futures/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/amsterdam/stock-options/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/brussels/stock-futures/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/brussels/stock-options/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/lisbon/stock-options/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/lisbon/stock-futures/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/milan/stock-options/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/milan/stock-futures/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/oslo/stock-futures/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/oslo/stock-options/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/paris/stock-futures/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/paris/stock-options/list,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,https://live.euronext.com/en/products/equities,https://live.euronext.com/en/news/what-is-a-stock,50,euronext|live.euronext.com|stock
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,https://live.euronext.com/en/products/equities,https://live.euronext.com/en/news/euronexts-global-equity-market-gem-equity-expands-its-offering-and-strengthens-its-role,50,equity|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,https://live.euronext.com/en/products/equities,https://live.euronext.com/en/news/vincent-boquillon-and-nathalie-ruiz-sat-down-trade-discuss-equity-market-innovation,50,equity|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,https://live.euronext.com/en/products/equities,https://live.euronext.com/en/news/us-election-impact-equity-trading-euronext-global-equity-market-volumes-have-tripled,50,equity|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,https://live.euronext.com/en/products/equities,https://live.euronext.com/en/news/strength-made-italy-equity-trading,50,equity|euronext|live.euronext.com
(v2.15C_discovered_links_manifest),https://live.euronext.com/en/products/equities,/en/news/boursolive-2026-equity-markets-how-ai-reshaping-landscape,50,api|equity
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,https://live.euronext.com/en/products/equities,https://www.euronext.com/en/media/4054/download,45,download|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/why-go-public,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/how-go-public,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/ipoready,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/life-listed-company,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/euronext-tech-leaders,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/sector-focused-listing-solutions,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/international-listings,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/sector-focused-listing-solutions/aerospace-and-defence,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/trading/trading-services/euronext-global-equity-market-gem,40,equity|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/news/index-themes-shaping-2026-and-beyond,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/investor-relations/capital-and-shareholding,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/how-go-public/types-listing,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/how-go-public/choosing-market,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/how-go-public/ipo-journey,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/how-go-public/choosing-advisors,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/how-go-public/rules-fees-and-forms,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/sector-focused-listing-solutions/real-estate-investment-trusts-reits,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/sector-focused-listing-solutions/sme,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/sector-focused-listing-solutions/sme/ipogo,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/sector-focused-listing-solutions/tech,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/sector-focused-listing-solutions/family-business,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/listing/raise-capital/sector-focused-listing-solutions/energy-shipping-and-seafood,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/investor-relations/capital-and-shareholding/share-buyback-program,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/investor-relations/capital-and-shareholding/liquidity-provider,40,api|euronext
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/amsterdam/equities/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/fr/markets/amsterdam/equities/list?page=0,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/nb/markets/amsterdam/equities/list?page=0,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/nl/markets/amsterdam/equities/list?page=0,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/pt/markets/amsterdam/equities/list?page=0,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/de/markets/amsterdam/equities/list?page=0,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/it/markets/amsterdam/equities/list?page=0,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/brussels/equities/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/dublin/equities/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/lisbon/equities/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/milan/equities/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/oslo/equities/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/paris/equities/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equities,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equities/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equities/regulated/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equities/growth/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equities/access/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equities/expand/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equities/eurotlx/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equities/trading-after-hours/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equities/ipos,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equities/company-news,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equities/company-news-archive,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equities/tech-leaders,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/equities/family-business,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/products/equities/listing-sponsors,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/amsterdam/equities-by-index/aex-index,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/amsterdam/equities-by-index/aex-esg,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/brussels/equities-by-index/bel20,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/brussels/equities/euronext/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/brussels/equities/growth/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/brussels/equities/access/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/brussels/equities/expert/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/dublin/equities-by-index/iseq20,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/dublin/equities/euronext/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/dublin/equities/growth/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/lisbon/equities-by-index/psi,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/lisbon/equities/euronext/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/lisbon/equities/access/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/milan/equities/euronext/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/milan/equities/growth/list,35,equities|euronext|live.euronext.com
outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/milan/equities/star/list,35,equities|euronext|live.euronext.com
