path,suffix,size_bytes,name_signal_pointer_like,content_scanned,contains_previous_operational_base_name,contains_final_reference_name,contains_activated_reference_name,contains_pointer_language,existing_file_modified_by_v2_21h,recommended_action
outputs/full_universe_source_acquisition/asx_active_pointer_update_plan_checks_v2_20p.csv,.csv,3247,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_plan_controls_v2_20p.csv,.csv,505,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_plan_historical_references_v2_20p.csv,.csv,21836,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_plan_next_actions_v2_20p.csv,.csv,778,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_plan_reference_inventory_v2_20p.csv,.csv,22228,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_plan_rollback_controls_v2_20p.csv,.csv,923,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_plan_summary_v2_20p.csv,.csv,1597,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_plan_update_candidates_v2_20p.csv,.csv,582,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_plan_v2_20p.json,.json,144679,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_plan_v2_20p.md,.md,6760,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_validation_checks_v2_20r.csv,.csv,6407,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_validation_dataset_controls_v2_20r.csv,.csv,918,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_validation_historical_preservation_v2_20r.csv,.csv,31726,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_validation_next_actions_v2_20r.csv,.csv,778,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_validation_readiness_gate_v2_20r.csv,.csv,676,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_validation_rollback_controls_v2_20r.csv,.csv,1096,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_validation_summary_v2_20r.csv,.csv,1428,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_validation_target_files_v2_20r.csv,.csv,788,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_validation_v2_20r.json,.json,80400,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_active_pointer_update_validation_v2_20r.md,.md,10008,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_candidate_validation_against_current_dry_run_v2_20f.json,.json,13309,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_candidate_validation_against_current_dry_run_v2_20f.md,.md,6919,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_candidate_validation_current_index_profile_v2_20f.csv,.csv,645,True,True,False,False,False,False,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_candidate_validation_duplicate_current_rows_v2_20f.csv,.csv,210737,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_dry_run_checks_v2_20l.csv,.csv,4757,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_dry_run_next_actions_v2_20l.csv,.csv,780,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_dry_run_preflight_v2_20l.csv,.csv,686,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_dry_run_rollback_controls_v2_20l.csv,.csv,823,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_dry_run_schema_controls_v2_20l.csv,.csv,1702,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_dry_run_sha_controls_v2_20l.csv,.csv,1014,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_dry_run_summary_v2_20l.csv,.csv,1606,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_dry_run_v2_20l.json,.json,20890,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_dry_run_v2_20l.md,.md,9306,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_execution_plan_v2_20k.csv,.csv,1495,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_plan_checks_v2_20k.csv,.csv,4202,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_plan_next_actions_v2_20k.csv,.csv,789,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_plan_summary_v2_20k.csv,.csv,1411,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_plan_v2_20k.json,.json,17995,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_plan_v2_20k.md,.md,8586,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_risk_register_v2_20k.csv,.csv,881,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_canonical_promotion_rollback_plan_v2_20k.csv,.csv,992,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_controlled_active_pointer_update_checks_v2_20q.csv,.csv,6598,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_controlled_active_pointer_update_manifest_v2_20q.csv,.csv,823,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_controlled_active_pointer_update_next_actions_v2_20q.csv,.csv,735,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_controlled_active_pointer_update_preservation_audit_v2_20q.csv,.csv,37298,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_controlled_active_pointer_update_reference_audit_v2_20q.csv,.csv,530,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_controlled_active_pointer_update_rollback_controls_v2_20q.csv,.csv,890,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_controlled_active_pointer_update_summary_v2_20q.csv,.csv,1577,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_controlled_active_pointer_update_v2_20q.json,.json,77300,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_controlled_active_pointer_update_v2_20q.md,.md,9426,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_final_promotion_closure_pointer_controls_v2_20t.csv,.csv,527,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_post_pointer_operational_readiness_gate_checks_v2_20s.csv,.csv,5240,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_post_pointer_operational_readiness_gate_dataset_controls_v2_20s.csv,.csv,909,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_post_pointer_operational_readiness_gate_decision_register_v2_20s.csv,.csv,1016,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_post_pointer_operational_readiness_gate_final_closure_plan_v2_20s.csv,.csv,448,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_post_pointer_operational_readiness_gate_next_actions_v2_20s.csv,.csv,688,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_post_pointer_operational_readiness_gate_pointer_controls_v2_20s.csv,.csv,537,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_post_pointer_operational_readiness_gate_readiness_v2_20s.csv,.csv,954,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_post_pointer_operational_readiness_gate_rollback_controls_v2_20s.csv,.csv,1047,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_post_pointer_operational_readiness_gate_scoring_gate_v2_20s.csv,.csv,510,True,True,False,False,False,False,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_post_pointer_operational_readiness_gate_summary_v2_20s.csv,.csv,1302,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_post_pointer_operational_readiness_gate_v2_20s.json,.json,24696,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_post_pointer_operational_readiness_gate_v2_20s.md,.md,9639,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_promoted_canonical_validation_activation_gate_v2_20n.csv,.csv,470,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_promoted_canonical_validation_artifact_manifest_v2_20n.csv,.csv,979,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_promoted_canonical_validation_checks_v2_20n.csv,.csv,5808,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_promoted_canonical_validation_content_controls_v2_20n.csv,.csv,463,True,True,False,False,False,False,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_promoted_canonical_validation_next_actions_v2_20n.csv,.csv,776,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_promoted_canonical_validation_rollback_controls_v2_20n.csv,.csv,955,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_promoted_canonical_validation_schema_controls_v2_20n.csv,.csv,1554,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_promoted_canonical_validation_sha_controls_v2_20n.csv,.csv,881,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_promoted_canonical_validation_summary_v2_20n.csv,.csv,1612,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_promoted_canonical_validation_v2_20n.json,.json,24232,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/asx_promoted_canonical_validation_v2_20n.md,.md,11721,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/colombia_promotion_freeze_decision_pointer_manifest_v2_21e_c.json,.json,1382,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/expanded_universe_v2_21g_final_reference.csv,.csv,9558734,True,False,False,False,False,False,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/final_v2_21_closure_pointer_manifest.json,.json,976,True,True,True,True,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/hkex_candidate_validation_against_canonical_dry_run_checks_v2_19o.csv,.csv,2585,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/hkex_candidate_validation_against_canonical_dry_run_comparison_summary_v2_19o.csv,.csv,1040,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/hkex_candidate_validation_against_canonical_dry_run_dataset_index_summary_v2_19o.csv,.csv,745,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/hkex_candidate_validation_against_canonical_dry_run_duplicate_matches_v2_19o.csv,.csv,1909897,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/hkex_candidate_validation_against_canonical_dry_run_exclusions_v2_19o.csv,.csv,10018245,True,False,False,False,False,False,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/hkex_candidate_validation_against_canonical_dry_run_instrument_validation_summary_v2_19o.csv,.csv,492,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/hkex_candidate_validation_against_canonical_dry_run_net_new_candidates_v2_19o.csv,.csv,224965,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/hkex_candidate_validation_against_canonical_dry_run_next_actions_v2_19o.csv,.csv,735,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/hkex_candidate_validation_against_canonical_dry_run_v2_19o.json,.json,9564,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/hkex_candidate_validation_against_canonical_dry_run_v2_19o.md,.md,7063,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/hkex_candidate_validation_against_canonical_dry_run_validated_candidates_v2_19o.csv,.csv,10242474,True,False,False,False,False,False,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/nse_india_candidate_validation_against_canonical_dry_run_v2_17f.json,.json,297167,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/nse_india_candidate_validation_against_canonical_dry_run_v2_17f.md,.md,5563,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/nse_india_candidate_validation_canonical_profile_v2_17f.csv,.csv,1152,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/nse_raw_acquisition_v2_17c/nse_preference_shares__raw_source_file.csv,.csv,609,True,True,False,False,False,False,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/raw/cboe_europe_v2_11c/reference_data_page.html,.html,602256,True,False,False,False,False,False,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/raw/deutsche_boerse_xetra_v2_14c/shares_reference_en.html,.html,152202,True,False,False,False,False,False,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/raw/euronext_v2_15c/euronext_advanced_reference_data.html,.html,409557,True,False,False,False,False,False,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/raw/euronext_v2_15c/euronext_static_reference_data.html,.html,415621,True,False,False,False,False,False,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/singapore_promotion_freeze_decision_pointer_discovery_v2_21e_s.csv,.csv,3253,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/singapore_promotion_freeze_decision_pointer_manifest_v2_21e_s.json,.json,1088,True,True,True,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/targeted_market_gap_decision_gate_current_coverage_gap_v2_21a.csv,.csv,184,True,True,False,False,False,False,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/tmx_candidate_validation_against_canonical_v2_16f.json,.json,21875,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/tmx_candidate_validation_against_canonical_v2_16f.md,.md,7090,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/tmx_candidate_validation_canonical_profile_v2_16f.csv,.csv,446,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/twse_tpex_candidate_validation_against_canonical_dry_run_v2_18f.json,.json,9145,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/twse_tpex_candidate_validation_against_canonical_dry_run_v2_18f.md,.md,6126,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/full_universe_source_acquisition/twse_tpex_candidate_validation_canonical_profile_v2_18f.csv,.csv,1149,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/research/current_ranking/AAPL_research.json,.json,1150,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/research/current_ranking/ASML_research.json,.json,1251,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/research/current_ranking/MSFT_research.json,.json,2082,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/research/current_ranking/current_ranking_research_index.json,.json,1375,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/research/current_ranking/current_ranking_research_report.md,.md,704,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/research/current_ranking/manual_review_log_v1_8a.json,.json,1836,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/research/current_ranking_compare/current_ranking_compare_v1_7b.csv,.csv,923,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/research/current_ranking_compare/current_ranking_compare_v1_7b.json,.json,2816,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/research/current_ranking_compare/current_ranking_compare_v1_7b.md,.md,1018,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/scale_tests/size_100/active_real_universe_top_candidates.csv,.csv,134155,True,True,False,False,False,False,False,review_only_no_automatic_mutation
outputs/scale_tests/size_1000/active_real_universe_top_candidates.csv,.csv,1338523,True,True,False,False,False,False,False,review_only_no_automatic_mutation
outputs/scale_tests/size_20/active_real_universe_top_candidates.csv,.csv,27295,True,True,False,False,False,False,False,review_only_no_automatic_mutation
outputs/scale_tests/size_250/active_real_universe_top_candidates.csv,.csv,335177,True,True,False,False,False,False,False,review_only_no_automatic_mutation
outputs/scale_tests/size_50/active_real_universe_top_candidates.csv,.csv,67373,True,True,False,False,False,False,False,review_only_no_automatic_mutation
outputs/scale_tests/size_500/active_real_universe_top_candidates.csv,.csv,669763,True,True,False,False,False,False,False,review_only_no_automatic_mutation
outputs/scouting/active_pipeline_policy_status.json,.json,518,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/scouting/active_real_universe_top_candidates.csv,.csv,8206,True,True,False,False,False,False,False,review_only_no_automatic_mutation
outputs/scouting/active_stage1_policy_status.json,.json,422,True,True,False,False,False,True,False,review_only_no_automatic_mutation
outputs/scouting/stage1_policy_simulation_aligned_current_base_alignment.csv,.csv,32637,True,True,False,False,False,False,False,review_only_no_automatic_mutation
outputs/scouting/stage1_policy_simulation_final_current_base_alignment.csv,.csv,48777,True,True,False,False,False,False,False,review_only_no_automatic_mutation
releases/v0.7/outputs/scouting/active_pipeline_policy_status.json,.json,518,True,True,False,False,False,True,False,review_only_no_automatic_mutation
scripts/activate_final_v2_21_reference_gate_v2_21h.py,.py,29771,True,True,True,True,True,True,False,review_only_no_automatic_mutation
scripts/asx_active_pointer_decision_gate_v2_20o.py,.py,38390,True,True,True,False,False,True,False,review_only_no_automatic_mutation
scripts/asx_active_pointer_update_plan_v2_20p.py,.py,32913,True,True,True,False,False,True,False,review_only_no_automatic_mutation
scripts/asx_active_pointer_update_validation_v2_20r.py,.py,36016,True,True,True,False,False,True,False,review_only_no_automatic_mutation
scripts/asx_candidate_validation_against_current_dry_run_v2_20f.py,.py,41450,True,True,False,False,False,True,False,review_only_no_automatic_mutation
scripts/asx_canonical_promotion_dry_run_v2_20l.py,.py,35607,True,True,True,False,False,True,False,review_only_no_automatic_mutation
scripts/asx_canonical_promotion_plan_v2_20k.py,.py,30833,True,True,True,False,False,True,False,review_only_no_automatic_mutation
scripts/asx_controlled_active_pointer_update_v2_20q.py,.py,34403,True,True,True,False,False,True,False,review_only_no_automatic_mutation
scripts/asx_post_pointer_operational_readiness_gate_v2_20s.py,.py,38395,True,True,True,False,False,True,False,review_only_no_automatic_mutation
scripts/asx_promoted_canonical_validation_v2_20n.py,.py,40745,True,True,True,False,False,True,False,review_only_no_automatic_mutation
scripts/compare_current_ranking_research_v1_7b.py,.py,9913,True,True,False,False,False,True,False,review_only_no_automatic_mutation
scripts/create_current_ranking_research_v1_7a.py,.py,6153,True,True,False,False,False,True,False,review_only_no_automatic_mutation
scripts/documentation_canonical_dataset_path_v2_14i.py,.py,11016,True,True,False,False,False,True,False,review_only_no_automatic_mutation
scripts/hkex_candidate_validation_against_canonical_dry_run_v2_19o.py,.py,39863,True,True,False,False,False,True,False,review_only_no_automatic_mutation
scripts/nse_india_candidate_validation_against_canonical_dry_run_v2_17f.py,.py,40688,True,True,False,False,False,True,False,review_only_no_automatic_mutation
scripts/tmx_candidate_validation_against_canonical_v2_16f.py,.py,26143,True,True,False,False,False,True,False,review_only_no_automatic_mutation
scripts/twse_tpex_candidate_validation_against_canonical_dry_run_v2_18f.py,.py,42357,True,True,False,False,False,True,False,review_only_no_automatic_mutation
CHANGELOG.md,.md,2426,False,True,False,False,False,True,False,review_only_no_automatic_mutation
PHASE6A_COLUMNS.md,.md,1483,False,True,False,False,False,True,False,review_only_no_automatic_mutation
PHASE6A_REAL_UNIVERSE_SOURCE_FORMAT.md,.md,2795,False,True,False,False,False,True,False,review_only_no_automatic_mutation
README.md,.md,3184,False,True,False,False,False,True,False,review_only_no_automatic_mutation
VERSION.md,.md,1564,False,True,False,False,False,True,False,review_only_no_automatic_mutation
app.py,.py,275814,False,True,False,False,False,True,False,review_only_no_automatic_mutation
app_v0_5_stable.py,.py,161086,False,True,False,False,False,True,False,review_only_no_automatic_mutation
app_v0_6_stable.py,.py,166468,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/cache/demo/market_snapshots/market_snapshot_demo_1y_20260528.csv,.csv,10899,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/cache/demo/market_snapshots/market_snapshot_demo_1y_20260528.json,.json,787,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/demo/demo_universe.csv,.csv,2808,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/raw/expanded_universe/README_v2_3e.md,.md,328,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/raw/expanded_universe/expanded_universe_exclusions_v2_4b.csv,.csv,1696796,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/raw/expanded_universe/expanded_universe_v2_4b.csv,.csv,1481305,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/raw/fundamentals_source.csv,.csv,619,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/raw/fundamentals_source_yfinance.csv,.csv,58993,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,.csv,346966,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/raw/source_providers/nasdaq_trader_otherlisted/nasdaq_trader_otherlisted.csv,.csv,530196,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/raw/source_providers/sec_company_tickers_exchange/company_tickers_exchange.json,.json,521876,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/raw/universe_source_real.csv,.csv,563078,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/raw/universe_source_real_clean.csv,.csv,879101,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/raw/universe_source_real_excluded.csv,.csv,569570,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/stages/stage1_passed.csv,.csv,53244,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/stages/stage1_passed_enriched.csv,.csv,111165,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/stages/stage1_rejected.csv,.csv,86318,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/stages/stage1_watchlist.csv,.csv,31006,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/stages/stage2_passed.csv,.csv,46336,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/stages/stage2_rejected.csv,.csv,29096,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/stages/stage2_rejection_log.csv,.csv,135906,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/stages/stage2_watchlist.csv,.csv,60097,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/stages/stage3_passed.csv,.csv,6101,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/stages/stage3_rejected.csv,.csv,25636,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/stages/stage3_watchlist.csv,.csv,25801,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/universe/global_universe.csv,.csv,103442,False,True,False,False,False,True,False,review_only_no_automatic_mutation
data/universe/global_universe_validated.csv,.csv,139049,False,True,False,False,False,True,False,review_only_no_automatic_mutation
docs/phase5/DATA_REQUIREMENTS.md,.md,1525,False,True,False,False,False,True,False,review_only_no_automatic_mutation
docs/phase5/FILTERING_RULES.md,.md,2858,False,True,False,False,False,True,False,review_only_no_automatic_mutation
docs/phase5/GLOBAL_FUNNEL_DESIGN.md,.md,2631,False,True,False,False,False,True,False,review_only_no_automatic_mutation
docs/phase5/REJECTION_LOG_DESIGN.md,.md,1292,False,True,False,False,False,True,False,review_only_no_automatic_mutation
