symbol,candidate_name,crosscheck_name,crosscheck_found,name_match_type,crosscheck_raw_json
1309,台達化,台達化,True,exact,"{""Change"": ""0.1000"", ""ClosingPrice"": ""12.90"", ""Code"": ""1309"", ""Date"": ""1150810"", ""HighestPrice"": ""13.05"", ""LowestPrice"": ""12.70"", ""Name"": ""台達化"", ""OpeningPrice"": ""12.85"", ""TradeValue"": ""15460525"", ""TradeVolume"": ""1196654"", ""Transaction"": ""680""}"
1310,台苯,台苯,True,exact,"{""Change"": ""0.1100"", ""ClosingPrice"": ""8.08"", ""Code"": ""1310"", ""Date"": ""1150810"", ""HighestPrice"": ""8.15"", ""LowestPrice"": ""7.98"", ""Name"": ""台苯"", ""OpeningPrice"": ""8.10"", ""TradeValue"": ""33315520"", ""TradeVolume"": ""4121526"", ""Transaction"": ""1573""}"
1312,國喬,國喬,True,exact,"{""Change"": ""-0.0500"", ""ClosingPrice"": ""11.90"", ""Code"": ""1312"", ""Date"": ""1150810"", ""HighestPrice"": ""12.10"", ""LowestPrice"": ""11.85"", ""Name"": ""國喬"", ""OpeningPrice"": ""12.00"", ""TradeValue"": ""57146381"", ""TradeVolume"": ""4776884"", ""Transaction"": ""1533""}"
1313,聯成,聯成,True,exact,"{""Change"": ""0.1000"", ""ClosingPrice"": ""11.60"", ""Code"": ""1313"", ""Date"": ""1150810"", ""HighestPrice"": ""11.65"", ""LowestPrice"": ""11.35"", ""Name"": ""聯成"", ""OpeningPrice"": ""11.60"", ""TradeValue"": ""28387438"", ""TradeVolume"": ""2458773"", ""Transaction"": ""949""}"
1314,中石化,中石化,True,exact,"{""Change"": ""-0.0600"", ""ClosingPrice"": ""7.74"", ""Code"": ""1314"", ""Date"": ""1150810"", ""HighestPrice"": ""7.87"", ""LowestPrice"": ""7.65"", ""Name"": ""中石化"", ""OpeningPrice"": ""7.81"", ""TradeValue"": ""331089913"", ""TradeVolume"": ""42518724"", ""Transaction"": ""8516""}"
1315,達新,達新,True,exact,"{""Change"": ""0.5000"", ""ClosingPrice"": ""64.40"", ""Code"": ""1315"", ""Date"": ""1150810"", ""HighestPrice"": ""65.30"", ""LowestPrice"": ""63.50"", ""Name"": ""達新"", ""OpeningPrice"": ""63.90"", ""TradeValue"": ""9389036"", ""TradeVolume"": ""145462"", ""Transaction"": ""98""}"
1316,上曜,上曜,True,exact,"{""Change"": ""0.0000"", ""ClosingPrice"": ""10.05"", ""Code"": ""1316"", ""Date"": ""1150810"", ""HighestPrice"": ""10.10"", ""LowestPrice"": ""9.97"", ""Name"": ""上曜"", ""OpeningPrice"": ""10.05"", ""TradeValue"": ""10218522"", ""TradeVolume"": ""1019099"", ""Transaction"": ""365""}"
1319,東陽,東陽,True,exact,"{""Change"": ""0.9000"", ""ClosingPrice"": ""77.60"", ""Code"": ""1319"", ""Date"": ""1150810"", ""HighestPrice"": ""77.60"", ""LowestPrice"": ""76.00"", ""Name"": ""東陽"", ""OpeningPrice"": ""76.80"", ""TradeValue"": ""163741012"", ""TradeVolume"": ""2123941"", ""Transaction"": ""1937""}"
1321,大洋,大洋,True,exact,"{""Change"": ""0.3000"", ""ClosingPrice"": ""32.20"", ""Code"": ""1321"", ""Date"": ""1150810"", ""HighestPrice"": ""32.20"", ""LowestPrice"": ""31.90"", ""Name"": ""大洋"", ""OpeningPrice"": ""31.90"", ""TradeValue"": ""3932055"", ""TradeVolume"": ""122754"", ""Transaction"": ""74""}"
1323,永裕,永裕,True,exact,"{""Change"": ""1.6500"", ""ClosingPrice"": ""21.60"", ""Code"": ""1323"", ""Date"": ""1150810"", ""HighestPrice"": ""21.70"", ""LowestPrice"": ""20.35"", ""Name"": ""永裕"", ""OpeningPrice"": ""20.35"", ""TradeValue"": ""9688576"", ""TradeVolume"": ""459701"", ""Transaction"": ""353""}"
1324,地球,地球,True,exact,"{""Change"": ""0.0000"", ""ClosingPrice"": ""10.05"", ""Code"": ""1324"", ""Date"": ""1150810"", ""HighestPrice"": ""10.05"", ""LowestPrice"": ""10.00"", ""Name"": ""地球"", ""OpeningPrice"": ""10.00"", ""TradeValue"": ""376584"", ""TradeVolume"": ""37610"", ""Transaction"": ""54""}"
1325,恆大,恆大,True,exact,"{""Change"": ""-0.6000"", ""ClosingPrice"": ""26.80"", ""Code"": ""1325"", ""Date"": ""1150810"", ""HighestPrice"": ""27.40"", ""LowestPrice"": ""26.50"", ""Name"": ""恆大"", ""OpeningPrice"": ""27.40"", ""TradeValue"": ""13467983"", ""TradeVolume"": ""502690"", ""Transaction"": ""471""}"
1326,台化,台化,True,exact,"{""Change"": ""-0.1000"", ""ClosingPrice"": ""58.80"", ""Code"": ""1326"", ""Date"": ""1150810"", ""HighestPrice"": ""59.70"", ""LowestPrice"": ""57.60"", ""Name"": ""台化"", ""OpeningPrice"": ""59.70"", ""TradeValue"": ""1110543021"", ""TradeVolume"": ""18904137"", ""Transaction"": ""10097""}"
1337,再生-KY,再生-KY,True,exact,"{""Change"": ""0.0400"", ""ClosingPrice"": ""4.72"", ""Code"": ""1337"", ""Date"": ""1150810"", ""HighestPrice"": ""4.82"", ""LowestPrice"": ""4.70"", ""Name"": ""再生-KY"", ""OpeningPrice"": ""4.82"", ""TradeValue"": ""1413336"", ""TradeVolume"": ""299911"", ""Transaction"": ""204""}"
1338,廣華-KY,廣華-KY,True,exact,"{""Change"": ""0.2000"", ""ClosingPrice"": ""15.45"", ""Code"": ""1338"", ""Date"": ""1150810"", ""HighestPrice"": ""15.45"", ""LowestPrice"": ""15.15"", ""Name"": ""廣華-KY"", ""OpeningPrice"": ""15.25"", ""TradeValue"": ""1918734"", ""TradeVolume"": ""125067"", ""Transaction"": ""72""}"
1339,昭輝,昭輝,True,exact,"{""Change"": ""0.0000"", ""ClosingPrice"": ""45.00"", ""Code"": ""1339"", ""Date"": ""1150810"", ""HighestPrice"": ""45.80"", ""LowestPrice"": ""44.80"", ""Name"": ""昭輝"", ""OpeningPrice"": ""45.20"", ""TradeValue"": ""5073269"", ""TradeVolume"": ""112477"", ""Transaction"": ""245""}"
1340,勝悅-KY,勝悅-KY,True,exact,"{""Change"": ""0.1900"", ""ClosingPrice"": ""5.26"", ""Code"": ""1340"", ""Date"": ""1150810"", ""HighestPrice"": ""5.40"", ""LowestPrice"": ""5.12"", ""Name"": ""勝悅-KY"", ""OpeningPrice"": ""5.12"", ""TradeValue"": ""2952997"", ""TradeVolume"": ""561280"", ""Transaction"": ""309""}"
1341,富林-KY,富林-KY,True,exact,"{""Change"": ""0.6000"", ""ClosingPrice"": ""59.20"", ""Code"": ""1341"", ""Date"": ""1150810"", ""HighestPrice"": ""61.30"", ""LowestPrice"": ""58.60"", ""Name"": ""富林-KY"", ""OpeningPrice"": ""58.60"", ""TradeValue"": ""2278795"", ""TradeVolume"": ""38033"", ""Transaction"": ""28""}"
1342,八貫,八貫,True,exact,"{""Change"": ""-0.5000"", ""ClosingPrice"": ""103.50"", ""Code"": ""1342"", ""Date"": ""1150810"", ""HighestPrice"": ""105.00"", ""LowestPrice"": ""103.50"", ""Name"": ""八貫"", ""OpeningPrice"": ""105.00"", ""TradeValue"": ""23941749"", ""TradeVolume"": ""230775"", ""Transaction"": ""281""}"
1402,遠東新,遠東新,True,exact,"{""Change"": ""-0.2500"", ""ClosingPrice"": ""27.25"", ""Code"": ""1402"", ""Date"": ""1150810"", ""HighestPrice"": ""27.60"", ""LowestPrice"": ""27.15"", ""Name"": ""遠東新"", ""OpeningPrice"": ""27.40"", ""TradeValue"": ""492530545"", ""TradeVolume"": ""18017237"", ""Transaction"": ""5138""}"
1409,新纖,新纖,True,exact,"{""Change"": ""2.2500"", ""ClosingPrice"": ""24.75"", ""Code"": ""1409"", ""Date"": ""1150810"", ""HighestPrice"": ""24.75"", ""LowestPrice"": ""24.75"", ""Name"": ""新纖"", ""OpeningPrice"": ""24.75"", ""TradeValue"": ""155940629"", ""TradeVolume"": ""6300637"", ""Transaction"": ""2346""}"
1410,南染,南染,True,exact,"{""Change"": ""-0.5500"", ""ClosingPrice"": ""25.80"", ""Code"": ""1410"", ""Date"": ""1150810"", ""HighestPrice"": ""26.60"", ""LowestPrice"": ""25.70"", ""Name"": ""南染"", ""OpeningPrice"": ""25.70"", ""TradeValue"": ""2232253"", ""TradeVolume"": ""85338"", ""Transaction"": ""87""}"
1413,宏洲,宏洲,True,exact,"{""Change"": ""0.0100"", ""ClosingPrice"": ""9.40"", ""Code"": ""1413"", ""Date"": ""1150810"", ""HighestPrice"": ""9.69"", ""LowestPrice"": ""9.40"", ""Name"": ""宏洲"", ""OpeningPrice"": ""9.69"", ""TradeValue"": ""107389"", ""TradeVolume"": ""11344"", ""Transaction"": ""13""}"
1414,東和,東和,True,exact,"{""Change"": ""0.2000"", ""ClosingPrice"": ""19.75"", ""Code"": ""1414"", ""Date"": ""1150810"", ""HighestPrice"": ""19.80"", ""LowestPrice"": ""19.10"", ""Name"": ""東和"", ""OpeningPrice"": ""19.60"", ""TradeValue"": ""14149973"", ""TradeVolume"": ""732150"", ""Transaction"": ""444""}"
1416,廣豐,廣豐,True,exact,"{""Change"": ""0.0000"", ""ClosingPrice"": ""11.00"", ""Code"": ""1416"", ""Date"": ""1150810"", ""HighestPrice"": ""11.15"", ""LowestPrice"": ""10.95"", ""Name"": ""廣豐"", ""OpeningPrice"": ""11.00"", ""TradeValue"": ""2650778"", ""TradeVolume"": ""240023"", ""Transaction"": ""150""}"
1417,嘉裕,嘉裕,True,exact,"{""Change"": ""0.0100"", ""ClosingPrice"": ""8.29"", ""Code"": ""1417"", ""Date"": ""1150810"", ""HighestPrice"": ""8.33"", ""LowestPrice"": ""8.27"", ""Name"": ""嘉裕"", ""OpeningPrice"": ""8.28"", ""TradeValue"": ""576009"", ""TradeVolume"": ""69452"", ""Transaction"": ""85""}"
1418,東華,東華,True,exact,"{""Change"": ""0.0000"", ""ClosingPrice"": ""18.05"", ""Code"": ""1418"", ""Date"": ""1150810"", ""HighestPrice"": ""18.05"", ""LowestPrice"": ""18.05"", ""Name"": ""東華"", ""OpeningPrice"": ""18.05"", ""TradeValue"": ""27714"", ""TradeVolume"": ""1541"", ""Transaction"": ""16""}"
1419,新紡,新紡,True,exact,"{""Change"": ""1.0000"", ""ClosingPrice"": ""65.00"", ""Code"": ""1419"", ""Date"": ""1150810"", ""HighestPrice"": ""65.00"", ""LowestPrice"": ""64.00"", ""Name"": ""新紡"", ""OpeningPrice"": ""64.40"", ""TradeValue"": ""3571392"", ""TradeVolume"": ""55308"", ""Transaction"": ""63""}"
1423,利華,利華,True,exact,"{""Change"": ""0.4000"", ""ClosingPrice"": ""35.95"", ""Code"": ""1423"", ""Date"": ""1150810"", ""HighestPrice"": ""35.95"", ""LowestPrice"": ""35.50"", ""Name"": ""利華"", ""OpeningPrice"": ""35.50"", ""TradeValue"": ""629214"", ""TradeVolume"": ""17686"", ""Transaction"": ""22""}"
1432,大魯閣,大魯閣,True,exact,"{""Change"": ""0.2000"", ""ClosingPrice"": ""15.30"", ""Code"": ""1432"", ""Date"": ""1150810"", ""HighestPrice"": ""15.40"", ""LowestPrice"": ""15.15"", ""Name"": ""大魯閣"", ""OpeningPrice"": ""15.15"", ""TradeValue"": ""4976929"", ""TradeVolume"": ""325379"", ""Transaction"": ""1112""}"
1434,福懋,福懋,True,exact,"{""Change"": ""0.4500"", ""ClosingPrice"": ""17.70"", ""Code"": ""1434"", ""Date"": ""1150810"", ""HighestPrice"": ""17.75"", ""LowestPrice"": ""17.20"", ""Name"": ""福懋"", ""OpeningPrice"": ""17.45"", ""TradeValue"": ""46273569"", ""TradeVolume"": ""2632508"", ""Transaction"": ""1283""}"
1435,中福,中福,True,exact,"{""Change"": ""1.3500"", ""ClosingPrice"": ""24.65"", ""Code"": ""1435"", ""Date"": ""1150810"", ""HighestPrice"": ""24.65"", ""LowestPrice"": ""22.10"", ""Name"": ""中福"", ""OpeningPrice"": ""23.15"", ""TradeValue"": ""883970"", ""TradeVolume"": ""38963"", ""Transaction"": ""129""}"
1436,華友聯,華友聯,True,exact,"{""Change"": ""1.0000"", ""ClosingPrice"": ""37.35"", ""Code"": ""1436"", ""Date"": ""1150810"", ""HighestPrice"": ""37.60"", ""LowestPrice"": ""36.30"", ""Name"": ""華友聯"", ""OpeningPrice"": ""36.35"", ""TradeValue"": ""9587106"", ""TradeVolume"": ""258568"", ""Transaction"": ""251""}"
1437,勤益控,勤益控,True,exact,"{""Change"": ""0.6000"", ""ClosingPrice"": ""30.30"", ""Code"": ""1437"", ""Date"": ""1150810"", ""HighestPrice"": ""30.30"", ""LowestPrice"": ""29.70"", ""Name"": ""勤益控"", ""OpeningPrice"": ""29.85"", ""TradeValue"": ""4858186"", ""TradeVolume"": ""162076"", ""Transaction"": ""113""}"
1438,三地開發,三地開發,True,exact,"{""Change"": ""0.1000"", ""ClosingPrice"": ""22.45"", ""Code"": ""1438"", ""Date"": ""1150810"", ""HighestPrice"": ""22.50"", ""LowestPrice"": ""22.35"", ""Name"": ""三地開發"", ""OpeningPrice"": ""22.50"", ""TradeValue"": ""464289"", ""TradeVolume"": ""20708"", ""Transaction"": ""26""}"
1439,雋揚,雋揚,True,exact,"{""Change"": ""1.8500"", ""ClosingPrice"": ""29.25"", ""Code"": ""1439"", ""Date"": ""1150810"", ""HighestPrice"": ""29.40"", ""LowestPrice"": ""27.45"", ""Name"": ""雋揚"", ""OpeningPrice"": ""27.45"", ""TradeValue"": ""1578759"", ""TradeVolume"": ""54513"", ""Transaction"": ""48""}"
1440,南紡,南紡,True,exact,"{""Change"": ""0.8500"", ""ClosingPrice"": ""13.50"", ""Code"": ""1440"", ""Date"": ""1150810"", ""HighestPrice"": ""13.55"", ""LowestPrice"": ""12.80"", ""Name"": ""南紡"", ""OpeningPrice"": ""12.80"", ""TradeValue"": ""85766004"", ""TradeVolume"": ""6446773"", ""Transaction"": ""2194""}"
1441,大東,大東,True,exact,"{""Change"": ""-0.1100"", ""ClosingPrice"": ""8.89"", ""Code"": ""1441"", ""Date"": ""1150810"", ""HighestPrice"": ""8.95"", ""LowestPrice"": ""8.85"", ""Name"": ""大東"", ""OpeningPrice"": ""8.95"", ""TradeValue"": ""123745"", ""TradeVolume"": ""13879"", ""Transaction"": ""57""}"
1442,名軒,名軒,True,exact,"{""Change"": ""-0.0500"", ""ClosingPrice"": ""30.05"", ""Code"": ""1442"", ""Date"": ""1150810"", ""HighestPrice"": ""30.45"", ""LowestPrice"": ""29.95"", ""Name"": ""名軒"", ""OpeningPrice"": ""30.10"", ""TradeValue"": ""8202047"", ""TradeVolume"": ""271945"", ""Transaction"": ""211""}"
1443,立益物流,立益物流,True,exact,"{""Change"": ""0.4500"", ""ClosingPrice"": ""26.05"", ""Code"": ""1443"", ""Date"": ""1150810"", ""HighestPrice"": ""26.05"", ""LowestPrice"": ""25.30"", ""Name"": ""立益物流"", ""OpeningPrice"": ""25.30"", ""TradeValue"": ""186542"", ""TradeVolume"": ""7306"", ""Transaction"": ""20""}"
1444,力麗,力麗,True,exact,"{""Change"": ""0.0000"", ""ClosingPrice"": ""7.26"", ""Code"": ""1444"", ""Date"": ""1150810"", ""HighestPrice"": ""7.32"", ""LowestPrice"": ""7.15"", ""Name"": ""力麗"", ""OpeningPrice"": ""7.15"", ""TradeValue"": ""7769705"", ""TradeVolume"": ""1067523"", ""Transaction"": ""588""}"
