probe_id,original_candidate_url,normalized_candidate_url,source_raw_file,base_validation_score,source_strategy_priority,source_strategy_allowed,source_strategy_proposed_use,probe_type,risk,should_execute_in_next_phase,rationale,expected_evidence
2a56bcc391f114c4,https://live.euronext.com/en/markets/amsterdam/equities/list,https://live.euronext.com/en/markets/amsterdam/equities/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
99b68ed6622d9f72,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
d232c172541aa1f5,https://live.euronext.com/en/markets/brussels/equities/access/list,https://live.euronext.com/en/markets/brussels/equities/access/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
aec547e74e6987a3,https://live.euronext.com/en/markets/brussels/equities/euronext/list,https://live.euronext.com/en/markets/brussels/equities/euronext/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
626d32fd14de1117,https://live.euronext.com/en/markets/brussels/equities/expert/list,https://live.euronext.com/en/markets/brussels/equities/expert/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
d36227b0b8b4f395,https://live.euronext.com/en/markets/brussels/equities/growth/list,https://live.euronext.com/en/markets/brussels/equities/growth/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
9e196949e8903ae0,https://live.euronext.com/en/markets/brussels/equities/list,https://live.euronext.com/en/markets/brussels/equities/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
dbccb4f4b83c224f,https://live.euronext.com/en/markets/brussels/equities/list?page=0,https://live.euronext.com/en/markets/brussels/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_brussels_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
b5bf5e0bfdd4a2a4,https://live.euronext.com/en/markets/dublin/equities/access/list,https://live.euronext.com/en/markets/dublin/equities/access/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_dublin_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
82f01ad5400bae67,https://live.euronext.com/en/markets/dublin/equities/euronext/list,https://live.euronext.com/en/markets/dublin/equities/euronext/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
a164d98b0c7c267b,https://live.euronext.com/en/markets/dublin/equities/growth/list,https://live.euronext.com/en/markets/dublin/equities/growth/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
14a2d67425f79904,https://live.euronext.com/en/markets/dublin/equities/list,https://live.euronext.com/en/markets/dublin/equities/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
24aad6fd4c8ab2ce,https://live.euronext.com/en/markets/dublin/equities/list?page=0,https://live.euronext.com/en/markets/dublin/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_dublin_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
cc2a04fc7b8b701e,https://live.euronext.com/en/markets/lisbon/equities/access/list,https://live.euronext.com/en/markets/lisbon/equities/access/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
532a51d82c4044ce,https://live.euronext.com/en/markets/lisbon/equities/euronext/list,https://live.euronext.com/en/markets/lisbon/equities/euronext/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
99b11f834aad81a9,https://live.euronext.com/en/markets/lisbon/equities/list,https://live.euronext.com/en/markets/lisbon/equities/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
8ab2f9ffe1f796a2,https://live.euronext.com/en/markets/lisbon/equities/list?page=0,https://live.euronext.com/en/markets/lisbon/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_lisbon_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
b282ffc0a509f265,https://live.euronext.com/en/markets/milan/equities/euronext/list,https://live.euronext.com/en/markets/milan/equities/euronext/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
fee59372e18259ee,https://live.euronext.com/en/markets/milan/equities/eurotlx/list,https://live.euronext.com/en/markets/milan/equities/eurotlx/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
6ca1d04b21b86017,https://live.euronext.com/en/markets/milan/equities/growth/list,https://live.euronext.com/en/markets/milan/equities/growth/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
fed184a43e976d6a,https://live.euronext.com/en/markets/milan/equities/list,https://live.euronext.com/en/markets/milan/equities/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
32ab276ea6222077,https://live.euronext.com/en/markets/milan/equities/list?page=0,https://live.euronext.com/en/markets/milan/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_milan_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
94697e8cbc021d2c,https://live.euronext.com/en/markets/milan/equities/star/list,https://live.euronext.com/en/markets/milan/equities/star/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
0c6683d3323343d5,https://live.euronext.com/en/markets/milan/equities/tah/list,https://live.euronext.com/en/markets/milan/equities/tah/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
d7f8e8d74ed1817f,https://live.euronext.com/en/markets/oslo/equities/euronext/list,https://live.euronext.com/en/markets/oslo/equities/euronext/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
828b90bedf94aed3,https://live.euronext.com/en/markets/oslo/equities/expand/list,https://live.euronext.com/en/markets/oslo/equities/expand/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
6ddc5400e3ff3023,https://live.euronext.com/en/markets/oslo/equities/growth/list,https://live.euronext.com/en/markets/oslo/equities/growth/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
35dc5d191a96880a,https://live.euronext.com/en/markets/oslo/equities/list,https://live.euronext.com/en/markets/oslo/equities/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
f86bed22dfa731a3,https://live.euronext.com/en/markets/oslo/equities/list?page=0,https://live.euronext.com/en/markets/oslo/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_oslo_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
f8679fe82fbc1711,https://live.euronext.com/en/markets/paris/equities/access/list,https://live.euronext.com/en/markets/paris/equities/access/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
6493dffce2ff9b1e,https://live.euronext.com/en/markets/paris/equities/euronext/list,https://live.euronext.com/en/markets/paris/equities/euronext/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_paris_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
df91cc856cad4aa4,https://live.euronext.com/en/markets/paris/equities/growth/list,https://live.euronext.com/en/markets/paris/equities/growth/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
dee52e18688f0557,https://live.euronext.com/en/markets/paris/equities/list,https://live.euronext.com/en/markets/paris/equities/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
6f52f160848ea6f3,https://live.euronext.com/en/markets/paris/equities/list?page=0,https://live.euronext.com/en/markets/paris/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_paris_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
ea85e2f93ca6b5d2,https://live.euronext.com/en/products/equities/access/list,https://live.euronext.com/en/products/equities/access/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
356bd0a1b30ef8c7,https://live.euronext.com/en/products/equities/eurotlx/list,https://live.euronext.com/en/products/equities/eurotlx/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
d4f9a253bef04efb,https://live.euronext.com/en/products/equities/expand/list,https://live.euronext.com/en/products/equities/expand/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
d0f464670389bbda,https://live.euronext.com/en/products/equities/expert-market/list,https://live.euronext.com/en/products/equities/expert-market/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
b5691e0dc45f6f64,https://live.euronext.com/en/products/equities/growth/list,https://live.euronext.com/en/products/equities/growth/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
b574ea6352f7a11c,https://live.euronext.com/en/products/equities/list,https://live.euronext.com/en/products/equities/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
710ee29cb206cbaa,https://live.euronext.com/en/products/equities/listing-sponsors,https://live.euronext.com/en/products/equities/listing-sponsors,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
0f1237b2cd19b4ed,https://live.euronext.com/en/products/equities/regulated/list,https://live.euronext.com/en/products/equities/regulated/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
4085b9033d5521e0,https://live.euronext.com/en/products/equities/trading-after-hours/list,https://live.euronext.com/en/products/equities/trading-after-hours/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
878f2856a2a8db2f,https://live.euronext.com/fr/markets/amsterdam/equities/list?page=0,https://live.euronext.com/fr/markets/amsterdam/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
216d8098d0eebeff,https://live.euronext.com/fr/markets/brussels/equities/list?page=0,https://live.euronext.com/fr/markets/brussels/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_brussels_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
5d03fce763222a75,https://live.euronext.com/fr/markets/dublin/equities/list?page=0,https://live.euronext.com/fr/markets/dublin/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_dublin_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
1612a330f6cce8f9,https://live.euronext.com/fr/markets/lisbon/equities/list?page=0,https://live.euronext.com/fr/markets/lisbon/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_lisbon_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
26f907a7be831cfe,https://live.euronext.com/fr/markets/milan/equities/list?page=0,https://live.euronext.com/fr/markets/milan/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_milan_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
03e1498d92e9f2ab,https://live.euronext.com/fr/markets/oslo/equities/list?page=0,https://live.euronext.com/fr/markets/oslo/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_oslo_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
25fc6a256d6e595b,https://live.euronext.com/fr/markets/paris/equities/list?page=0,https://live.euronext.com/fr/markets/paris/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_paris_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
c17fc70de936e511,https://live.euronext.com/fr/products/equities/list,https://live.euronext.com/fr/products/equities/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_all_equities.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
03e5b0f8f9175d61,https://live.euronext.com/it/markets/amsterdam/equities/list?page=0,https://live.euronext.com/it/markets/amsterdam/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
e341eeaa270e486b,https://live.euronext.com/it/markets/brussels/equities/list?page=0,https://live.euronext.com/it/markets/brussels/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_brussels_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,live_listing_dynamic_probe,medium,True,HTML dry-run failed; inspect whether the live listing route requires dynamic endpoint calls.,"Evidence of redirect, embedded settings, scripts, paging params, or dynamic data route."
