ticker,company_name,exchange,country,source_provider,source_file,instrument_type,instrument_scope,classification_confidence,classification_reason,sector,industry,market_cap,raw_cik,raw_exchange,provider_precedence,merge_action,merge_reason,isin,currency,mic,source_version,source_url,hkex_category,hkex_subcategory,hkex_board_lot,provider,source_phase,symbol,security_name,instrument_id,product_assignment_group_description,asset_type
,Aditya Birla Lifestyle Brands Limited,NSE,India,,,,,,,,,,,,,,,INE14LE01019,INR,,,,,,,nse_india_v2_17g,,ABLBL,,nse_india_37efe49675290d2c,,equity
,ABM International Limited,NSE,India,,,,,,,,,,,,,,,INE251C01025,INR,,,,,,,nse_india_v2_17g,,ABMINTLLTD,,nse_india_925222f03760de0a,,equity
,ABM Knowledgeware Limited,NSE,India,,,,,,,,,,,,,,,INE850B01026,INR,,,,,,,nse_india_v2_17g,,ABMKNO,,nse_india_c8957ef1b43dbcd7,,equity
,Aditya Birla Real Estate Limited,NSE,India,,,,,,,,,,,,,,,INE055A01016,INR,,,,,,,nse_india_v2_17g,,ABREL,,nse_india_52f9826ea035c799,,equity
,Aditya Birla Sun Life AMC Limited,NSE,India,,,,,,,,,,,,,,,INE404A01024,INR,,,,,,,nse_india_v2_17g,,ABSLAMC,,nse_india_067fa378cb7a02dd,,equity
,ACC Limited,NSE,India,,,,,,,,,,,,,,,INE012A01025,INR,,,,,,,nse_india_v2_17g,,ACC,,nse_india_3d563eec6074bdd4,,equity
,Accelya Solutions India Limited,NSE,India,,,,,,,,,,,,,,,INE793A01012,INR,,,,,,,nse_india_v2_17g,,ACCELYA,,nse_india_1b56c8acc73a3491,,equity
,Action Construction Equipment Limited,NSE,India,,,,,,,,,,,,,,,INE731H01025,INR,,,,,,,nse_india_v2_17g,,ACE,,nse_india_becf6291781691d2,,equity
,Ace Integrated Solutions Limited,NSE,India,,,,,,,,,,,,,,,INE543V01017,INR,,,,,,,nse_india_v2_17g,,ACEINTEG,,nse_india_c774fbeedbf2cdd4,,equity
,Archean Chemical Industries Limited,NSE,India,,,,,,,,,,,,,,,INE128X01021,INR,,,,,,,nse_india_v2_17g,,ACI,,nse_india_993bd2f01f6df7ce,,equity
,Andhra Cements Limited,NSE,India,,,,,,,,,,,,,,,INE666E01020,INR,,,,,,,nse_india_v2_17g,,ACL,,nse_india_0e072c609748de36,,equity
,Acme Solar Holdings Limited,NSE,India,,,,,,,,,,,,,,,INE622W01025,INR,,,,,,,nse_india_v2_17g,,ACMESOLAR,,nse_india_07ece4ff1b8be1ef,,equity
,ACS Technologies Limited,NSE,India,,,,,,,,,,,,,,,INE366C01021,INR,,,,,,,nse_india_v2_17g,,ACSTECH,,nse_india_bb73da64af98bd89,,equity
,Acutaas Chemicals Limited,NSE,India,,,,,,,,,,,,,,,INE00FF01025,INR,,,,,,,nse_india_v2_17g,,ACUTAAS,,nse_india_911d556095814370,,equity
,Adani Energy Solutions Limited,NSE,India,,,,,,,,,,,,,,,INE931S01010,INR,,,,,,,nse_india_v2_17g,,ADANIENSOL,,nse_india_8eb60b00126ebe0f,,equity
,Adani Enterprises Limited,NSE,India,,,,,,,,,,,,,,,INE423A01024,INR,,,,,,,nse_india_v2_17g,,ADANIENT,,nse_india_da13cafccad11d89,,equity
,Adani Green Energy Limited,NSE,India,,,,,,,,,,,,,,,INE364U01010,INR,,,,,,,nse_india_v2_17g,,ADANIGREEN,,nse_india_c0cf7e3c6db57c07,,equity
,Adani Ports and Special Economic Zone Limited,NSE,India,,,,,,,,,,,,,,,INE742F01042,INR,,,,,,,nse_india_v2_17g,,ADANIPORTS,,nse_india_63b34ac226d9bb22,,equity
,Adani Power Limited,NSE,India,,,,,,,,,,,,,,,INE814H01029,INR,,,,,,,nse_india_v2_17g,,ADANIPOWER,,nse_india_a7d8b31839a291af,,equity
,ADF Foods Limited,NSE,India,,,,,,,,,,,,,,,INE982B01027,INR,,,,,,,nse_india_v2_17g,,ADFFOODS,,nse_india_ad3bd3cb7f2e7321,,equity
,Archidply Decor Limited,NSE,India,,,,,,,,,,,,,,,INE0CHO01012,INR,,,,,,,nse_india_v2_17g,,ADL,,nse_india_d96749aaa921c40b,,equity
,Ador Welding Limited,NSE,India,,,,,,,,,,,,,,,INE045A01017,INR,,,,,,,nse_india_v2_17g,,ADOR,,nse_india_5cafdcb795607297,,equity
,Adroit Infotech Limited,NSE,India,,,,,,,,,,,,,,,INE737B01033,INR,,,,,,,nse_india_v2_17g,,ADROITINFO,,nse_india_1c3710449fbabca9,,equity
,Allied Digital Services Limited,NSE,India,,,,,,,,,,,,,,,INE102I01027,INR,,,,,,,nse_india_v2_17g,,ADSL,,nse_india_cc82a05ed04a6733,,equity
,Advait Energy Transitions Limited,NSE,India,,,,,,,,,,,,,,,INE0ALI01010,INR,,,,,,,nse_india_v2_17g,,ADVAIT,,nse_india_ba715f613b80efd2,,equity
,Advance Agrolife Limited,NSE,India,,,,,,,,,,,,,,,INE1B0W01010,INR,,,,,,,nse_india_v2_17g,,ADVANCE,,nse_india_6c3ec1b4fdef6e0b,,equity
,Advani Hotels & Resorts (India) Limited,NSE,India,,,,,,,,,,,,,,,INE199C01026,INR,,,,,,,nse_india_v2_17g,,ADVANIHOTR,,nse_india_3f501b850a3d0d14,,equity
,Advent Hotels International Limited,NSE,India,,,,,,,,,,,,,,,INE28GN01010,INR,,,,,,,nse_india_v2_17g,,ADVENTHTL,,nse_india_f5ce795ff64bc192,,equity
,Advanced Enzyme Technologies Limited,NSE,India,,,,,,,,,,,,,,,INE837H01020,INR,,,,,,,nse_india_v2_17g,,ADVENZYMES,,nse_india_5bcf89ef156010b8,,equity
,Aegis Logistics Limited,NSE,India,,,,,,,,,,,,,,,INE208C01025,INR,,,,,,,nse_india_v2_17g,,AEGISLOG,,nse_india_f684f707d32f5d2f,,equity
,Aegis Vopak Terminals Limited,NSE,India,,,,,,,,,,,,,,,INE0INX01018,INR,,,,,,,nse_india_v2_17g,,AEGISVOPAK,,nse_india_59753e347d035083,,equity
,Artemis Electricals and Projects Limited,NSE,India,,,,,,,,,,,,,,,INE757T01025,INR,,,,,,,nse_india_v2_17g,,AEPL,,nse_india_88d76a8a9ebcb770,,equity
,Aequs Limited,NSE,India,,,,,,,,,,,,,,,INE947N01017,INR,,,,,,,nse_india_v2_17g,,AEQUS,,nse_india_c82c7514ecf6285a,,equity
,Aeroflex Enterprises Limited,NSE,India,,,,,,,,,,,,,,,INE065D01027,INR,,,,,,,nse_india_v2_17g,,AEROENTER,,nse_india_3113a088596a079f,,equity
,Aeroflex Industries Limited,NSE,India,,,,,,,,,,,,,,,INE024001021,INR,,,,,,,nse_india_v2_17g,,AEROFLEX,,nse_india_e486f0a5300f25fb,,equity
,Aeroflex Neu Limited,NSE,India,,,,,,,,,,,,,,,INE035801013,INR,,,,,,,nse_india_v2_17g,,AERONEU,,nse_india_8f5815afc915e627,,equity
,Amir Chand Jagdish Kumar (Exports) Limited,NSE,India,,,,,,,,,,,,,,,INE05TO01019,INR,,,,,,,nse_india_v2_17g,,AEROPLANE,,nse_india_c82141840dd070dd,,equity
,Aether Industries Limited,NSE,India,,,,,,,,,,,,,,,INE0BWX01014,INR,,,,,,,nse_india_v2_17g,,AETHER,,nse_india_bd3279d218531d0f,,equity
,Afcons Infrastructure Limited,NSE,India,,,,,,,,,,,,,,,INE101I01011,INR,,,,,,,nse_india_v2_17g,,AFCONS,,nse_india_bc49855431bbd541,,equity
,Affle 3i Limited,NSE,India,,,,,,,,,,,,,,,INE00WC01027,INR,,,,,,,nse_india_v2_17g,,AFFLE,,nse_india_daa15803233678d6,,equity
,Akme Fintrade (India) Limited,NSE,India,,,,,,,,,,,,,,,INE916Y01027,INR,,,,,,,nse_india_v2_17g,,AFIL,,nse_india_0200381f7ba87df9,,equity
,Abans Financial Services Limited,NSE,India,,,,,,,,,,,,,,,INE00ZE01026,INR,,,,,,,nse_india_v2_17g,,AFSL,,nse_india_8f6ca65c6579c4ab,,equity
,Agarwal Industrial Corporation Limited,NSE,India,,,,,,,,,,,,,,,INE204E01012,INR,,,,,,,nse_india_v2_17g,,AGARIND,,nse_india_27a69f07ce5d6171,,equity
,Dr. Agarwal's Health Care Limited,NSE,India,,,,,,,,,,,,,,,INE943P01029,INR,,,,,,,nse_india_v2_17g,,AGARWALEYE,,nse_india_92569d1375df6f17,,equity
,AGI Greenpac Limited,NSE,India,,,,,,,,,,,,,,,INE415A01038,INR,,,,,,,nse_india_v2_17g,,AGI,,nse_india_fff921728fcbfcb0,,equity
,Agi Infra Limited,NSE,India,,,,,,,,,,,,,,,INE976R01033,INR,,,,,,,nse_india_v2_17g,,AGIIL,,nse_india_ec60f897fe113b3b,,equity
,Allcargo Global Limited,NSE,India,,,,,,,,,,,,,,,INE1YPB01014,INR,,,,,,,nse_india_v2_17g,,AGL,,nse_india_46dd038a3bef0450,,equity
,Agro Phos India Limited,NSE,India,,,,,,,,,,,,,,,INE740V01019,INR,,,,,,,nse_india_v2_17g,,AGROPHOS,,nse_india_b4db6b1c5dd7acfa,,equity
,Anlon Healthcare Limited,NSE,India,,,,,,,,,,,,,,,INE0Y8W01025,INR,,,,,,,nse_india_v2_17g,,AHCL,,nse_india_e0df52e051678a76,,equity
,Ahlada Engineers Limited,NSE,India,,,,,,,,,,,,,,,INE00PV01013,INR,,,,,,,nse_india_v2_17g,,AHLADA,,nse_india_3b60d17ce6e33650,,equity
,Asian Hotels (East) Limited,NSE,India,,,,,,,,,,,,,,,INE926K01017,INR,,,,,,,nse_india_v2_17g,,AHLEAST,,nse_india_86692ef1206449df,,equity
,Ahluwalia Contracts (India) Limited,NSE,India,,,,,,,,,,,,,,,INE758C01029,INR,,,,,,,nse_india_v2_17g,,AHLUCONT,,nse_india_d4b5b725b859e6f6,,equity
,AIA Engineering Limited,NSE,India,,,,,,,,,,,,,,,INE212H01026,INR,,,,,,,nse_india_v2_17g,,AIAENG,,nse_india_16590176ef0e9dba,,equity
,Authum Investment & Infrastructure Limited,NSE,India,,,,,,,,,,,,,,,INE206F01022,INR,,,,,,,nse_india_v2_17g,,AIIL,,nse_india_a2ed08b5d165c956,,equity
,Airan Limited,NSE,India,,,,,,,,,,,,,,,INE645W01026,INR,,,,,,,nse_india_v2_17g,,AIRAN,,nse_india_989eea9afe69f2ec,,equity
,Airo Lam limited,NSE,India,,,,,,,,,,,,,,,INE801L01010,INR,,,,,,,nse_india_v2_17g,,AIROLAM,,nse_india_5d50e052f3e38c67,,equity
,Ajanta Pharma Limited,NSE,India,,,,,,,,,,,,,,,INE031B01049,INR,,,,,,,nse_india_v2_17g,,AJANTPHARM,,nse_india_9f9c7505ea5a021a,,equity
,Ajax Engineering Limited,NSE,India,,,,,,,,,,,,,,,INE274Y01021,INR,,,,,,,nse_india_v2_17g,,AJAXENGG,,nse_india_f3efe90b3da8defa,,equity
,Ajmera Realty & Infra India Limited,NSE,India,,,,,,,,,,,,,,,INE298G01035,INR,,,,,,,nse_india_v2_17g,,AJMERA,,nse_india_ba6e1d4abdadfcc2,,equity
,Ajooni Biotech Limited,NSE,India,,,,,,,,,,,,,,,INE820Y01021,INR,,,,,,,nse_india_v2_17g,,AJOONI,,nse_india_7393a80fb68124d4,,equity
,Akash Infra-Projects Limited,NSE,India,,,,,,,,,,,,,,,INE737W01013,INR,,,,,,,nse_india_v2_17g,,AKASH,,nse_india_8bd59ef4568213cc,,equity
,AK Capital Services Limited,NSE,India,,,,,,,,,,,,,,,INE701G01012,INR,,,,,,,nse_india_v2_17g,,AKCAPIT,,nse_india_1fa95da5f3a9e0cc,,equity
,Akg Exim Limited,NSE,India,,,,,,,,,,,,,,,INE00Y801016,INR,,,,,,,nse_india_v2_17g,,AKG,,nse_india_82ae88078106cab7,,equity
,AKI India Limited,NSE,India,,,,,,,,,,,,,,,INE642Z01026,INR,,,,,,,nse_india_v2_17g,,AKI,,nse_india_37290a0d49eadb07,,equity
,Akshar Spintex Limited,NSE,India,,,,,,,,,,,,,,,INE256Z01025,INR,,,,,,,nse_india_v2_17g,,AKSHAR,,nse_india_5ec34239d09f79e7,,equity
,Akums Drugs and Pharmaceuticals Limited,NSE,India,,,,,,,,,,,,,,,INE09XN01023,INR,,,,,,,nse_india_v2_17g,,AKUMS,,nse_india_1230f0f73c5e2daa,,equity
,Alankit Limited,NSE,India,,,,,,,,,,,,,,,INE914E01040,INR,,,,,,,nse_india_v2_17g,,ALANKIT,,nse_india_70b886c461c10ea5,,equity
,Albert David Limited,NSE,India,,,,,,,,,,,,,,,INE155C01010,INR,,,,,,,nse_india_v2_17g,,ALBERTDAVD,,nse_india_8a100fb1862ce8ab,,equity
,Alembic Limited,NSE,India,,,,,,,,,,,,,,,INE426A01027,INR,,,,,,,nse_india_v2_17g,,ALEMBICLTD,,nse_india_bab5008546b1d827,,equity
,Algoquant Fintech Limited,NSE,India,,,,,,,,,,,,,,,INE598D01035,INR,,,,,,,nse_india_v2_17g,,ALGOQUANT,,nse_india_00da3cd316265174,,equity
,Alicon Castalloy Limited,NSE,India,,,,,,,,,,,,,,,INE062D01024,INR,,,,,,,nse_india_v2_17g,,ALICON,,nse_india_c2d2b92636081a01,,equity
,Alivus Life Sciences Limited,NSE,India,,,,,,,,,,,,,,,INE03Q201024,INR,,,,,,,nse_india_v2_17g,,ALIVUS,,nse_india_8fae6cc68ef828dd,,equity
,Alkem Laboratories Limited,NSE,India,,,,,,,,,,,,,,,INE540L01014,INR,,,,,,,nse_india_v2_17g,,ALKEM,,nse_india_76349975576e5dbd,,equity
,Alkyl Amines Chemicals Limited,NSE,India,,,,,,,,,,,,,,,INE150B01039,INR,,,,,,,nse_india_v2_17g,,ALKYLAMINE,,nse_india_cb5a8f0ea40ac5fc,,equity
,Allcargo Logistics Limited,NSE,India,,,,,,,,,,,,,,,INE418H01029,INR,,,,,,,nse_india_v2_17g,,ALLCARGO,,nse_india_fa871d10cbb137aa,,equity
,Alldigi Tech Limited,NSE,India,,,,,,,,,,,,,,,INE835G01018,INR,,,,,,,nse_india_v2_17g,,ALLDIGI,,nse_india_06a88dcae3d589ca,,equity
,All Time Plastics Limited,NSE,India,,,,,,,,,,,,,,,INE0GV601021,INR,,,,,,,nse_india_v2_17g,,ALLTIME,,nse_india_346035d51e0c7d89,,equity
,Almondz Global Securities Limited,NSE,India,,,,,,,,,,,,,,,INE326B01035,INR,,,,,,,nse_india_v2_17g,,ALMONDZ,,nse_india_41f23158cd802b29,,equity
,Alok Industries Limited,NSE,India,,,,,,,,,,,,,,,INE270A01029,INR,,,,,,,nse_india_v2_17g,,ALOKINDS,,nse_india_c5f368bbb43cafa1,,equity
,Alpa Laboratories Limited,NSE,India,,,,,,,,,,,,,,,INE385I01010,INR,,,,,,,nse_india_v2_17g,,ALPA,,nse_india_821a1fdb34cab92a,,equity
,Alphageo (India) Limited,NSE,India,,,,,,,,,,,,,,,INE137C01018,INR,,,,,,,nse_india_v2_17g,,ALPHAGEO,,nse_india_e736149ee15a5a1e,,equity
,Alpine Texworld Limited,NSE,India,,,,,,,,,,,,,,,INE1JCQ01037,INR,,,,,,,nse_india_v2_17g,,ALPINETEX,,nse_india_bcfd4d464631b226,,equity
,Amagi Media Labs Limited,NSE,India,,,,,,,,,,,,,,,INE121R01077,INR,,,,,,,nse_india_v2_17g,,AMAGI,,nse_india_ca237fe7f8dba995,,equity
,Ambalal Sarabhai Enterprises Limited,NSE,India,,,,,,,,,,,,,,,INE432A01017,INR,,,,,,,nse_india_v2_17g,,AMBALALSA,,nse_india_61dcb5fb3ab16f08,,equity
,Amber Enterprises India Limited,NSE,India,,,,,,,,,,,,,,,INE371P01015,INR,,,,,,,nse_india_v2_17g,,AMBER,,nse_india_2cb9f11e32d485a8,,equity
,Ambica Agarbathies & Aroma industries Limited,NSE,India,,,,,,,,,,,,,,,INE792B01012,INR,,,,,,,nse_india_v2_17g,,AMBICAAGAR,,nse_india_b1462f0169731e06,,equity
,Ambika Cotton Mills Limited,NSE,India,,,,,,,,,,,,,,,INE540G01014,INR,,,,,,,nse_india_v2_17g,,AMBIKCO,,nse_india_3019bc8ba742bcc7,,equity
,Ambuja Cements Limited,NSE,India,,,,,,,,,,,,,,,INE079A01024,INR,,,,,,,nse_india_v2_17g,,AMBUJACEM,,nse_india_49b3bb157bd14d03,,equity
,AMD Industries Limited,NSE,India,,,,,,,,,,,,,,,INE005I01014,INR,,,,,,,nse_india_v2_17g,,AMDIND,,nse_india_6654554d632bb75b,,equity
,Amj Land Holdings Limited,NSE,India,,,,,,,,,,,,,,,INE606A01024,INR,,,,,,,nse_india_v2_17g,,AMJLAND,,nse_india_3f3a996d2611900d,,equity
,Amines & Plasticizers Limited,NSE,India,,,,,,,,,,,,,,,INE275D01022,INR,,,,,,,nse_india_v2_17g,,AMNPLST,,nse_india_b4685e8c5675e817,,equity
,Amrutanjan Health Care Limited,NSE,India,,,,,,,,,,,,,,,INE098F01031,INR,,,,,,,nse_india_v2_17g,,AMRUTANJAN,,nse_india_f7b62530a075f69f,,equity
,Anand Rathi Wealth Limited,NSE,India,,,,,,,,,,,,,,,INE463V01026,INR,,,,,,,nse_india_v2_17g,,ANANDRATHI,,nse_india_f791a57bcbcb9728,,equity
,Anant Raj Limited,NSE,India,,,,,,,,,,,,,,,INE242C01024,INR,,,,,,,nse_india_v2_17g,,ANANTRAJ,,nse_india_85cff00fd4ec7359,,equity
,ANDHRA PAPER LIMITED,NSE,India,,,,,,,,,,,,,,,INE435A01051,INR,,,,,,,nse_india_v2_17g,,ANDHRAPAP,,nse_india_834ef8bd411660fa,,equity
,The Andhra Sugars Limited,NSE,India,,,,,,,,,,,,,,,INE715B01021,INR,,,,,,,nse_india_v2_17g,,ANDHRSUGAR,,nse_india_86d12957fceee3d9,,equity
,Angel One Limited,NSE,India,,,,,,,,,,,,,,,INE732I01021,INR,,,,,,,nse_india_v2_17g,,ANGELONE,,nse_india_2a7abeca27a5846c,,equity
,Anik Industries Limited,NSE,India,,,,,,,,,,,,,,,INE087B01017,INR,,,,,,,nse_india_v2_17g,,ANIKINDS,,nse_india_0078444157302ba9,,equity
,Anmol India Limited,NSE,India,,,,,,,,,,,,,,,INE02AR01019,INR,,,,,,,nse_india_v2_17g,,ANMOL,,nse_india_de7d251c2a0315e2,,equity
,Antelopus Selan Energy Limited,NSE,India,,,,,,,,,,,,,,,INE818A01017,INR,,,,,,,nse_india_v2_17g,,ANTELOPUS,,nse_india_387ccfcb1167a471,,equity
,Antarctica Limited,NSE,India,,,,,,,,,,,,,,,INE414B01021,INR,,,,,,,nse_india_v2_17g,,ANTGRAPHIC,,nse_india_e7ef0a6914015a4d,,equity
,Anthem Biosciences Limited,NSE,India,,,,,,,,,,,,,,,INE0CZ201020,INR,,,,,,,nse_india_v2_17g,,ANTHEM,,nse_india_8b4914773e88d7b3,,equity
,Anuh Pharma Limited,NSE,India,,,,,,,,,,,,,,,INE489G01022,INR,,,,,,,nse_india_v2_17g,,ANUHPHR,,nse_india_ea9662431a140126,,equity
,The Anup Engineering Limited,NSE,India,,,,,,,,,,,,,,,INE294Z01018,INR,,,,,,,nse_india_v2_17g,,ANUP,,nse_india_34ebb64be22f772e,,equity
,Anupam Rasayan India Limited,NSE,India,,,,,,,,,,,,,,,INE930P01018,INR,,,,,,,nse_india_v2_17g,,ANURAS,,nse_india_9ba737bd8e9d3362,,equity
,Apar Industries Limited,NSE,India,,,,,,,,,,,,,,,INE372A01015,INR,,,,,,,nse_india_v2_17g,,APARINDS,,nse_india_bd656056eebd644c,,equity
,Anjani Portland Cement Limited,NSE,India,,,,,,,,,,,,,,,INE071F01012,INR,,,,,,,nse_india_v2_17g,,APCL,,nse_india_6f667933ea28116a,,equity
,Apcotex Industries Limited,NSE,India,,,,,,,,,,,,,,,INE116A01032,INR,,,,,,,nse_india_v2_17g,,APCOTEXIND,,nse_india_5d4206ad1616f1c9,,equity
,Apex Frozen Foods Limited,NSE,India,,,,,,,,,,,,,,,INE346W01013,INR,,,,,,,nse_india_v2_17g,,APEX,,nse_india_fa26193ba49787bf,,equity
,APL Apollo Tubes Limited,NSE,India,,,,,,,,,,,,,,,INE702C01027,INR,,,,,,,nse_india_v2_17g,,APLAPOLLO,,nse_india_157e17339d3d4bec,,equity
,Alembic Pharmaceuticals Limited,NSE,India,,,,,,,,,,,,,,,INE901L01018,INR,,,,,,,nse_india_v2_17g,,APLLTD,,nse_india_afff459547cb6e9e,,equity
,Apollo Micro Systems Limited,NSE,India,,,,,,,,,,,,,,,INE713T01028,INR,,,,,,,nse_india_v2_17g,,APOLLO,,nse_india_04cbd004b5556a39,,equity
,Apollo Hospitals Enterprise Limited,NSE,India,,,,,,,,,,,,,,,INE437A01024,INR,,,,,,,nse_india_v2_17g,,APOLLOHOSP,,nse_india_834023f8763851cb,,equity
,Apollo Pipes Limited,NSE,India,,,,,,,,,,,,,,,INE126J01016,INR,,,,,,,nse_india_v2_17g,,APOLLOPIPE,,nse_india_e96fae8b09fb8121,,equity
,Apollo Tyres Limited,NSE,India,,,,,,,,,,,,,,,INE438A01022,INR,,,,,,,nse_india_v2_17g,,APOLLOTYRE,,nse_india_308749ffa80b61ce,,equity
,Apollo Sindoori Hotels Limited,NSE,India,,,,,,,,,,,,,,,INE451F01024,INR,,,,,,,nse_india_v2_17g,,APOLSINHOT,,nse_india_7b7dc282e2342d95,,equity
,Aptus Value Housing Finance India Limited,NSE,India,,,,,,,,,,,,,,,INE852O01025,INR,,,,,,,nse_india_v2_17g,,APTUS,,nse_india_b8a93405184b50c0,,equity
,Aqylon Nexus Limited,NSE,India,,,,,,,,,,,,,,,INE416A01051,INR,,,,,,,nse_india_v2_17g,,AQYLON,,nse_india_50258ecebecd6e29,,equity
,Archidply Industries Limited,NSE,India,,,,,,,,,,,,,,,INE877I01016,INR,,,,,,,nse_india_v2_17g,,ARCHIDPLY,,nse_india_d002ec8055b48377,,equity
,Archies Limited,NSE,India,,,,,,,,,,,,,,,INE731A01020,INR,,,,,,,nse_india_v2_17g,,ARCHIES,,nse_india_8904d3f7612121ff,,equity
,Amara Raja Energy & Mobility Limited,NSE,India,,,,,,,,,,,,,,,INE885A01032,INR,,,,,,,nse_india_v2_17g,,ARE&M,,nse_india_b5c1befaf3b83c4b,,equity
