exchange,ticker,source,merge_action,merge_reason
NASDAQ,AEP,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AERT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AESP,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AEVA,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AEYE,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AFBI,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AFCG,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AFJK,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AFRI,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AFRM,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AFYA,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AGCC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AGEN,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AGIO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AGMB,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AGMH,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AGNC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AGNT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AGPU,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AGRZ,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AGYS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AHCO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AHMA,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIAI,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIBZ,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIDX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIFA,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIFC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIFF,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIFU,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIHS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIIO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIIR,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIMD,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIOS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIOT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIP,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIRE,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIRG,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIRJ,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIRO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIRS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIRT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AISP,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AIXC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AKAM,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AKAN,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AKBA,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AKTS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALAB,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALBT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALCO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALDF,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALDX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALEC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALF,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALGM,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALGN,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALGS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALGT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALHC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALIS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALKS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALKT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALLO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALLR,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALLT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALM,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALMR,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALMS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALMU,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALNT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALNY,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALOT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALOV,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALOY,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALP,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALPS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALRM,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALRS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALTI,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALTO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALVO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALXO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ALZN,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMAL,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMAN,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMAT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMBA,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMCI,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMCX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMD,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMGN,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMIX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMKR,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMLX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMOD,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMPG,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMPH,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMPL,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMRX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMSC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMSF,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMSS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMST,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMTX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AMZN,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANAB,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANDE,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANGH,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANGI,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANGO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANIK,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANIP,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANIX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANNA,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANNX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANPA,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANSC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANTA,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANTX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ANY,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AOSL,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AOUT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APA,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APAC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APEI,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APGE,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,API,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APLD,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APLM,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APM,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APMC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APOG,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APP,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APPF,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APPN,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APPS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APRE,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APUR,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APVO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APWC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APXT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,APYX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AQB,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AQMS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AQST,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARAI,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARAY,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARBB,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARBE,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARCB,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARCC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARCI,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARCL,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARCT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARDX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AREC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARHS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARKO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARKR,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,AROW,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARQ,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARQQ,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARQT,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARRY,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARTC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARTL,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARTNA,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARTV,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARTW,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARVN,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARWR,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ARXS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASBP,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASLE,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASMB,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASML,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASND,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASPC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASPI,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASPS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASRV,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASST,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASTC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASTE,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASTH,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASTI,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASTL,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASTS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASUR,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ASYS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATAI,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATCX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATEC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATER,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATEX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATGL,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATHR,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATII,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATLC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATLO,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATLX,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATNI,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATOM,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATOS,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATPC,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
NASDAQ,ATRA,existing_expanded_universe_v2_4b,PRESERVE_EXISTING,Base row preserved.
