candidate_id,market_id,country,country_code,exchange,mic,currency,source_id,source_class,table_index,row_index,title,symbol,isin,code_ann,issue_number,inscrito_en,bvc_date,rnve_date,tipo_inscripcion,moneda_source,instrument_bucket,accepted_by_quality,quality_reason,raw_payload
CO_SFC_VALORES_INSCRITOS_007_001_1_16,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_007_001,registered_values_page,1,16,CDT BANCOLOMBIA S.A.,COB07CDCD012,COB07CDCD012,COB07CDCD012,198908,BVC,22/08/1989,22/08/1989,AUT,N/A,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""CDT BANCOLOMBIA S.A."", ""Código ANN"": ""COB07CDCD012"", ""No. Emisión"": ""198908"", ""Tipo Inscripción"": ""AUT"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""N/A"", ""Inscrito RNVE Fecha"": ""22/08/1989"", ""Inscrito BVC Fecha"": ""22/08/1989"", ""Monto Autorizado"": ""N/A"", ""Moneda"": ""N/A"", ""Última Calificacion"": ""N/A""}"
CO_SFC_VALORES_INSCRITOS_007_001_1_17,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_007_001,registered_values_page,1,17,CDT COMERCIA S.A. CIA. FIN. CIAL. ANTES FACTORING BANCOLOMBIA H,COJ07CDCD008,COJ07CDCD008,COJ07CDCD008,199001,BVC,26/01/1990,26/01/1990,AUT,N/A,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""CDT COMERCIA S.A. CIA. FIN. CIAL. ANTES FACTORING BANCOLOMBIA H"", ""Código ANN"": ""COJ07CDCD008"", ""No. Emisión"": ""199001"", ""Tipo Inscripción"": ""AUT"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""N/A"", ""Inscrito RNVE Fecha"": ""26/01/1990"", ""Inscrito BVC Fecha"": ""26/01/1990"", ""Monto Autorizado"": ""N/A"", ""Moneda"": ""N/A"", ""Última Calificacion"": ""N/A""}"
CO_SFC_VALORES_INSCRITOS_007_001_1_18,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_007_001,registered_values_page,1,18,CDT LEASING COLOMBIA S.A. CIA. DE FIN. CIAL. HOY BANCOLOMBIA,COJ49CDCD000,COJ49CDCD000,COJ49CDCD000,199310,BVC,12/10/1993,12/10/1993,AUT,N/A,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""CDT LEASING COLOMBIA S.A. CIA. DE FIN. CIAL. HOY BANCOLOMBIA"", ""Código ANN"": ""COJ49CDCD000"", ""No. Emisión"": ""199310"", ""Tipo Inscripción"": ""AUT"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""N/A"", ""Inscrito RNVE Fecha"": ""12/10/1993"", ""Inscrito BVC Fecha"": ""12/10/1993"", ""Monto Autorizado"": ""N/A"", ""Moneda"": ""N/A"", ""Última Calificacion"": ""N/A""}"
CO_SFC_VALORES_INSCRITOS_004_261_1_1,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_004_261,registered_values_page,1,1,AO PROMIGAS S.A. E.S.P.,COI04PAAO006,COI04PAAO006,COI04PAAO006,198309,BVC,30/09/1983,30/09/1983,NOR,N/A,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""AO PROMIGAS S.A. E.S.P."", ""Código ANN"": ""COI04PAAO006"", ""No. Emisión"": ""198309"", ""Tipo Inscripción"": ""NOR"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""212"", ""Inscrito RNVE Fecha"": ""30/09/1983"", ""Inscrito BVC Fecha"": ""30/09/1983"", ""Monto Autorizado"": ""N/A"", ""Moneda"": ""N/A"", ""Última Calificacion"": ""N/A""}"
CO_SFC_VALORES_INSCRITOS_004_261_1_2,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_004_261,registered_values_page,1,2,BO PEC 1ER TRAMO PROMIGAS S.. S.A. E.S.P.,COI04CBBO059,COI04CBBO059,COI04CBBO059,201608,BVC,05/09/2016,24/08/2016,NOR,COP,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""BO PEC 1ER TRAMO PROMIGAS S.. S.A. E.S.P."", ""Código ANN"": ""COI04CBBO059"", ""No. Emisión"": ""201608"", ""Tipo Inscripción"": ""NOR"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""1076"", ""Inscrito RNVE Fecha"": ""24/08/2016"", ""Inscrito BVC Fecha"": ""05/09/2016"", ""Monto Autorizado"": ""500.000.000.000"", ""Moneda"": ""COP"", ""Última Calificacion"": ""AAA""}"
CO_SFC_VALORES_INSCRITOS_004_261_1_3,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_004_261,registered_values_page,1,3,BO PEC 2DO TRAMO PROMIGAS S.A. E.S.P.,COI04CBBO067,COI04CBBO067,COI04CBBO067,201608,BVC,03/11/2020,12/11/2020,NOR,COP,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""BO PEC 2DO TRAMO PROMIGAS S.A. E.S.P."", ""Código ANN"": ""COI04CBBO067"", ""No. Emisión"": ""201608"", ""Tipo Inscripción"": ""NOR"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""N/A"", ""Inscrito RNVE Fecha"": ""12/11/2020"", ""Inscrito BVC Fecha"": ""03/11/2020"", ""Monto Autorizado"": ""600.000.000.000"", ""Moneda"": ""COP"", ""Última Calificacion"": ""N/A""}"
CO_SFC_VALORES_INSCRITOS_004_261_1_4,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_004_261,registered_values_page,1,4,BO PROMIGAS S.A. E.S.P - SEGUNDO MERCADO,COI04CBBO083,COI04CBBO083,COI04CBBO083,202412,BVC,17/12/2024,05/12/2024,AUT,COP,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""BO PROMIGAS S.A. E.S.P - SEGUNDO MERCADO"", ""Código ANN"": ""COI04CBBO083"", ""No. Emisión"": ""202412"", ""Tipo Inscripción"": ""AUT"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""N/A"", ""Inscrito RNVE Fecha"": ""05/12/2024"", ""Inscrito BVC Fecha"": ""17/12/2024"", ""Monto Autorizado"": ""450.000.000.000"", ""Moneda"": ""COP"", ""Última Calificacion"": ""N/A""}"
CO_SFC_VALORES_INSCRITOS_004_261_1_5,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_004_261,registered_values_page,1,5,BO PROMIGAS S.A. E.S.P - SEGUNDO MERCADO,COI04CBBO091,COI04CBBO091,COI04CBBO091,202507,BVC,29/07/2025,16/07/2025,AUT,COP,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""BO PROMIGAS S.A. E.S.P - SEGUNDO MERCADO"", ""Código ANN"": ""COI04CBBO091"", ""No. Emisión"": ""202507"", ""Tipo Inscripción"": ""AUT"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""N/A"", ""Inscrito RNVE Fecha"": ""16/07/2025"", ""Inscrito BVC Fecha"": ""29/07/2025"", ""Monto Autorizado"": ""350.000.000.000"", ""Moneda"": ""COP"", ""Última Calificacion"": ""N/A""}"
CO_SFC_VALORES_INSCRITOS_004_261_1_6,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_004_261,registered_values_page,1,6,BO PROMIGAS S.A. E.S.P.,COI04CBBO009,COI04CBBO009,COI04CBBO009,200108,BVC,23/08/2001,17/08/2001,ANT,COP,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""BO PROMIGAS S.A. E.S.P."", ""Código ANN"": ""COI04CBBO009"", ""No. Emisión"": ""200108"", ""Tipo Inscripción"": ""ANT"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""588"", ""Inscrito RNVE Fecha"": ""17/08/2001"", ""Inscrito BVC Fecha"": ""23/08/2001"", ""Monto Autorizado"": ""200.000.000.000"", ""Moneda"": ""COP"", ""Última Calificacion"": ""VARIAS""}"
CO_SFC_VALORES_INSCRITOS_004_261_1_7,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_004_261,registered_values_page,1,7,BO PROMIGAS S.A. E.S.P.,COI04CBBO033,COI04CBBO033,COI04CBBO033,201212,BVC,18/01/2013,11/12/2012,NOR,COP,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""BO PROMIGAS S.A. E.S.P."", ""Código ANN"": ""COI04CBBO033"", ""No. Emisión"": ""201212"", ""Tipo Inscripción"": ""NOR"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""2067"", ""Inscrito RNVE Fecha"": ""11/12/2012"", ""Inscrito BVC Fecha"": ""18/01/2013"", ""Monto Autorizado"": ""580.000.000.000"", ""Moneda"": ""COP"", ""Última Calificacion"": ""AAA""}"
CO_SFC_VALORES_INSCRITOS_004_261_1_8,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_004_261,registered_values_page,1,8,BO PROMIGAS S.A. E.S.P.,COI04CBBO041,COI04CBBO041,COI04CBBO041,201502,BVC,02/03/2015,13/02/2015,NOR,COP,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""BO PROMIGAS S.A. E.S.P."", ""Código ANN"": ""COI04CBBO041"", ""No. Emisión"": ""201502"", ""Tipo Inscripción"": ""NOR"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""0130"", ""Inscrito RNVE Fecha"": ""13/02/2015"", ""Inscrito BVC Fecha"": ""02/03/2015"", ""Monto Autorizado"": ""500.000.000.000"", ""Moneda"": ""COP"", ""Última Calificacion"": ""N/A""}"
CO_SFC_VALORES_INSCRITOS_004_261_1_10,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_004_261,registered_values_page,1,10,PC PEC PROMIGAS S.A. E.S.P.,COI04CPPC014,COI04CPPC014,COI04CPPC014,201608,BVC,05/09/2016,24/08/2016,NOR,N/A,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""PC PEC PROMIGAS S.A. E.S.P."", ""Código ANN"": ""COI04CPPC014"", ""No. Emisión"": ""201608"", ""Tipo Inscripción"": ""NOR"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""1076"", ""Inscrito RNVE Fecha"": ""24/08/2016"", ""Inscrito BVC Fecha"": ""05/09/2016"", ""Monto Autorizado"": ""N/A"", ""Moneda"": ""N/A"", ""Última Calificacion"": ""N/A""}"
CO_SFC_VALORES_INSCRITOS_050_261_1_1,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_050_261,registered_values_page,1,1,AO CELSIA S.A. - ANTES CELSIA S.A. E.S.P.,COT60PAAO005,COT60PAAO005,COT60PAAO005,200110,BVC,12/10/2001,03/10/2001,NOR,N/A,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""AO CELSIA S.A. - ANTES CELSIA S.A. E.S.P."", ""Código ANN"": ""COT60PAAO005"", ""No. Emisión"": ""200110"", ""Tipo Inscripción"": ""NOR"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""683"", ""Inscrito RNVE Fecha"": ""03/10/2001"", ""Inscrito BVC Fecha"": ""12/10/2001"", ""Monto Autorizado"": ""N/A"", ""Moneda"": ""N/A"", ""Última Calificacion"": ""N/A""}"
CO_SFC_VALORES_INSCRITOS_050_261_1_2,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_VALORES_INSCRITOS_050_261,registered_values_page,1,2,BONOS ORDINARIOS,COT60CBBO008,COT60CBBO008,COT60CBBO008,201311,BVC,05/12/2013,13/11/2013,NOR,COP,colombia_registered_bvc_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""BONOS ORDINARIOS"", ""Código ANN"": ""COT60CBBO008"", ""No. Emisión"": ""201311"", ""Tipo Inscripción"": ""NOR"", ""Inscrito en"": ""BVC"", ""Número de Acto Administrativo RNVE"": ""2062"", ""Inscrito RNVE Fecha"": ""13/11/2013"", ""Inscrito BVC Fecha"": ""05/12/2013"", ""Monto Autorizado"": ""800.000.000.000"", ""Moneda"": ""COP"", ""Última Calificacion"": ""AAA""}"
CO_SFC_PRECIO_ACCIONES_001_001_1_1,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_PRECIO_ACCIONES_001_001,equity_price_page,1,1,AO BANCO DE BOGOTA,COB01PAAO006,COB01PAAO006,COB01PAAO006,198110,BC,15/10/1981,,NOR,,colombia_equity_price_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""AO BANCO DE BOGOTA"", ""Código SUPERFINANCIERA"": ""COB01PAAO006"", ""No. Emisión"": ""198110"", ""Tipo Inscripción"": ""NOR"", ""Inscrito en"": ""BC"", ""Inscrito en RNVEI"": ""277"", ""Resolución - Fecha"": ""15/10/1981"", ""Inscrito B.V.C Fecha"": ""15/10/1981""}"
CO_SFC_PRECIO_ACCIONES_002_023_1_1,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_PRECIO_ACCIONES_002_023,equity_price_page,1,1,AO ADM.DE FDOS.DE PENS.Y CES PROTECCION S.A.,COW19PAAO005,COW19PAAO005,COW19PAAO005,199506,BC,14/06/1995,,NOR,,colombia_equity_price_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""AO ADM.DE FDOS.DE PENS.Y CES PROTECCION S.A."", ""Código SUPERFINANCIERA"": ""COW19PAAO005"", ""No. Emisión"": ""199506"", ""Tipo Inscripción"": ""NOR"", ""Inscrito en"": ""BC"", ""Inscrito en RNVEI"": ""468"", ""Resolución - Fecha"": ""14/06/1995"", ""Inscrito B.V.C Fecha"": ""14/06/1995""}"
CO_SFC_PRECIO_ACCIONES_022_053_1_1,COLOMBIA_BVC_REGULATORY,Colombia,CO,BVC,XBOG,COP,SFC_PRECIO_ACCIONES_022_053,equity_price_page,1,1,AO ORGANIZACION TERPEL S.A.,COG20PAAO006,COG20PAAO006,COG20PAAO006,201408,BC,15/08/2014,,NOR,,colombia_equity_price_security,True,accepted_official_regulatory_bvc_registered_security,"{""Nombre del título"": ""AO ORGANIZACION TERPEL S.A."", ""Código SUPERFINANCIERA"": ""COG20PAAO006"", ""No. Emisión"": ""201408"", ""Tipo Inscripción"": ""NOR"", ""Inscrito en"": ""BC"", ""Inscrito en RNVEI"": ""1418"", ""Resolución - Fecha"": ""15/08/2014"", ""Inscrito B.V.C Fecha"": ""15/08/2014""}"
