exclusion_id,source_id,source_name,extraction_method,raw_symbol,raw_name,raw_exchange,raw_url,exclusion_reason,evidence
60f03ad57fab20c7,tmx_money_stocklists,TMX Money Stocklists,json_object,SYMBOL,,,,missing_name_for_json_object,"{""topMarketMovers"":""Top Market Movers by Volume"",""otherMarketIndicators"":""Other Market Indicators"",""futures"":""Canadian Futures"",""commodities"":""COMMODITIES"",""foreignExchangeRates"":""FOREIGN EXCHANGE RATES"",""seeMoreMarketMovers"":""SEE MORE MARKET MOVERS"",""company"":""Company"",""last"":""Last"",""price"":""Price"",""change"":""Change"",""volume"":""Volume"",""symbol"":""Symbol"",""chgPrice"":""Change ($)"",""chgPercent"":""Change (%)"",""addToWatchlist"":""Add to Watchlist"",""lastShort"":""Last""}"
112f51bc1b935a4b,tmx_money_stocklists,TMX Money Stocklists,json_object,TFPM,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""TFPM""}"
adb1af03589eed09,tmx_money_stocklists,TMX Money Stocklists,json_object,ORA,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ORA""}"
938f49a197039c6b,tmx_money_stocklists,TMX Money Stocklists,json_object,OLY,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""OLY""}"
e930dc845578f13b,tmx_money_stocklists,TMX Money Stocklists,json_object,ERO,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ERO""}"
8ad02df9d25857ca,tmx_money_stocklists,TMX Money Stocklists,json_object,FVI,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""FVI""}"
abcf2c44b2beb76e,tmx_money_stocklists,TMX Money Stocklists,json_object,CYBR.U,,,,excluded_symbol_suffix_review,"{""__typename"":""StockListItem"",""symbol"":""CYBR.U""}"
b253d23e2457c776,tmx_money_stocklists,TMX Money Stocklists,json_object,BIPC,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BIPC""}"
7ecca409d36c72db,tmx_money_stocklists,TMX Money Stocklists,json_object,CLS,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""CLS""}"
02128ca596e67d2a,tmx_money_stocklists,TMX Money Stocklists,json_object,ARTG,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ARTG""}"
f56b8edbfe1a8ceb,tmx_money_stocklists,TMX Money Stocklists,json_object,META,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""META""}"
f44e360f09ae9cb2,tmx_money_stocklists,TMX Money Stocklists,json_object,CTC,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""CTC""}"
65e4dd7f4929eb91,tmx_money_stocklists,TMX Money Stocklists,json_object,FFH.U,,,,excluded_symbol_suffix_review,"{""__typename"":""StockListItem"",""symbol"":""FFH.U""}"
461017bb4e863756,tmx_money_stocklists,TMX Money Stocklists,json_object,ZGD,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ZGD""}"
8a81313f707dab64,tmx_money_stocklists,TMX Money Stocklists,json_object,ZJG,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ZJG""}"
d2c09039d479bc09,tmx_money_stocklists,TMX Money Stocklists,json_object,DOO,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""DOO""}"
f98e519256c57c28,tmx_money_stocklists,TMX Money Stocklists,json_object,HPS.A,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""HPS.A""}"
3493445ae162f33c,tmx_money_stocklists,TMX Money Stocklists,json_object,SEC,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""SEC""}"
d8598919f5738f35,tmx_money_stocklists,TMX Money Stocklists,json_object,LUG,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""LUG""}"
6af12bfc7e914015,tmx_money_stocklists,TMX Money Stocklists,json_object,WPM,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""WPM""}"
0e34ba9b47fc4f3b,tmx_money_stocklists,TMX Money Stocklists,json_object,CIGI,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""CIGI""}"
45753d7f62a73cfd,tmx_money_stocklists,TMX Money Stocklists,json_object,PAAS,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""PAAS""}"
588b8ab85a9d40ee,tmx_money_stocklists,TMX Money Stocklists,json_object,GDXU,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""GDXU""}"
893e5b53f3f9c7de,tmx_money_stocklists,TMX Money Stocklists,json_object,SII,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""SII""}"
d59d94e1104e2948,tmx_money_stocklists,TMX Money Stocklists,json_object,BBD.A,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BBD.A""}"
288fe93b39663255,tmx_money_stocklists,TMX Money Stocklists,json_object,PPTA,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""PPTA""}"
8914db17f77ca558,tmx_money_stocklists,TMX Money Stocklists,json_object,BBD.B,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BBD.B""}"
c6fa4df224600b3d,tmx_money_stocklists,TMX Money Stocklists,json_object,AEM,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""AEM""}"
23629f4006d3be62,tmx_money_stocklists,TMX Money Stocklists,json_object,SLVU,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""SLVU""}"
7dfc6a6cb86df3c5,tmx_money_stocklists,TMX Money Stocklists,json_object,PD,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""PD""}"
02228918fbff6832,tmx_money_stocklists,TMX Money Stocklists,json_object,TOI,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""TOI""}"
1abd4b3440d8f336,tmx_money_stocklists,TMX Money Stocklists,json_object,CTC.A,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""CTC.A""}"
b6c3f750310d6bed,tmx_money_stocklists,TMX Money Stocklists,json_object,CGMU,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""CGMU""}"
db266af603c8b2a0,tmx_money_stocklists,TMX Money Stocklists,json_object,HGGG,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""HGGG""}"
790fa7c85d25eb30,tmx_money_stocklists,TMX Money Stocklists,json_object,ZMT,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ZMT""}"
d19ea2ff946a3f68,tmx_money_stocklists,TMX Money Stocklists,json_object,FNV,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""FNV""}"
02da21aeb27bbf6e,tmx_money_stocklists,TMX Money Stocklists,json_object,ATRL,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ATRL""}"
d3a628a1b3e1a2e6,tmx_money_stocklists,TMX Money Stocklists,json_object,AFN.DB.I,,,,excluded_symbol_suffix_review,"{""__typename"":""StockListItem"",""symbol"":""AFN.DB.I""}"
21e7a3e40ece0c15,tmx_money_stocklists,TMX Money Stocklists,json_object,AG,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""AG""}"
420af8260aed9469,tmx_money_stocklists,TMX Money Stocklists,json_object,ONEX,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ONEX""}"
fd1838782d35cef7,tmx_money_stocklists,TMX Money Stocklists,json_object,SKE,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""SKE""}"
6e1a2aa5c22dbd94,tmx_money_stocklists,TMX Money Stocklists,json_object,GSY,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""GSY""}"
ac2089b5cd72d894,tmx_money_stocklists,TMX Money Stocklists,json_object,TXG,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""TXG""}"
ae90b55622ea1c5e,tmx_money_stocklists,TMX Money Stocklists,json_object,IFC,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""IFC""}"
98bf384947e02cce,tmx_money_stocklists,TMX Money Stocklists,json_object,CVG,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""CVG""}"
bd18d4aff72f81e3,tmx_money_stocklists,TMX Money Stocklists,json_object,OLA,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""OLA""}"
a65b3b5dc64ce822,tmx_money_stocklists,TMX Money Stocklists,json_object,AW,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""AW""}"
e3bca42302ad73ea,tmx_money_stocklists,TMX Money Stocklists,json_object,PRV.DB,,,,excluded_symbol_suffix_review,"{""__typename"":""StockListItem"",""symbol"":""PRV.DB""}"
bf84f7e2e6b24180,tmx_money_stocklists,TMX Money Stocklists,json_object,AYA,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""AYA""}"
de0dbd827448c81c,tmx_money_stocklists,TMX Money Stocklists,json_object,AAUC,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""AAUC""}"
3d075d4f2ca3f30e,tmx_money_stocklists,TMX Money Stocklists,json_object,HNU,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""HNU""}"
2d7bec86a0586263,tmx_money_stocklists,TMX Money Stocklists,json_object,ETHR,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ETHR""}"
cdfea440d1221cbe,tmx_money_stocklists,TMX Money Stocklists,json_object,ETHQ,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ETHQ""}"
f4636812c0310c83,tmx_money_stocklists,TMX Money Stocklists,json_object,EBIT,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""EBIT""}"
fb54caa6d7009878,tmx_money_stocklists,TMX Money Stocklists,json_object,FETH,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""FETH""}"
51167c65c38cea26,tmx_money_stocklists,TMX Money Stocklists,json_object,ETC,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ETC""}"
401eaf080e848bed,tmx_money_stocklists,TMX Money Stocklists,json_object,BNXA,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BNXA""}"
c11fd9b0de472493,tmx_money_stocklists,TMX Money Stocklists,json_object,BTCQ,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BTCQ""}"
286c967fb40951e6,tmx_money_stocklists,TMX Money Stocklists,json_object,FBTC,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""FBTC""}"
826eff5a94ef7dcc,tmx_money_stocklists,TMX Money Stocklists,json_object,ETHH,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ETHH""}"
0d7cbfb60d287a15,tmx_money_stocklists,TMX Money Stocklists,json_object,ETHY,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ETHY""}"
877553ca554c37c6,tmx_money_stocklists,TMX Money Stocklists,json_object,QBTC,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""QBTC""}"
d5d9917c5f69fb69,tmx_money_stocklists,TMX Money Stocklists,json_object,BTCC,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BTCC""}"
1512be7051135e23,tmx_money_stocklists,TMX Money Stocklists,json_object,BTCW,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BTCW""}"
c82d9cb6eeaafa2c,tmx_money_stocklists,TMX Money Stocklists,json_object,BTCY,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BTCY""}"
85af6f1d7fda3c35,tmx_money_stocklists,TMX Money Stocklists,json_object,CONY,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""CONY""}"
c3f0fd3a34d4f741,tmx_money_stocklists,TMX Money Stocklists,json_object,NDA,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""NDA""}"
73771c8ef1b3ab19,tmx_money_stocklists,TMX Money Stocklists,json_object,TKN,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""TKN""}"
8fcf1993abe3f738,tmx_money_stocklists,TMX Money Stocklists,json_object,MATE,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""MATE""}"
7b0c2980e09318d2,tmx_money_stocklists,TMX Money Stocklists,json_object,LTV,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""LTV""}"
dd7b3a10261627c0,tmx_money_stocklists,TMX Money Stocklists,json_object,BITK,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BITK""}"
dc129fb522e4213d,tmx_money_stocklists,TMX Money Stocklists,json_object,XBOT,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""XBOT""}"
e776331370152ab8,tmx_money_stocklists,TMX Money Stocklists,json_object,BITI,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BITI""}"
e74ed4b8b608eb7b,tmx_money_stocklists,TMX Money Stocklists,json_object,SATO,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""SATO""}"
8536ca9cc057c05a,tmx_money_stocklists,TMX Money Stocklists,json_object,FRNT,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""FRNT""}"
62710c71e3f73dba,tmx_money_stocklists,TMX Money Stocklists,json_object,HIVE,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""HIVE""}"
e714ad638208c316,tmx_money_stocklists,TMX Money Stocklists,json_object,DGX,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""DGX""}"
01c235fcddae5787,tmx_money_stocklists,TMX Money Stocklists,json_object,HUT,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""HUT""}"
b78fabba2cac07e6,tmx_money_stocklists,TMX Money Stocklists,json_object,BKMT,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BKMT""}"
f5fee5d78c2a5710,tmx_money_stocklists,TMX Money Stocklists,json_object,DMGI,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""DMGI""}"
41b3f220db58e8f7,tmx_money_stocklists,TMX Money Stocklists,json_object,SOLL,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""SOLL""}"
22a0f6ba523e0ae5,tmx_money_stocklists,TMX Money Stocklists,json_object,SOLQ,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""SOLQ""}"
eebbfd5b4ccea3fe,tmx_money_stocklists,TMX Money Stocklists,json_object,WFLD,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""WFLD""}"
7efc8eaf6bc98e19,tmx_money_stocklists,TMX Money Stocklists,json_object,CSTR,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""CSTR""}"
80706715eb32f938,tmx_money_stocklists,TMX Money Stocklists,json_object,CMCX,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""CMCX""}"
a04a784d9db3d9f5,tmx_money_stocklists,TMX Money Stocklists,json_object,SOLX,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""SOLX""}"
690a58c394925656,tmx_money_stocklists,TMX Money Stocklists,json_object,BTCX,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BTCX""}"
c704c96cf7304c4e,tmx_money_stocklists,TMX Money Stocklists,json_object,ETHX,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ETHX""}"
c00ccad9bf5b9752,tmx_money_stocklists,TMX Money Stocklists,json_object,BTCT,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BTCT""}"
5ffeb9085ca06132,tmx_money_stocklists,TMX Money Stocklists,json_object,MATA,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""MATA""}"
43eac537435d409c,tmx_money_stocklists,TMX Money Stocklists,json_object,CBIT,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""CBIT""}"
7594fb8b8422488a,tmx_money_stocklists,TMX Money Stocklists,json_object,BIGG,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BIGG""}"
cbc7e64400306e3e,tmx_money_stocklists,TMX Money Stocklists,json_object,SOLX.B,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""SOLX.B""}"
788aac3b7f0595c9,tmx_money_stocklists,TMX Money Stocklists,json_object,DELX,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""DELX""}"
533a56d8f63756f2,tmx_money_stocklists,TMX Money Stocklists,json_object,LQWD,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""LQWD""}"
09e5da5796381447,tmx_money_stocklists,TMX Money Stocklists,json_object,BITF,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""BITF""}"
ded6af67e408e408,tmx_money_stocklists,TMX Money Stocklists,json_object,SOLA,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""SOLA""}"
8831106dd3f842d1,tmx_money_stocklists,TMX Money Stocklists,json_object,SOLX.U,,,,excluded_symbol_suffix_review,"{""__typename"":""StockListItem"",""symbol"":""SOLX.U""}"
e35a13677b38e4ef,tmx_money_stocklists,TMX Money Stocklists,json_object,UCU,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""UCU""}"
95702d42f049ba34,tmx_money_stocklists,TMX Money Stocklists,json_object,NOW,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""NOW""}"
abc4378dbd08ec34,tmx_money_stocklists,TMX Money Stocklists,json_object,TAU,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""TAU""}"
364ce08acb76f3ff,tmx_money_stocklists,TMX Money Stocklists,json_object,RIO,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""RIO""}"
5ffeb9085ca06132,tmx_money_stocklists,TMX Money Stocklists,json_object,MATA,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""MATA""}"
02228918fbff6832,tmx_money_stocklists,TMX Money Stocklists,json_object,TOI,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""TOI""}"
5dc1f42999eb9317,tmx_money_stocklists,TMX Money Stocklists,json_object,WRLG.NT.U,,,,excluded_symbol_suffix_review,"{""__typename"":""StockListItem"",""symbol"":""WRLG.NT.U""}"
1cee89d90e36d8e5,tmx_money_stocklists,TMX Money Stocklists,json_object,LMN,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""LMN""}"
02128ca596e67d2a,tmx_money_stocklists,TMX Money Stocklists,json_object,ARTG,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ARTG""}"
8c76df02b642c50a,tmx_money_stocklists,TMX Money Stocklists,json_object,SXGC,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""SXGC""}"
660341cdbf83e534,tmx_money_stocklists,TMX Money Stocklists,json_object,CEN.H,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""CEN.H""}"
e2487cb5407edd94,tmx_money_stocklists,TMX Money Stocklists,json_object,DE,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""DE""}"
6960f100f555cd30,tmx_money_stocklists,TMX Money Stocklists,json_object,ALV,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ALV""}"
4b17223a51fa0e08,tmx_money_stocklists,TMX Money Stocklists,json_object,LXE,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""LXE""}"
c351176786c8e463,tmx_money_stocklists,TMX Money Stocklists,json_object,CYBE,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""CYBE""}"
ee4d3da4280592ca,tmx_money_stocklists,TMX Money Stocklists,json_object,ONYX,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ONYX""}"
9623fd3e2dbc5686,tmx_money_stocklists,TMX Money Stocklists,json_object,VCI,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""VCI""}"
e2fcd3e7ab399f28,tmx_money_stocklists,TMX Money Stocklists,json_object,SGD,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""SGD""}"
237e853be44cb500,tmx_money_stocklists,TMX Money Stocklists,json_object,MKO,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""MKO""}"
41aad2f07c9dbfc6,tmx_money_stocklists,TMX Money Stocklists,json_object,MLP,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""MLP""}"
0607e25f97051068,tmx_money_stocklists,TMX Money Stocklists,json_object,RM,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""RM""}"
7a00c207430fb7f3,tmx_money_stocklists,TMX Money Stocklists,json_object,ZEN,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ZEN""}"
c85a9366aa43bdac,tmx_money_stocklists,TMX Money Stocklists,json_object,RX,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""RX""}"
657db28a76d30147,tmx_money_stocklists,TMX Money Stocklists,json_object,ARGH,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ARGH""}"
b9946cbfb88917f2,tmx_money_stocklists,TMX Money Stocklists,json_object,ITR,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""ITR""}"
de69b46ebfb7071b,tmx_money_stocklists,TMX Money Stocklists,json_object,CSOC.B,,,,missing_name_for_json_object,"{""__typename"":""StockListItem"",""symbol"":""CSOC.B""}"
