row_number,ticker,company_name,exchange,country,source_provider,instrument_type,isin,currency,type_bucket_v2_33a,missing_ticker,missing_company_name,missing_country,missing_isin,missing_currency,missing_sector,missing_industry,missing_market_cap,duplicate_exchange_ticker,duplicate_isin_cross_listing_candidate,identity_complete,financial_coverage_fields_present,v2_33a_status,eligibility_decision_v2_33b,eligibility_reason_v2_33b,eligible_for_financial_enrichment,eligible_for_opportunity_ranking,opportunity_ranking_block_reason,eligibility_decision_v2_33b2,eligibility_reason_v2_33b2,eligibility_refinement_v2_33b2
36875,VAS,VOESTALPINE AG,XETR,AT,deutsche_boerse_xetra_all_tradable_instruments,CS,AT0000937503,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36877,KTN,KONTRON AG,XETR,AT,deutsche_boerse_xetra_all_tradable_instruments,CS,AT0000A0E9W5,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36879,GEPH,EPH GROUP AG,XETR,AT,deutsche_boerse_xetra_all_tradable_instruments,CS,AT0000A34DM3,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36880,4X0,STEYR MOTORS AG,XETR,AT,deutsche_boerse_xetra_all_tradable_instruments,CS,AT0000A3FW25,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36881,O3P,OESTERREICHISCHE POST AG,XETR,AT,deutsche_boerse_xetra_all_tradable_instruments,CS,AT0000APOST4,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36882,0B2,BAWAG GROUP AG,XETR,AT,deutsche_boerse_xetra_all_tradable_instruments,CS,AT0000BAWAG2,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36883,1AST,ASTA ENERGY SOLUTIONS AG,XETR,AT,deutsche_boerse_xetra_all_tradable_instruments,CS,AT100ASTA001,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36884,FQT,FREQUENTIS AG,XETR,AT,deutsche_boerse_xetra_all_tradable_instruments,CS,ATFREQUENT09,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36885,VUL,VULCAN ENERGY RESOURCES LTD,XETR,AU,deutsche_boerse_xetra_all_tradable_instruments,CS,AU0000066086,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36886,KDB,KBC GROUP NV,XETR,BE,deutsche_boerse_xetra_all_tradable_instruments,CS,BE0003565737,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36887,UNC,UCB SA,XETR,BE,deutsche_boerse_xetra_all_tradable_instruments,CS,BE0003739530,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36889,FO4N,AGEAS,XETR,BE,deutsche_boerse_xetra_all_tradable_instruments,CS,BE0974264930,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36890,1NBA,ANHEUSER-BUSCH INBEV SA/NV,XETR,BE,deutsche_boerse_xetra_all_tradable_instruments,CS,BE0974293251,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36891,NVJP,UMICORE,XETR,BE,deutsche_boerse_xetra_all_tradable_instruments,CS,BE0974320526,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36893,SIRM,SIRMA GROUP HOLDING JSC,XETR,BG,deutsche_boerse_xetra_all_tradable_instruments,CS,BG1100032140,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36894,ALI1,ALMONTY INDUSTRIES INC,XETR,CA,deutsche_boerse_xetra_all_tradable_instruments,CS,CA0203987072,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36895,ABR0,BARRICK MINING CORP,XETR,CA,deutsche_boerse_xetra_all_tradable_instruments,CS,CA06849F1080,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36896,BXT,BIONXT SOLUTIONS INC,XETR,CA,deutsche_boerse_xetra_all_tradable_instruments,CS,CA0909741062,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36897,FMV,FIRST MAJESTIC SILVER CORP,XETR,CA,deutsche_boerse_xetra_all_tradable_instruments,CS,CA32076V1031,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36898,KIN2,KINROSS GOLD CORP,XETR,CA,deutsche_boerse_xetra_all_tradable_instruments,CS,CA4969024047,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36899,RJIB,ROCK TECH LITHIUM INC,XETR,CA,deutsche_boerse_xetra_all_tradable_instruments,CS,CA77273P2017,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36900,PSH0,SERNOVA BIOTHERAPEUTICS INC,XETR,CA,deutsche_boerse_xetra_all_tradable_instruments,CS,CA81752F1062,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36901,SII,WHEATON PRECIOUS METALS CORP,XETR,CA,deutsche_boerse_xetra_all_tradable_instruments,CS,CA9628791027,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36902,HLG,HIGHLIGHT COMMUNICATIONS-BR,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0006539198,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36903,ZFIN,ZURICH INSURANCE GROUP AG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0011075394,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36904,NOT,NOVARTIS AG-REG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0012005267,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36905,RHO,ROCHE HOLDING AG-BR,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0012032113,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36906,ADI1,ADECCO GROUP AG-REG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0012138605,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36908,ABJ,ABB LTD-REG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0012221716,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36909,P2H,PARTNERS GROUP HOLDING AG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0024608827,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36910,KNIA,KUEHNE + NAGEL INTL AG-REG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0025238863,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36911,LTEC,LOGITECH INTERNATIONAL-REG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0025751329,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36912,GBRA,GEBERIT AG-REG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0030170408,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36913,BBZA,BB BIOTECH AG-REG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0038389992,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36914,NESR,NESTLE SA-REG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0038863350,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36916,AEX,CHUBB LTD,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0044328745,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36917,SR9,SWISS RE AG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0126881561,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36918,0UB,UBS GROUP AG-REG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0244767585,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36919,ED4,EDAG ENGINEERING GROUP AG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0303692047,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36920,SIKA,SIKA AG-REG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0418792922,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36921,2U3,ALCON INC,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0432492467,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36924,LMIA,LION E-MOBILITY AG-REG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH0560888270,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36925,RET,REALUNIT SCHWEIZ AG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH1129911108,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36926,49G,ON HOLDING AG-CLASS A,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH1134540470,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36927,QS51,STRAUMANN HOLDING AG-REG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH1175448666,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36928,ZX6,DSM-FIRMENICH AG,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH1216478797,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36929,Q23,BUNGE GLOBAL SA,XETR,CH,deutsche_boerse_xetra_all_tradable_instruments,CS,CH1300646267,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
36933,DTD2,B+S BANKSYSTEME AG,XETR,DE,deutsche_boerse_xetra_all_tradable_instruments,CS,DE0001262152,,common_equity_candidate,False,False,False,False,True,True,True,True,False,False,True,0,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_v2_33p,xetra_company_name_recovered_via_openfigi_isin_exact_match,hold_provider_schema_xetra
