row_number,ticker,company_name,exchange,country,source_provider,instrument_type,isin,currency,type_bucket_v2_33a,missing_ticker,missing_company_name,missing_country,missing_isin,missing_currency,missing_sector,missing_industry,missing_market_cap,duplicate_exchange_ticker,duplicate_isin_cross_listing_candidate,identity_complete,financial_coverage_fields_present,v2_33a_status,eligibility_decision_v2_33b,eligibility_reason_v2_33b,eligible_for_financial_enrichment,eligible_for_opportunity_ranking,opportunity_ranking_block_reason,eligibility_decision_v2_33b2,eligibility_reason_v2_33b2,eligibility_refinement_v2_33b2
42720,XZL,,SGX,Singapore,sgx_structured_endpoint,equity_like_trust,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42721,43F,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42722,A31,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42723,BLZ,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42724,WJ9,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42725,AWX,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42726,O5RU,,SGX,Singapore,sgx_structured_endpoint,equity_like_reit,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42727,TATD,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42728,584,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42729,HBBD,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42730,ALK,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42731,MIJ,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42732,M1GU,,SGX,Singapore,sgx_structured_endpoint,equity_like_reit,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42733,40V,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42734,AMQ,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42735,S9B,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42736,AOF,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42737,HKB,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42738,Y35,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42739,BTX,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42740,A52,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42741,JFQ,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42742,1D4,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42743,5AU,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42744,CLN,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42745,AWG,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42746,A55,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42747,5RE,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42748,585,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42749,S7OU,,SGX,Singapore,sgx_structured_endpoint,equity_like_trust,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42750,5WV,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42751,A04,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42752,1F3,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42753,A30,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42754,5UF,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42755,575,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42756,5UL,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42757,53W,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42758,X5N,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42759,AVP,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42760,1R6,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42761,BBW,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42762,8AZ,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42763,9QX,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42764,YYB,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42765,HBUD,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42766,BTP,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42767,HBND,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42768,B58,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
42769,IBKD,,SGX,Singapore,sgx_structured_endpoint,equity_common_or_equity_like,,SGD,common_equity_candidate,False,True,False,True,False,True,True,True,False,False,True,1,audited_pending_eligibility_policy_v2_33b,eligible_for_financial_enrichment,equity_or_depositary_receipt_with_complete_operational_identity,False,False,financial_and_market_coverage_not_yet_available_or_validated,repaired_pending_company_name_v2_33p,sgx_ticker_recovered_company_name_genuinely_absent_from_source,hold_provider_schema_sgx
