asset_id,ticker,component,weight,raw_component_score,weighted_points,input_fields,phase
U00012,AARD,fundamentals_quality,0.3,45.0,13.5,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00012,AARD,growth_momentum,0.2,15.0,3.0,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00012,AARD,profitability_cashflow,0.2,0.0,0.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00012,AARD,price_momentum_trend,0.2,22.599,4.5198,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00012,AARD,risk_liquidity,0.1,33.9713,3.3971,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00013,ABAT,fundamentals_quality,0.3,69.6712,20.9014,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00013,ABAT,growth_momentum,0.2,70.0,14.0,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00013,ABAT,profitability_cashflow,0.2,0.0,0.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00013,ABAT,price_momentum_trend,0.2,19.7263,3.9453,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00013,ABAT,risk_liquidity,0.1,37.0649,3.7065,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00014,ABCL,fundamentals_quality,0.3,66.793,20.0379,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00014,ABCL,growth_momentum,0.2,85.0,17.0,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00014,ABCL,profitability_cashflow,0.2,0.0,0.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00014,ABCL,price_momentum_trend,0.2,95.0,19.0,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00014,ABCL,risk_liquidity,0.1,38.3597,3.836,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00015,ABEO,fundamentals_quality,0.3,90.1663,27.0499,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00015,ABEO,growth_momentum,0.2,77.9731,15.5946,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00015,ABEO,profitability_cashflow,0.2,65.0,13.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00015,ABEO,price_momentum_trend,0.2,42.2681,8.4536,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00015,ABEO,risk_liquidity,0.1,56.5109,5.6511,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00016,ABLV,fundamentals_quality,0.3,44.1896,13.2569,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00016,ABLV,growth_momentum,0.2,3.0089,0.6018,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00016,ABLV,profitability_cashflow,0.2,55.1026,11.0205,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00016,ABLV,price_momentum_trend,0.2,81.6913,16.3383,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00016,ABLV,risk_liquidity,0.1,27.1803,2.718,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00017,ABNB,fundamentals_quality,0.3,63.3224,18.9967,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00017,ABNB,growth_momentum,0.2,63.6792,12.7358,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00017,ABNB,profitability_cashflow,0.2,62.6069,12.5214,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00017,ABNB,price_momentum_trend,0.2,85.1218,17.0244,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00017,ABNB,risk_liquidity,0.1,67.4606,6.7461,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00018,ABOS,fundamentals_quality,0.3,38.5455,11.5636,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00018,ABOS,growth_momentum,0.2,13.4618,2.6924,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00018,ABOS,profitability_cashflow,0.2,0.0,0.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00018,ABOS,price_momentum_trend,0.2,74.897,14.9794,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00018,ABOS,risk_liquidity,0.1,49.1938,4.9194,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00019,ABSI,fundamentals_quality,0.3,45.0,13.5,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00019,ABSI,growth_momentum,0.2,15.0,3.0,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00019,ABSI,profitability_cashflow,0.2,0.0,0.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00019,ABSI,price_momentum_trend,0.2,87.0,17.4,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00019,ABSI,risk_liquidity,0.1,39.0671,3.9067,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00020,ABTC,fundamentals_quality,0.3,62.4715,18.7415,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00020,ABTC,growth_momentum,0.2,85.0,17.0,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00020,ABTC,profitability_cashflow,0.2,0.0,0.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00020,ABTC,price_momentum_trend,0.2,65.1039,13.0208,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00020,ABTC,risk_liquidity,0.1,28.3933,2.8393,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00021,ABTS,fundamentals_quality,0.3,61.1758,18.3527,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00021,ABTS,growth_momentum,0.2,64.009,12.8018,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00021,ABTS,profitability_cashflow,0.2,0.0,0.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00021,ABTS,price_momentum_trend,0.2,0.0,0.0,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00021,ABTS,risk_liquidity,0.1,31.7188,3.1719,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00022,ABUS,fundamentals_quality,0.3,69.0507,20.7152,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00022,ABUS,growth_momentum,0.2,82.9761,16.5952,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00022,ABUS,profitability_cashflow,0.2,0.0,0.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00022,ABUS,price_momentum_trend,0.2,74.1026,14.8205,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00022,ABUS,risk_liquidity,0.1,68.981,6.8981,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00023,ABVC,fundamentals_quality,0.3,47.898,14.3694,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00023,ABVC,growth_momentum,0.2,15.0,3.0,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00023,ABVC,profitability_cashflow,0.2,0.0,0.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00023,ABVC,price_momentum_trend,0.2,0.0,0.0,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00023,ABVC,risk_liquidity,0.1,30.949,3.0949,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00025,ACAD,fundamentals_quality,0.3,94.7928,28.4378,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00025,ACAD,growth_momentum,0.2,65.8291,13.1658,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00025,ACAD,profitability_cashflow,0.2,92.7006,18.5401,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00025,ACAD,price_momentum_trend,0.2,68.6348,13.727,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00025,ACAD,risk_liquidity,0.1,70.5515,7.0552,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00027,ACCL,fundamentals_quality,0.3,78.3375,23.5013,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00027,ACCL,growth_momentum,0.2,15.0,3.0,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00027,ACCL,profitability_cashflow,0.2,97.8971,19.5794,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00027,ACCL,price_momentum_trend,0.2,49.8228,9.9646,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00027,ACCL,risk_liquidity,0.1,59.0976,5.9098,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00028,ACDC,fundamentals_quality,0.3,42.6837,12.8051,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00028,ACDC,growth_momentum,0.2,0.0,0.0,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00028,ACDC,profitability_cashflow,0.2,38.615,7.723,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00028,ACDC,price_momentum_trend,0.2,48.2175,9.6435,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00028,ACDC,risk_liquidity,0.1,32.3778,3.2378,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00029,ACET,fundamentals_quality,0.3,44.4794,13.3438,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00029,ACET,growth_momentum,0.2,12.2843,2.4569,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00029,ACET,profitability_cashflow,0.2,0.0,0.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00029,ACET,price_momentum_trend,0.2,52.1312,10.4262,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00029,ACET,risk_liquidity,0.1,44.3834,4.4383,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00030,ACFN,fundamentals_quality,0.3,69.6155,20.8846,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00030,ACFN,growth_momentum,0.2,53.0278,10.6056,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00030,ACFN,profitability_cashflow,0.2,63.3295,12.6659,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00030,ACFN,price_momentum_trend,0.2,27.4748,5.495,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00030,ACFN,risk_liquidity,0.1,45.3312,4.5331,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00032,ACGL,fundamentals_quality,0.3,63.0821,18.9246,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00032,ACGL,growth_momentum,0.2,66.0999,13.22,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00032,ACGL,profitability_cashflow,0.2,63.4391,12.6878,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00032,ACGL,price_momentum_trend,0.2,38.2211,7.6442,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00032,ACGL,risk_liquidity,0.1,75.5449,7.5545,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00033,ACHC,fundamentals_quality,0.3,44.6059,13.3818,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00033,ACHC,growth_momentum,0.2,54.194,10.8388,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00033,ACHC,profitability_cashflow,0.2,1.3766,0.2753,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00033,ACHC,price_momentum_trend,0.2,70.136,14.0272,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00033,ACHC,risk_liquidity,0.1,41.5129,4.1513,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00034,ACHV,fundamentals_quality,0.3,36.8303,11.0491,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00034,ACHV,growth_momentum,0.2,15.0,3.0,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00034,ACHV,profitability_cashflow,0.2,0.0,0.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00034,ACHV,price_momentum_trend,0.2,95.0,19.0,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00034,ACHV,risk_liquidity,0.1,34.7902,3.479,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00035,ACIC,fundamentals_quality,0.3,83.8179,25.1454,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00035,ACIC,growth_momentum,0.2,54.8659,10.9732,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00035,ACIC,profitability_cashflow,0.2,98.1928,19.6386,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00035,ACIC,price_momentum_trend,0.2,14.0029,2.8006,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00035,ACIC,risk_liquidity,0.1,60.4002,6.04,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00037,ACIW,fundamentals_quality,0.3,81.2688,24.3806,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00037,ACIW,growth_momentum,0.2,61.5194,12.3039,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00037,ACIW,profitability_cashflow,0.2,90.088,18.0176,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00037,ACIW,price_momentum_trend,0.2,51.328,10.2656,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00037,ACIW,risk_liquidity,0.1,65.2451,6.5245,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00038,ACLS,fundamentals_quality,0.3,77.5947,23.2784,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00038,ACLS,growth_momentum,0.2,0.0,0.0,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00038,ACLS,profitability_cashflow,0.2,88.5946,17.7189,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00038,ACLS,price_momentum_trend,0.2,62.8693,12.5739,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00038,ACLS,risk_liquidity,0.1,47.6488,4.7649,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00039,ACMR,fundamentals_quality,0.3,73.3018,21.9905,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00039,ACMR,growth_momentum,0.2,55.1026,11.0205,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00039,ACMR,profitability_cashflow,0.2,63.3215,12.6643,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00039,ACMR,price_momentum_trend,0.2,80.3041,16.0608,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00039,ACMR,risk_liquidity,0.1,39.8617,3.9862,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00040,ACNB,fundamentals_quality,0.3,83.2113,24.9634,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00040,ACNB,growth_momentum,0.2,80.8279,16.1656,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00040,ACNB,profitability_cashflow,0.2,96.9682,19.3936,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00040,ACNB,price_momentum_trend,0.2,82.6871,16.5374,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00040,ACNB,risk_liquidity,0.1,70.0323,7.0032,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00041,ACNT,fundamentals_quality,0.3,58.108,17.4324,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00041,ACNT,growth_momentum,0.2,10.9142,2.1828,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00041,ACNT,profitability_cashflow,0.2,51.7645,10.3529,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00041,ACNT,price_momentum_trend,0.2,46.4401,9.288,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00041,ACNT,risk_liquidity,0.1,66.1568,6.6157,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00042,ACOG,fundamentals_quality,0.3,43.4663,13.0399,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00042,ACOG,growth_momentum,0.2,15.0,3.0,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00042,ACOG,profitability_cashflow,0.2,0.0,0.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00042,ACOG,price_momentum_trend,0.2,73.37,14.674,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00042,ACOG,risk_liquidity,0.1,49.8067,4.9807,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
U00043,ACON,fundamentals_quality,0.3,67.9874,20.3962,revenue_growth_yoy|net_margin|free_cash_flow_margin|debt_to_assets,v2.38K-us-experimental-scoring
U00043,ACON,growth_momentum,0.2,70.0,14.0,revenue_growth_yoy|growth_positive_flag|price_acceleration_flag|return_3m,v2.38K-us-experimental-scoring
U00043,ACON,profitability_cashflow,0.2,0.0,0.0,net_margin|free_cash_flow_margin|profitability_positive_flag,v2.38K-us-experimental-scoring
U00043,ACON,price_momentum_trend,0.2,3.8209,0.7642,return_12m|return_6m|price_vs_sma_200|trend_positive_flag|recent_high_breakout_flag,v2.38K-us-experimental-scoring
U00043,ACON,risk_liquidity,0.1,44.2458,4.4246,volatility_6m|volatility_3m|max_drawdown_12m|max_drawdown_6m|debt_to_assets|liquidity_available_flag,v2.38K-us-experimental-scoring
