asset_id,ticker,candidate_matrix_status,score_bucket,scorable,research_rank,experimental_score,quality_notes,phase
U00288,ATRC,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,29,73.2182,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00629,CINF,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,30,72.6654,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00139,ALKS,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,31,72.3619,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00297,AUPH,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,32,72.1181,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00065,ADUS,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,33,72.0959,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00056,ADI,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,34,72.0344,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00371,BELFA,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,35,71.7833,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00504,CACC,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,36,71.6566,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00037,ACIW,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,37,71.4922,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00046,ACT,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,38,70.4833,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00185,ANAB,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,39,69.9416,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00015,ABEO,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,40,69.7492,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00053,ADBE,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,41,69.2471,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00047,ACTG,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,42,69.1806,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00634,CIVB,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,43,68.5482,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00520,CARG,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,44,68.4704,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00017,ABNB,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,45,68.0244,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00513,CAMT,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,46,67.7254,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00119,AIRT,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,47,67.7223,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00653,CLSK,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,48,67.2035,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00191,ANIP,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,49,66.8739,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00398,BJRI,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,50,66.8042,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00178,AMRX,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,51,66.615,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00266,ASTH,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,52,66.6131,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00524,CASS,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,53,66.2804,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00314,AVT,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,54,66.2184,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00039,ACMR,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,55,65.7224,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00571,CECO,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,56,65.1581,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00461,BRZE,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,57,65.1221,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00509,CAKE,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,58,64.8661,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00486,BVS,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,59,64.8151,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00035,ACIC,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,60,64.5977,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00207,API,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,61,64.2919,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00062,ADSK,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,62,64.1966,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00523,CASH,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,63,64.1629,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00564,CDNS,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,64,64.1438,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00586,CERT,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,65,64.1052,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00177,AMPL,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,66,64.0206,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00215,APPN,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,67,63.9304,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00638,CLBT,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,68,63.3614,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00189,ANGO,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,69,63.345,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00415,BLZE,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,70,63.2839,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00469,BSY,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,71,63.2774,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00058,ADMA,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,72,63.2414,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00526,CASY,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,73,63.1529,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00307,AVGO,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,74,63.1365,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00320,AXGN,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,75,63.1046,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00612,CHKP,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,76,62.9654,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00491,BWMN,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,77,62.7708,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00574,CELH,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,78,62.7007,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00359,BCPC,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,79,62.4426,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00294,AUDC,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,80,62.1756,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00150,ALOT,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,81,62.0653,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00133,ALGM,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,82,62.0651,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00134,ALGN,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,83,62.0569,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00280,ATLC,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,84,62.0344,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00556,CCSI,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,85,61.7789,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00648,CLOV,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,86,61.6801,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00441,BOSC,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,87,61.2851,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00610,CHEF,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,88,61.2063,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00168,AMCX,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,89,61.1937,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00205,APEI,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,90,60.9354,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00572,CEG,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,91,60.6352,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00428,BNC,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,92,60.5652,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00140,ALKT,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,93,60.3091,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00032,ACGL,CANDIDATE_MATRIX_READY,INVESTIGATE_MEDIUM,true,94,60.0311,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00148,ALNT,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,95,59.9263,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00483,BUUU,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,96,59.8872,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00014,ABCL,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,97,59.8739,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00500,CAAS,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,98,59.5995,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00216,APPS,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,99,59.3448,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00533,CBLL,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,100,59.1508,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00022,ABUS,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,101,59.0291,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00552,CCLD,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,102,58.8105,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00176,AMPH,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,103,58.7718,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00311,AVO,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,104,58.6101,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00097,AGYS,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,105,58.528,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00243,ARQT,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,106,58.4937,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00038,ACLS,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,107,58.3361,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00562,CDNA,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,108,58.3169,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00149,ALNY,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,109,58.1844,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00155,ALRM,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,110,57.8394,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00172,AMKR,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,111,57.6552,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00247,ARTNA,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,112,57.5502,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00060,ADPT,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,113,57.5413,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00262,ASRV,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,114,57.3202,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00455,BRKR,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,115,57.2414,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00184,AMZN,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,116,57.0827,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00585,CERS,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,117,56.975,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00059,ADP,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,118,56.7334,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00322,AXON,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,119,56.7302,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00644,CLMB,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,120,56.728,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00568,CDW,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,121,56.539,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00074,AEIS,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,122,56.1802,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00410,BLMN,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,123,55.8593,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00464,BSET,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,124,55.834,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00283,ATNI,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,125,55.6272,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00143,ALLT,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,126,55.559,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00616,CHR,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,127,55.114,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00580,CENX,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,128,54.9023,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00645,CLMT,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,129,54.7809,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00578,CENT,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,130,54.6808,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00367,BEAM,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,131,54.3307,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00030,ACFN,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,132,54.1842,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00078,AERT,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,133,53.8449,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00535,CBRL,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,134,53.3932,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00347,BBNX,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,135,53.3212,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00579,CENTA,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,136,53.1371,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00124,AKBA,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,137,52.9816,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00008,AAOI,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,138,52.8704,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00237,ARHS,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,139,52.6258,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00494,BYND,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,140,52.5269,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00493,BYFC,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,141,52.2939,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00495,BYRN,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,142,52.1864,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00113,AIP,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,143,51.9123,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00020,ABTC,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,144,51.6016,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00342,BBCP,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,145,51.5701,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00402,BL,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,146,51.4558,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00190,ANIK,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,147,51.4491,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00511,CALM,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,148,51.378,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00159,ALTO,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,149,50.8248,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00230,ARCB,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,150,50.8223,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00435,BOF,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,151,50.3962,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00090,AGIO,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,152,50.3786,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00128,ALCO,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,153,50.3462,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00617,CHRD,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,154,50.0484,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00263,ASST,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,155,49.9981,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00137,ALHC,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,156,49.9033,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00329,AZTA,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,157,49.8543,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00289,ATRO,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,158,49.816,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00212,APOG,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,159,49.7977,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00408,BLKB,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,160,49.7684,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00335,BANL,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,161,49.6687,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00323,AXSM,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,162,49.4942,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00063,ADTN,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,163,49.1816,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00377,BFRI,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,164,48.9802,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00655,CLWT,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,165,48.9567,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00649,CLPS,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,166,48.9413,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00401,BKR,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,167,48.8895,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00249,ARTW,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,168,48.544,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00258,ASO,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,169,48.5034,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00213,APP,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,170,48.407,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00265,ASTE,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,171,48.3492,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00403,BLBD,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,172,48.2993,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00339,BATRA,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,173,48.0105,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00633,CISS,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,174,47.4942,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00180,AMSF,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,175,47.463,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00244,ARRY,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,176,46.8939,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00364,BDSX,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,177,46.8793,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00112,AIOT,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,178,46.7599,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00440,BOOM,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,179,46.7347,scored_ready_matrix_row,v2.38K-us-experimental-scoring
U00340,BATRK,CANDIDATE_MATRIX_READY,INVESTIGATE_LOW,true,180,46.6465,scored_ready_matrix_row,v2.38K-us-experimental-scoring
