ticker,name,exchange,country,region,currency,sector,industry,asset_type,is_active,market_cap,price,avg_volume_30d,avg_volume_90d,data_source,last_updated,isin,figi,cusip,ipo_date,shares_outstanding,free_float,primary_listing,adr_flag,otc_flag,etf_flag,fund_flag,preferred_flag,warrant_flag,spac_flag,duplicate_group,dollar_volume_90d,universe_validation_status,universe_validation_date,stage1_status,stage1_primary_reason,stage1_all_reasons
ACDC,ProFrac Holding Corp. - Class A Common Stock,NASDAQ,USA,North America,USD,Energy,Oil & Gas Equipment & Services,common_stock,True,1253780736.0,6.93,1506595.0,1506595.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,10440703.35,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ACGL,Arch Capital Group Ltd. - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Insurance - Diversified,common_stock,True,31860838400.0,91.19,2203426.0,2203426.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,200930416.94,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ACHC,"Acadia Healthcare Company, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Care Facilities,common_stock,True,2251352832.0,24.48,2957084.0,2957084.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,72389416.32000001,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ACHV,"Achieve Life Sciences, Inc.  - Common Shares",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,526640960.0,5.13,1304866.0,1304866.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,6693962.58,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ACIW,"ACI Worldwide, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,4351115264.0,42.8,747700.0,747700.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,32001560.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ACLS,"Axcelis Technologies, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,4522800128.0,147.16,683120.0,683120.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,100527939.2,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ACMR,"ACM Research, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,5272363008.0,76.29,1369280.0,1369280.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,104462371.2,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,608933632.0,4.36,1762419.0,1762419.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,7684146.840000001,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE
ACT,"Enact Holdings, Inc. - Common Stock",NASDAQ,USA,North America,USD,Financial Services,Insurance - Specialty,common_stock,True,5833915392.0,41.79,313950.0,313950.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,13119970.5,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ADAM,"Adamas Trust, Inc. - Common Stock",NASDAQ,USA,North America,USD,Real Estate,REIT - Mortgage,common_stock,True,806952704.0,8.98,766512.0,766512.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,6883277.760000001,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ADBE,Adobe Inc. - Common Stock,NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,101632049152.0,251.44,5571100.0,5571100.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1400797384.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ADEA,Adeia Inc.  - Common Stock,NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,3196312832.0,28.98,1697325.0,1697325.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,49188478.5,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ADI,"Analog Devices, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,195511877632.0,401.39,3937093.0,3937093.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1580309759.27,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ADMA,ADMA Biologics Inc - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,1847228544.0,7.97,6990904.0,6990904.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,55717504.88,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ADP,"Automatic Data Processing, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,92718366720.0,231.95,3341206.0,3341206.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,774992731.6999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ADPT,Adaptive Biotechnologies Corporation - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Diagnostics & Research,common_stock,True,2704750080.0,16.9,1933823.0,1933823.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,32681608.7,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ADSK,"Autodesk, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,48554962944.0,229.96,2084849.0,2084849.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,479431876.04,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ADTN,"ADTRAN Holdings, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Communication Equipment,common_stock,True,1243320832.0,15.35,2496573.0,2496573.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,38322395.55,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ADUS,Addus HomeCare Corporation - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Medical Care Facilities,common_stock,True,1719025792.0,92.1,247895.0,247895.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,22831129.5,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AEHR,Aehr Test Systems - Common Stock,NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,3096572672.0,98.45,2939947.0,2939947.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,289437782.15000004,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AEIS,"Advanced Energy Industries, Inc. - Common Stock",NASDAQ,USA,North America,USD,Industrials,Electrical Equipment & Parts,common_stock,True,11795540992.0,294.81,782965.0,782965.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,230825911.65,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AEP,"American Electric Power Company, Inc. - Common Stock",NASDAQ,USA,North America,USD,Utilities,Utilities - Regulated Electric,common_stock,True,70265724928.0,129.14,3806220.0,3806220.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,491535250.8,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AEVA,"Aeva Technologies, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,1553985024.0,23.01,1888300.0,1888300.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,43449783.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AFRM,"Affirm Holdings, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Financial Services,Credit Services,common_stock,True,21302896640.0,63.61,5304323.0,5304323.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,337407986.03,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,1682451840.0,28.29,1049271.0,1049271.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,29683876.59,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AGNC,AGNC Investment Corp. - Common Stock,NASDAQ,USA,North America,USD,Real Estate,REIT - Mortgage,common_stock,True,11674440704.0,10.17,17067223.0,17067223.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,173573657.91,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AGNT,"eXp World Holdings, Inc. - Common Stock",NASDAQ,USA,North America,USD,Real Estate,Real Estate Services,common_stock,True,780538624.0,4.75,1158055.0,1158055.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,5500761.25,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE
AGYS,"Agilysys, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,2493309696.0,88.52,348909.0,348909.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,30885424.68,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AHCO,AdaptHealth Corp.  - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Medical Devices,common_stock,True,1345575552.0,9.89,1501592.0,1501592.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,14850744.88,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AIOT,"PowerFleet, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,515125536.0,3.84,1597003.0,1597003.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,6132491.52,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE
AIP,"Arteris, Inc.  - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,1582775552.0,34.28,786230.0,786230.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,26951964.4,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AKAM,"Akamai Technologies, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,21708957696.0,149.32,5589768.0,5589768.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,834664157.76,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AKTS,"Aktis Oncology, Inc. - Common stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,1043085504.0,18.87,322225.0,322225.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,6080385.75,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALAB,"Astera Labs, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,54346600448.0,317.06,5597415.0,5597415.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1774716399.9,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALGM,"Allegro MicroSystems, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,8638857216.0,46.39,2166901.0,2166901.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,100522537.39,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALGN,"Align Technology, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Instruments & Supplies,common_stock,True,12013224960.0,167.74,1150501.0,1150501.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,192985037.74,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALGT,Allegiant Travel Company - Common Stock,NASDAQ,USA,North America,USD,Industrials,Airlines,common_stock,True,2260719104.0,84.12,557387.0,557387.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,46887394.440000005,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALHC,"Alignment Healthcare, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Healthcare Plans,common_stock,True,3177498880.0,15.37,4714247.0,4714247.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,72457976.39,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALKS,Alkermes plc - Ordinary Shares,NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,7133724672.0,42.8,2366741.0,2366741.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,101296514.8,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALKT,"Alkami Technology, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,1700534784.0,15.89,1701085.0,1701085.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,27030240.65,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALM,Almonty Industries Inc. - Common Shares,NASDAQ,USA,North America,USD,Basic Materials,Other Industrial Metals & Mining,common_stock,True,4627829760.0,16.31,5375207.0,5375207.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,87669626.16999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALMR,"Alamar Biosciences, Inc. - Class A common stock",NASDAQ,USA,North America,USD,Healthcare,Medical Devices,common_stock,True,1423651840.0,20.54,425218.0,425218.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,8733977.719999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALMS,Alumis Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,2429997056.0,19.06,1298834.0,1298834.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,24755776.04,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALNT,Allient Inc. - Common Stock,NASDAQ,USA,North America,USD,Technology,Electronic Components,common_stock,True,1442323968.0,84.86,222103.0,222103.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,18847660.58,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,40460984320.0,303.05,1101036.0,1101036.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,333668959.8,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALOY,REalloys Inc. - Common Stock,NASDAQ,USA,North America,USD,Basic Materials,Other Industrial Metals & Mining,common_stock,True,763944384.0,12.48,1856447.0,1856447.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,23168458.56,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ALRM,"Alarm.com Holdings, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,2244026624.0,45.37,469893.0,469893.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,21319045.41,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AMAL,Amalgamated Financial Corp. - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,1266972800.0,42.42,137960.0,137960.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,5852263.2,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AMAT,"Applied Materials, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,359671562240.0,453.01,6816000.0,6816000.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,3087716160.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,2786507008.0,63.52,1063792.0,1063792.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,67572067.84,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,760479481856.0,466.38,37466020.0,37466020.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,17473402407.6,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AMGN,Amgen Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - General,common_stock,True,188671213568.0,349.58,2589563.0,2589563.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,905259433.54,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AMKR,"Amkor Technology, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,16099318784.0,64.95,4408296.0,4408296.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,286318825.2,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,1481001728.0,13.32,1076168.0,1076168.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,14334557.76,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,870394240.0,19.74,609792.0,609792.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,12037294.079999998,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AMPL,"Amplitude, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,1015863424.0,7.66,2171653.0,2171653.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,16634861.98,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,4386563072.0,13.75,1780687.0,1780687.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,24484446.25,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AMSC,American Superconductor Corporation - Common Stock,NASDAQ,USA,North America,USD,Industrials,Specialty Industrial Machinery,common_stock,True,2019382784.0,42.34,1224407.0,1224407.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,51841392.38,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AMSF,"AMERISAFE, Inc. - Common Stock",NASDAQ,USA,North America,USD,Financial Services,Insurance - Specialty,common_stock,True,592909568.0,31.7,221147.0,221147.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,7010359.899999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AMZN,"Amazon.com, Inc. - Common Stock",NASDAQ,USA,North America,USD,Consumer Cyclical,Internet Retail,common_stock,True,2646571745280.0,246.03,44933614.0,44933614.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,11055017052.42,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ANAB,"AnaptysBio, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,1465812352.0,50.37,826216.0,826216.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,41616499.92,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ANDE,"The Andersons, Inc. - Common Stock",NASDAQ,USA,North America,USD,Consumer Defensive,Food Distribution,common_stock,True,2479475712.0,72.81,343469.0,343469.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,25007977.89,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,1844004864.0,81.11,359852.0,359852.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,29187595.72,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
ANNX,"Annexon, Inc. - common stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,866727040.0,5.29,2503487.0,2503487.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,13243446.23,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,1257341568.0,42.01,831646.0,831646.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,34937448.46,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
APA,APA Corporation - Common Stock,NASDAQ,USA,North America,USD,Energy,Oil & Gas E&P,common_stock,True,12926406656.0,36.57,8099574.0,8099574.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,296201421.18,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
APEI,"American Public Education, Inc. - Common Stock",NASDAQ,USA,North America,USD,Consumer Defensive,Education & Training Services,common_stock,True,965784640.0,52.65,344641.0,344641.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,18145348.65,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
APGE,"Apogee Therapeutics, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,6552844288.0,86.92,935658.0,935658.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,81327393.36,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
APLD,Applied Digital Corporation - Common Stock,NASDAQ,USA,North America,USD,Technology,Information Technology Services,common_stock,True,11322188800.0,39.62,21877955.0,21877955.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,866804577.0999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
APOG,"Apogee Enterprises, Inc. - Common Stock",NASDAQ,USA,North America,USD,Industrials,Building Products & Equipment,common_stock,True,790200640.0,37.01,255052.0,255052.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,9439474.52,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
APP,Applovin Corporation - Class A Common Stock,NASDAQ,USA,North America,USD,Communication Services,Advertising Agencies,common_stock,True,187185512448.0,557.2,4677550.0,4677550.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,2606330860.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,
